"Taxa"	"jarjarbinks_29"	"korra_29"	"kubo_30"	"hamlet_31"	"jarjarbinks_32"	"goose_37"	"hera_37"	"kubo_37"	"lambchop_37"	"ophelia_37"	"wolverine_37"	"hamlet_41"	"hera_41"	"goose_42"	"lambchop_42"	"buddy_57"	"joans_57"	"ginger_58"	"henry_59"	"joans_60"	"marshmallow_60"	"joans_62"	"henry_66"	"ivy_67"	"franc_68"	"grogu_70"
"chemoheterotrophy"	0.264785335262904	0.155748297629107	0.308745184820916	0.271031842983956	0.230599931696581	0.295870999267041	0.281704781704782	0.290404683125477	0.28255151249452	0.145141517937624	0.304951929408666	0.278381531282618	0.269892705407935	0.315194847724048	0.33129520542838	0.325894797855383	0.221367723615712	0.325376361972885	0.31759473098965	0.274490785645005	0.183706387413767	0.320929296992859	0.294726280805167	0.221457489878543	0.261441199507665	0.211057099325256
"fermentation"	0.256970574047274	0.15390924002187	0.307105974920089	0.251160517957488	0.221341023792358	0.283606156853164	0.26971586971587	0.279121065580725	0.270100832967996	0.144384351901929	0.29909126827341	0.263768649843433	0.254410599841578	0.298930247789543	0.313548579524271	0.317490218808868	0.218676053005206	0.314896448473759	0.288769138653665	0.265276430649855	0.181621916720433	0.288946997887961	0.264375744654167	0.199280251911831	0.246559248069822	0.136182253500689
"anaerobic_chemoheterotrophy"	0.256970574047274	0.15390924002187	0.307105974920089	0.251160517957488	0.221265131104618	0.283606156853164	0.26971586971587	0.279121065580725	0.270188513809733	0.144186046511628	0.29909126827341	0.263891447166452	0.254410599841578	0.299039406178365	0.312579226008501	0.317490218808868	0.218676053005206	0.314896448473759	0.288769138653665	0.265276430649855	0.18157228646583	0.28874585135271	0.264375744654167	0.198875393612236	0.246783036813248	0.136037147210332
"animal_parasites_or_symbionts"	0.0519054510371442	0.116581341020925	0.020162281780182	0.0637674077693623	0.0736917997950897	0.0337649645736623	0.0588357588357588	0.0314753542037838	0.0410346339324857	0.120497566252028	0.0200184380350323	0.0466015840854669	0.0630805789587384	0.0231961576247135	0.00350458578778615	0.0155533014538956	0.0841221012778041	0.00831739166597355	0.0490120605594047	0.0435930595969393	0.0976971561864112	0.0177008951020819	0.0637110428293723	0.0751237067026541	0.0492335235537653	0.105855038815933
"human_associated"	0.0439459720212253	0.114593170634723	0.0152446520776985	0.038602492059614	0.065798960270178	0.0223796726117762	0.0351351351351351	0.0311359972851447	0.0313020604997808	0.11914548404543	0.0178453839062294	0.035304230367778	0.0387412688125585	0.0103154677436961	0.00350458578778615	0.00386417427425977	0.0813121154756271	0.0077351742493554	0.00684287058421008	0.0398749865287208	0.095836021638791	0.0089510208186664	0.026776196149746	0.0750337381916329	0.047387266420499	0.0861931364724661
"human_pathogens_all"	0.0321755909310178	0.10167006312441	0.0105729038603393	0.0100985422265657	0.0520244374454521	0.0184705594918153	0.000485100485100485	0.0135742767455672	0.0265234546251644	0.0995493059311339	0.00217305412880284	0.0213053355436851	0.0201627421329301	0.00665866171815304	0.00178957572142271	0.000531323962710718	0.0805134879318504	0.000166347833319471	0.00188178941065777	0.0383123181377304	0.0712194153556008	0.00804586141003721	0.0018185238602872	0.0617183985605038	0.0387713997985901	0.0792280345352971
"nitrate_reduction"	0.0227206946454414	0.0714747253839654	0.00782722727645275	0.0197084453131362	0.0378704511820286	0.0122648424138774	0.000623700623700624	0.00907779757359803	0.0190267426567295	0.0762754642148909	0.00204135387857237	0.0109903604101431	0.0136098509397278	0.00496670669140923	0.00149131310118559	0	0.078679602460956	0.000332695666638942	0.00307929176289453	0.0310378273520854	0.0259318080301752	0.00512923664889872	0.000564369473882235	0.0419253261358525	0.0267427548394316	0.0549952840455634
"human_gut"	0.0212252773757839	0.0431432973805855	0.00795016801901483	0.0297255476830361	0.0280802944636284	0.0106523332518935	0.0346500346500346	0.0220581997115466	0.0126698816308637	0.0432666306111412	0.0156723297774266	0.029471357524406	0.0332685245193346	0.00567623621875341	0.00298262620237119	0.00376756991740328	0.00263251301467108	0.00756882641603593	0.00573090411427594	0.00883715917663541	0.071765348156236	0.00382178416976768	0.0252085031667398	0.0336932073774179	0.0206445115810675	0.0312704055720815
"mammal_gut"	0.0212252773757839	0.0431432973805855	0.00795016801901483	0.0297255476830361	0.0280802944636284	0.0106523332518935	0.0346500346500346	0.0220581997115466	0.0126698816308637	0.0432666306111412	0.0156723297774266	0.029471357524406	0.0332685245193346	0.00567623621875341	0.00298262620237119	0.00376756991740328	0.00263251301467108	0.00756882641603593	0.00573090411427594	0.00883715917663541	0.071765348156236	0.00382178416976768	0.0252085031667398	0.0336932073774179	0.0206445115810675	0.0312704055720815
"aerobic_chemoheterotrophy"	0.00781476121562952	0.00181420547740941	0.0016392099008278	0.0199527648831338	0.00937274693583273	0.0122648424138774	0.011988911988912	0.0112836175447527	0.0123629986847874	0.000955471425996034	0.00586066113525616	0.0144900841161663	0.0155541153596889	0.0161554415456828	0.0187159794198792	0.00835627686808675	0.00269167061050639	0.0105630874157864	0.0289111282182876	0.00921435499515034	0.00215891607523947	0.0321834456401488	0.0303505361510002	0.0226270805218174	0.0146581626944165	0.0750199521149242
"human_pathogens_gastroenteritis"	0.019922817173179	0.0440131219245489	0.00512253094008688	0.000895838423324375	0.0297499335938982	0.00923527974590765	0	0.00755069143972173	0.0153879877246822	0.0619433928249504	0	0.00257874378338552	0.0020882840066249	0.00376596441436524	0.00149131310118559	0	0.00638902035021297	0	0.000171071764605252	0.00668175449940726	0.0151620427812795	0.00271547822588756	0.000250830877280993	0.0314889788573999	0.0200290925366454	0.0506420953348328
"xylanolysis"	0	0	0.00016392099008278	0.00179167684664875	0.000834819565134899	0.00522843879794772	0.00110880110880111	0.00186646305251548	0.0047786058746164	0.000126194339282495	0.0169893322797313	0.0014735678762203	0.000792107726650824	0.00851435432813012	0.000298262620237119	0.00280152634883833	0.0023071462375769	0.000914913083257091	0.00111196646993414	0.00824442289039767	0.000272966400317634	0.0173991752992055	0.00225747789552894	0.00130454340980657	0.005986348886651	0.000943190887324965
"cellulolysis"	0	0	0.00016392099008278	0.00073295870999267	0.000379463438697681	0.000977278279990227	0.000138600138600139	0.000339356918639179	0.000701446733888645	7.21110510185686e-05	0.000131700250230475	0.00110517590716522	0.000288039173327573	0.00109158388822181	0	9.66043568564942e-05	0	0.000914913083257091	0.000342143529210504	0.000215540467722815	0.000223336145714428	0.00020114653525093	0.000250830877280993	0.000719748088169141	0.000727313416135168	0
"reductive_acetogenesis"	0.000337674867342016	0	0.00016392099008278	0.000570078996660966	0.000303570750958145	0.000439775225995602	0.00110880110880111	0.000933231526257742	0.000701446733888645	0	0.000460950875806664	0.000982378584146866	0.000288039173327573	0.000709529527344176	0	0	0	0.00074856524993762	0.000171071764605252	0.000107770233861407	4.96302546032061e-05	0	0.000125415438640497	8.99685110211426e-05	0.00039163030099586	0
