"ID"	"Function"
"fpt1"	"sulfite_respiration"
"fpt2"	"thiosulfate_respiration"
"fpt3"	"respiration_of_sulfur_compounds"
"fpt4"	"dark_hydrogen_oxidation"
"fpt5"	"nitrate_ammonification"
"fpt6"	"nitrite_ammonification"
"fpt7"	"nitrite_respiration"
"fpt8"	"cellulolysis"
"fpt9"	"xylanolysis"
"fpt10"	"fermentation"
"fpt11"	"aerobic_chemoheterotrophy"
"fpt12"	"human_pathogens_septicemia"
"fpt13"	"human_pathogens_pneumonia"
"fpt14"	"human_pathogens_nosocomia"
"fpt15"	"human_pathogens_gastroenteritis"
"fpt16"	"human_pathogens_diarrhea"
"fpt17"	"human_pathogens_all"
"fpt18"	"human_gut"
"fpt19"	"human_associated"
"fpt20"	"mammal_gut"
"fpt21"	"animal_parasites_or_symbionts"
"fpt22"	"plant_pathogen"
"fpt23"	"nitrate_respiration"
"fpt24"	"nitrate_reduction"
"fpt25"	"nitrogen_respiration"
"fpt26"	"fumarate_respiration"
"fpt27"	"plastic_degradation"
"fpt28"	"ureolysis"
"fpt29"	"reductive_acetogenesis"
"fpt30"	"chemoheterotrophy"
"fpt31"	"anaerobic_chemoheterotrophy"
