"ID"	"Function"
"fpt1"	"sulfite_respiration"
"fpt2"	"thiosulfate_respiration"
"fpt3"	"respiration_of_sulfur_compounds"
"fpt4"	"dark_hydrogen_oxidation"
"fpt5"	"nitrate_ammonification"
"fpt6"	"nitrite_ammonification"
"fpt7"	"nitrite_respiration"
"fpt8"	"cellulolysis"
"fpt9"	"xylanolysis"
"fpt10"	"fermentation"
"fpt11"	"aerobic_chemoheterotrophy"
"fpt12"	"human_pathogens_septicemia"
"fpt13"	"human_pathogens_pneumonia"
"fpt14"	"human_pathogens_gastroenteritis"
"fpt15"	"human_pathogens_diarrhea"
"fpt16"	"human_pathogens_all"
"fpt17"	"human_gut"
"fpt18"	"human_associated"
"fpt19"	"mammal_gut"
"fpt20"	"animal_parasites_or_symbionts"
"fpt21"	"plant_pathogen"
"fpt22"	"nitrate_respiration"
"fpt23"	"nitrate_reduction"
"fpt24"	"nitrogen_respiration"
"fpt25"	"fumarate_respiration"
"fpt26"	"ureolysis"
"fpt27"	"reductive_acetogenesis"
"fpt28"	"chemoheterotrophy"
"fpt29"	"anaerobic_chemoheterotrophy"
