"ID"	"Function"
"njc1"	"[R,R]-2,3-Butanediol ([R,R]-Butanediol, [S,S]-2,3-Butanediol, [S,S]-Butanediol) -- Consumption"
"njc2"	"[R,R]-2,3-Butanediol ([R,R]-Butanediol, [S,S]-2,3-Butanediol, [S,S]-Butanediol) -- Production"
"njc3"	"1,2-Ethanediol (Ethylene glycol) -- Production"
"njc4"	"1,2-propanediol (Propene diol, Propylene glycol, [R]-1,2-propanediol, [R]-propane-1,2-diol, [S]-1,2-propanediol, [S]-propane-1,2-diol) -- Production"
"njc5"	"1,3-Propanediol -- Production"
"njc6"	"4-Aminobutyrate (GABA) -- Production"
"njc7"	"7-Oxodeoxycholic acid -- Production"
"njc8"	"7-Oxolithocholic acid -- Production"
"njc9"	"Acetate -- Consumption"
"njc10"	"Acetate -- Production"
"njc11"	"Acetoin (3-hydroxybutanone, acetyl methyl carbinol, [R]-Acetoin) -- Production"
"njc12"	"Acetone -- Production"
"njc13"	"Adenine -- Consumption"
"njc14"	"Adenosylcobalamin (Vitamin B12, Cobamide coenzyme, Cob[II]alamin, Vitamin B12r, Cob[I]alamin, Vitamin B12s, Aquacobalamin, Cobalamin [III]) -- Consumption"
"njc15"	"Adenosylcobalamin (Vitamin B12, Cobamide coenzyme, Cob[II]alamin, Vitamin B12r, Cob[I]alamin, Vitamin B12s, Aquacobalamin, Cobalamin [III]) -- Production"
"njc16"	"alpha-Linolenic acid (Omega-3 fatty acid, eicosapentaenoic acid) -- Consumption"
"njc17"	"Arabinan -- Macromolecule"
"njc18"	"Arabinogalactan -- Macromolecule"
"njc19"	"Benzoate -- Consumption"
"njc20"	"beta-Muricholic acid -- Production"
"njc21"	"Biotin (Vitamin B7) -- Consumption"
"njc22"	"Biotin (Vitamin B7) -- Production"
"njc23"	"Butylamine -- Production"
"njc24"	"Butyrate -- Production"
"njc25"	"Cadaverine -- Production"
"njc26"	"Cellobiose -- Consumption"
"njc27"	"Cellulose (Beta-D-glucan) -- Macromolecule"
"njc28"	"Chenodeoxycholic acid (Chenodeoxycholate) -- Consumption"
"njc29"	"Chenodeoxycholic acid (Chenodeoxycholate) -- Production"
"njc30"	"Cholic acid (Cholate) -- Consumption"
"njc31"	"Cholic acid (Cholate) -- Production"
"njc32"	"Choline -- Consumption"
"njc33"	"Chondroitin 4-sulfate (Chondroitin 6-sulfate) -- Macromolecule"
"njc34"	"Citrate -- Consumption"
"njc35"	"CO2 -- Consumption"
"njc36"	"CO2 -- Production"
"njc37"	"D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose) -- Consumption"
"njc38"	"D-Fructose (Fructose) -- Consumption"
"njc39"	"D-Fructuronate -- Consumption"
"njc40"	"D-Galactose -- Consumption"
"njc41"	"D-Galacturonate -- Consumption"
"njc42"	"D-Gluconate (D-Gluconic acid, Gluconate) -- Consumption"
"njc43"	"D-Glucosamine (Glucosamine) -- Consumption"
"njc44"	"D-Glucose (Glucose) -- Consumption"
"njc45"	"D-Glucuronic acid (D-Glucuronate) -- Consumption"
"njc46"	"D-Lyxose (L-Lyxose) -- Consumption"
"njc47"	"D-Mannitol (Mannitol) -- Consumption"
"njc48"	"D-Mannose (Mannose) -- Consumption"
"njc49"	"D-Psicose -- Consumption"
"njc50"	"D-Ribose (Ribose) -- Consumption"
"njc51"	"D-Sorbitol (D-Glucitol, Sorbitol, Glucitol, L-Sorbitol, Sorbitol) -- Consumption"
"njc52"	"D-Tagatose -- Consumption"
"njc53"	"D-Tagaturonate -- Consumption"
"njc54"	"D-Xylose (Xylose) -- Consumption"
"njc55"	"Deoxycholic acid -- Production"
"njc56"	"Dextrin (Maltotriose, Maltodextrin, Maltohexaose, Maltotetraose, Maltooligosaccharide) -- Consumption"
"njc57"	"Dimethylamine -- Production"
"njc58"	"Ethanol -- Production"
"njc59"	"Ethanolamine (Phosphatidylethanolamine) -- Consumption"
"njc60"	"Folic acid (Folate, Vitamin B9) -- Production"
"njc61"	"Formaldehyde -- Production"
"njc62"	"Formate -- Consumption"
"njc63"	"Formate -- Production"
"njc64"	"FOS (Fructooligosaccharide) -- Consumption"
"njc65"	"Fructan (Inulin, Levan) -- Macromolecule"
"njc66"	"Fumarate -- Consumption"
"njc67"	"Fumarate -- Production"
"njc68"	"Galactan -- Macromolecule"
"njc69"	"Glycerol -- Consumption"
"njc70"	"Glycochenodeoxycholate -- Consumption"
"njc71"	"Glycocholate -- Consumption"
"njc72"	"Glycodeoxycholate -- Consumption"
"njc73"	"Glycolithocholate -- Consumption"
"njc74"	"H2 (Hydrogen) -- Consumption"
"njc75"	"H2 (Hydrogen) -- Production"
"njc76"	"H2O2 -- Production"
"njc77"	"H2S (HS-) -- Production"
"njc78"	"Hemicellulose, not specified -- Macromolecule"
"njc79"	"Hippurate -- Consumption"
"njc80"	"Histamine -- Production"
"njc81"	"Hyaluronan (Hyaluronate, Hyaluronic acid) -- Macromolecule"
"njc82"	"Indole-3-acetate (Indoleacetate) -- Production"
"njc83"	"Indole -- Production"
"njc84"	"Inositol (myo-Inositol, Inositol 1-phosphate, Myo-inositol phosphate) -- Consumption"
"njc85"	"Isobutyrate (2-Methylpropanoic acid) -- Consumption"
"njc86"	"Isobutyrate (2-Methylpropanoic acid) -- Production"
"njc87"	"Isovalerate (3-Methylbutanoic acid) -- Consumption"
"njc88"	"Isovalerate (3-Methylbutanoic acid) -- Production"
"njc89"	"L-Arabitol (L-Arabinitol, D-Arabitol) -- Consumption"
