"ID"	"Function"
"fpt1"	"chitinolysis"
"fpt2"	"dark_hydrogen_oxidation"
"fpt3"	"nitrate_ammonification"
"fpt4"	"nitrite_ammonification"
"fpt5"	"nitrite_respiration"
"fpt6"	"cellulolysis"
"fpt7"	"xylanolysis"
"fpt8"	"fermentation"
"fpt9"	"aerobic_chemoheterotrophy"
"fpt10"	"human_pathogens_septicemia"
"fpt11"	"human_pathogens_pneumonia"
"fpt12"	"human_pathogens_nosocomia"
"fpt13"	"human_pathogens_gastroenteritis"
"fpt14"	"human_pathogens_diarrhea"
"fpt15"	"human_pathogens_all"
"fpt16"	"human_gut"
"fpt17"	"human_associated"
"fpt18"	"mammal_gut"
"fpt19"	"animal_parasites_or_symbionts"
"fpt20"	"plant_pathogen"
"fpt21"	"nitrate_respiration"
"fpt22"	"nitrate_reduction"
"fpt23"	"nitrogen_respiration"
"fpt24"	"fumarate_respiration"
"fpt25"	"plastic_degradation"
"fpt26"	"ureolysis"
"fpt27"	"reductive_acetogenesis"
"fpt28"	"chemoheterotrophy"
"fpt29"	"anaerobic_chemoheterotrophy"
