"Taxa"	"buddy_11"	"joans_11"	"padme_11"	"ginger_14"	"buddy_16"	"buddy_17"	"ivy_17"	"padme_17"	"buddy_18"	"ginger_18"	"ivy_18"	"franc_19"	"ivy_19"	"ginger_2"	"ginger_20"	"buddy_21"	"joans_21"	"franc_22"	"grogu_22"	"henry_22"	"joans_22"	"marshmallow_22"	"franc_24"	"ginger_24"	"henry_24"	"ivy_24"	"marshmallow_24"	"henry_25"	"ginger_29"	"henry_29"	"joans_29"	"ginger_36"	"grogu_36"	"henry_36"	"franc_37"	"grogu_37"	"grogu_41"	"joans_41"	"marshmallow_41"	"ginger_42"	"grogu_42"	"henry_42"	"ivy_42"	"buddy_44"	"franc_44"	"ginger_44"	"ivy_44"	"joans_44"	"marshmallow_44"	"buddy_45"	"franc_45"	"grogu_45"	"henry_45"	"ivy_45"	"joans_45"	"marshmallow_45"	"buddy_46"	"charles_46"	"ivy_46"	"joans_46"	"marshmallow_46"	"franc_47"	"ginger_47"	"ivy_47"	"marshmallow_47"	"buddy_48"	"charles_48"	"franc_48"	"grogu_48"	"ivy_48"	"joans_48"	"marshmallow_48"	"charles_49"	"franc_49"	"ginger_49"	"henry_49"	"ivy_49"	"joans_49"	"marshmallow_49"	"padme_5"	"buddy_50"	"charles_50"	"franc_50"	"ginger_50"	"grogu_50"	"ivy_50"	"joans_50"	"charles_51"	"franc_51"	"joans_51"	"buddy_52"	"charles_52"	"ginger_52"	"grogu_52"	"marshmallow_52"	"franc_53"	"marshmallow_53"	"charles_55"	"ginger_55"	"ivy_55"	"buddy_56"	"franc_56"	"grogu_56"	"joans_56"	"buddy_57"	"joans_57"	"ginger_58"	"henry_59"	"padme_6"	"joans_60"	"marshmallow_60"	"joans_62"	"henry_66"	"ivy_67"	"franc_68"	"ginger_7"	"padme_7"	"grogu_70"	"charles_9"	"franc_9"	"grogu_9"	"henry_9"	"ivy_9"
"chemoheterotrophy"	0.195028368504837	0.25995604866806	0.236532413513239	0.330122214234364	0.308593188676534	0.282306853119111	0.230527104671496	0.0842680447305998	0.291663374160411	0.339341692789969	0.295436263205878	0.251364961569043	0.303894457886853	0.160146677399159	0.314087618112652	0.326573183451153	0.325633598841419	0.310153316645807	0.332049112447341	0.248595027247956	0.213159843435946	0.325373826359105	0.270919299195021	0.332223340819329	0.232511507086542	0.307426597582038	0.329762265293761	0.178477690288714	0.320012439744985	0.236317004360092	0.329414291082837	0.274801031274521	0.331247363240051	0.303229240596168	0.309236947791165	0.331347498192087	0.332559938128384	0.266898055444311	0.240734444066644	0.186029411764706	0.326355621754358	0.310452775444758	0.272425861116228	0.320030370616429	0.232591408255144	0.31315014720314	0.310432569974555	0.322390572390572	0.323928588801868	0.319204965828579	0.291170199423053	0.30567191967551	0.321577155824508	0.18612613313621	0.319622856419667	0.331098738779684	0.312966663161216	0.322412999144793	0.331076792891898	0.3252002002002	0.328392561222611	0.322101700130779	0.234593629056267	0.349400871459695	0.234752280450724	0.330447511501464	0.230979288325001	0.315361939076318	0.331486093086879	0.31677112436759	0.306819471235675	0.237819585142306	0.172409050271646	0.319432287107665	0.327274805669867	0.311793450514186	0.300008201427048	0.315132408575031	0.299746054779612	0.156625511004666	0.221599802290139	0.249243079584775	0.316307001913812	0.325805028672254	0.331678596167167	0.322411831626849	0.315159987573781	0.273347382431233	0.312185297079557	0.302947910704064	0.320904947559167	0.294647793873714	0.326716114019779	0.330093140153755	0.242921835006891	0.306384628163243	0.332168320984202	0.312818290172283	0.322801332253128	0.316202712348323	0.192348340731346	0.313299985287627	0.329803162546105	0.322541655874989	0.325894797855383	0.221367723615712	0.325293188056226	0.317308513363504	0.151342839646575	0.274432645140424	0.183678024103556	0.320887282946904	0.294667503136763	0.221417322834646	0.261453263970465	0.141684291482407	0.145508406411237	0.21119408395563	0.149322931998822	0.135771690995572	0.301655604988695	0.178648053322654	0.215341959334566
"fermentation"	0.186864769990612	0.251112183094817	0.231662777721416	0.289288281811646	0.212889783014801	0.261330953089358	0.220334748938296	0.0842680447305998	0.281825365468194	0.273981191222571	0.25526894406607	0.244526901669759	0.282521027768176	0.156479742420177	0.307829181494662	0.313303974968131	0.304851556842868	0.288407384230288	0.331653044323624	0.240080040871935	0.209404421876653	0.317259765851397	0.246093485760671	0.320684581429567	0.219660028255024	0.296808034286445	0.329497274379164	0.165354330708661	0.307183952728969	0.219543472685304	0.322596231277178	0.247393789933864	0.330403600056251	0.292405961674947	0.299940502751748	0.330521023451221	0.331470153975954	0.246785030926	0.181145868752125	0.170620204603581	0.323215651543819	0.272428800488662	0.251673113526125	0.316993308973568	0.194471325787857	0.298135426889107	0.293765903307888	0.30993265993266	0.318383032543659	0.304031600727318	0.266022827041264	0.300352417049006	0.306164901664145	0.172314515815274	0.298424349806999	0.330606370488202	0.303028709643496	0.315834484573383	0.314787391580283	0.309747247247247	0.323697293316148	0.308254481113932	0.219336111938077	0.264705882352941	0.229833661241281	0.322751986616478	0.229046758811914	0.296888306583688	0.330398793448143	0.296231971607642	0.284976738908431	0.235778693086942	0.171881805469592	0.300112542203326	0.321216278006401	0.300123988038801	0.257360780775855	0.303341740226986	0.29557409758752	0.15501507205682	0.218661614081336	0.241187283737024	0.29855474163532	0.314424349360388	0.330908950973601	0.305877891543421	0.292559801180491	0.255545696539485	0.290785498489426	0.295148826559817	0.315907967711823	0.271314829149618	0.307155322862129	0.328614725014784	0.226422524118921	0.296915665319231	0.331958618761359	0.307888178567559	0.309298766765685	0.294400103821945	0.189415556964701	0.291378549360012	0.329255377423949	0.303202969869637	0.317490218808868	0.218676053005206	0.314813274557099	0.288532149261378	0.149593211442568	0.265214813217616	0.181595000743937	0.288969185988156	0.264366373902133	0.199370078740157	0.246573809923365	0.139203999230917	0.143507347026857	0.136446023345175	0.147998233735649	0.134557979334099	0.290642549777551	0.173327230597591	0.205894434175395
"anaerobic_chemoheterotrophy"	0.186864769990612	0.251112183094817	0.231561326975753	0.289288281811646	0.212889783014801	0.261231776257066	0.220084936297777	0.0819383259911894	0.281706835242987	0.27358934169279	0.254196385477557	0.244526901669759	0.280850328378845	0.156408192469368	0.307829181494662	0.313303974968131	0.304851556842868	0.288407384230288	0.331653044323624	0.239994891008174	0.209404421876653	0.317259765851397	0.246093485760671	0.320684581429567	0.219249874675295	0.296808034286445	0.329497274379164	0.16493308706782	0.307183952728969	0.21933829186971	0.322596231277178	0.247281694877256	0.330403600056251	0.292405961674947	0.299940502751748	0.330521023451221	0.331470153975954	0.246740533084145	0.181145868752125	0.17039641943734	0.323215651543819	0.272428800488662	0.251673113526125	0.316993308973568	0.194471325787857	0.298135426889107	0.29382951653944	0.310044893378227	0.318383032543659	0.304031600727318	0.266022827041264	0.300352417049006	0.306164901664145	0.172392327743843	0.298424349806999	0.330606370488202	0.303028709643496	0.315571343990527	0.314787391580283	0.309747247247247	0.323697293316148	0.308254481113932	0.219187258112534	0.264433551198257	0.229774041614499	0.322751986616478	0.179851279250515	0.296888306583688	0.330398793448143	0.294721739787057	0.284239192102576	0.235704478830383	0.0549939252229329	0.300112542203326	0.321216278006401	0.300123988038801	0.257196752234889	0.303341740226986	0.29557409758752	0.154870545484577	0.218606694675564	0.187770328719723	0.29855474163532	0.314424349360388	0.330908950973601	0.305877891543421	0.292559801180491	0.231477373558119	0.290785498489426	0.295148826559817	0.315907967711823	0.269324339267942	0.307155322862129	0.328614725014784	0.225831856664698	0.296915665319231	0.331958618761359	0.307238053960342	0.309298766765685	0.293945882810979	0.189415556964701	0.29152567309107	0.329255377423949	0.303202969869637	0.317490218808868	0.218676053005206	0.314813274557099	0.288532149261378	0.149243285801767	0.265214813217616	0.181520607052522	0.288768443239988	0.264366373902133	0.19896512935883	0.246797561112043	0.138838684868295	0.143370019422047	0.136301022257667	0.147900107938377	0.134311956700016	0.290642549777551	0.173041164859685	0.205825973848155
"animal_parasites_or_symbionts"	0.0940038368913017	0.0521520072894892	0.0644212234959927	0.0104960460100647	0.119557407673516	0.0395715560844987	0.061553834624032	0.0825059301931549	0.0289608850256815	0.0278996865203762	0.0376468064568027	0.0491386164855553	0.0335868187579214	0.10920311242286	0.0308626825377347	0.0124000463553135	0.012237509051412	0.0182259073842303	0.0020163468116516	0.0688862397820163	0.0895482915476568	0.0144314361887099	0.0416694852195089	0.00363974289475722	0.080709109966732	0.020597454103499	0.00420199878861296	0.11156475810894	0.0129839838283315	0.085047448063606	0.00536855102807752	0.0437170720771214	0.00383209112642385	0.0364324580080435	0.0181466607169418	0.00413237370432866	0.00196864233987204	0.0474791972589329	0.266150969058143	0.108759590792839	0.00849402197979147	0.0229060090096969	0.0431018603794437	0.0178427371518056	0.0504060251609374	0.0187438665358194	0.0172391857506361	0.0196969696969697	0.0128909860388189	0.0282776349614396	0.0306032860905556	0.026132056652703	0.0128593040847201	0.0672684122475975	0.0253116496867683	0.0037874483960156	0.0352823640761384	0.0143411617656733	0.00539454199280728	0.016016016016016	0.00860799116184865	0.00715439649203785	0.0660166716284609	0.0088961510530138	0.0656710188994217	0.00652446675031368	0.0819644582615637	0.0167703897805437	0.00364771491704956	0.0185003398021596	0.0380120276863724	0.0620802256113399	0.122550030946978	0.0129423533825184	0.00502972107910379	0.0331120997739042	0.0291970802919708	0.0200504413619168	0.0271177217485942	0.122001073625965	0.083724634099459	0.0787737889273356	0.00719329505708441	0.00820467578297309	0.00280920495651505	0.0074326886613576	0.0344827586206897	0.0744232475598935	0.0132804632426989	0.0460074413279908	0.0145516446104003	0.0695012717018688	0.00967132053519488	0.00532229450029568	0.0719826737546761	0.0108533141369954	0.00164266741227457	0.0329938238162314	0.0106220181834549	0.0186230614496139	0.105236736419362	0.0197881418272767	0.00452835700982361	0.0232236898903566	0.0155533014538956	0.0841221012778041	0.00848373949929302	0.0491845273674323	0.118056163065349	0.043609508921352	0.097678916827853	0.0176653618388036	0.0637390213299874	0.075095613048369	0.0492252615092018	0.119861565083638	0.120789437545367	0.105705792793446	0.11667157295653	0.123191733639495	0.0226825176865291	0.0973767771833967	0.0785582255083179
"human_associated"	0.0861259643250745	0.0446481213485555	0.0614791518717663	0.00992092020129403	0.0165253628394884	0.0377367846870971	0.0596552585560829	0.0820908166723145	0.0277360726985381	0.0061128526645768	0.0329811765967716	0.0481844685926319	0.0199331720244268	0.107539576066541	0.0109215854706099	0.00654768802874029	0.00260680666183925	0.0147841051314143	0.000720123861304144	0.0527929155313352	0.0802919708029197	0.00539005448012055	0.0397077724413177	0.00363974289475722	0.0630725060383721	0.0204055523571931	0.0018549364021805	0.0976637179611808	0.0129839838283315	0.060425750192357	0.00332850163740806	0.0437170720771214	0.00108986077907467	0.0185119470073338	0.0173285735534732	0.000757601845793588	0.000457006257470295	0.0447648289057981	0.0236314178850731	0.0929987212276215	0.00418662694738537	0.0227533022829656	0.0427334684103887	0.00664357234375741	0.0501114991374595	0.0187438665358194	0.0137404580152672	0.00246913580246914	0.00574013717954954	0.00332309235688758	0.0262761821146369	0.019815147283729	0.0125756429652042	0.0671906003190289	0.00253116496867683	0.00102261106692421	0.00830791881375539	0.0059864482599829	0.00518299132642268	0.00275275275275275	0.00317621064260725	0.00646203554119548	0.0654212563262876	0.00871459694989107	0.0614976450247421	0.00242576327896278	0.0723438222072848	0.0102194562725188	0.000947002911157097	0.0130635052480556	0.0163962328378532	0.0589261197075958	0.119913806936708	0.00819057146429911	0.00502972107910379	0.0132740135657501	0.0289510374805216	0.00334174022698613	0.0203609649918375	0.107403889829459	0.0814729384628058	0.0597426470588235	0.00263974130535208	0.00802823114247905	0.000923574232278919	0.00333712552142586	0.00621310966138552	0.0403726708074534	0.00730110775427996	0.00508013737836291	0.00587556971061446	0.0225035939400641	0.00967132053519488	0.0018110585452395	0.056625319944871	0.00825073370618528	0.000629106668530686	0.0108354101202731	0.010351966873706	0.0162870676789306	0.101299936588459	0.0194938943651611	0.00219114048862433	0.00267633600966934	0.00386417427425977	0.0813121154756271	0.00798469599933461	0.00700196396550252	0.113463389029831	0.0398900328823244	0.0958190745424788	0.0089330522934859	0.0267879548306148	0.0750056242969629	0.0473793142026067	0.119515477792732	0.116218390128107	0.0860581454360908	0.114120302227456	0.12312612760374	0.0226825176865291	0.0972623508882341	0.0779420825631547
"human_pathogens_all"	0.0775950038777093	0.0420217612692287	0.0460586385309932	0.00230050323508267	0	0.0219676683526728	0.0577566824881339	0.0651897661809556	0.0257210588700119	0.00101880877742947	0.000965302729661608	0.0444208852372118	0.00178592003687061	0.101690367587872	0.00190207387409498	0.000231776567389037	0.00224475018102824	0.011107634543179	7.20123861304144e-05	0.0369976158038147	0.0713001163651751	0	0.0278022052357438	0	0.0445700223305838	0.00191901746305891	7.57116898849182e-05	0.0767635527040601	0.000310993624630695	0.0431905616824827	0	0.0285281919067369	0	0.00751123728412586	0.000297486241261342	0	0	0.0424954389712099	0.000170010200612037	0.0720907928388747	0.00269715389879634	0.00496296861876766	0.000245594646036716	0	0.0464088862708798	0	0.010559796437659	0.000112233445566779	0.00272413289876928	0.000125399711580663	0.0205694217985702	0.00206130726777046	0.00018910741301059	0.062171730926351	0	0	0	0.000131570291428196	0.000423101332769198	0	0.00133492911066102	0.00053850296176629	0.0521732658529324	0.000363108206245461	0.0553270136528945	0.00100376411543287	0.00100827626769735	0	0	0.000679604319263007	0.00987178032452059	0.0524323722587109	0.000298007931595718	0	0.000228623685413809	0.0016045510903654	0.0214877388665628	0.000693568726355612	0.0176401233448213	0.0974934963042491	0.0790290249059505	0.000702854671280277	0	0.00035288928098809	0	0	0	0.00183007985803017	0	0	0.000494206798089067	0.000387039699214862	0.00029086678301338	0	0.038984051978736	0	0	0.00146278036623686	0.000270051309748852	0.000259554863409253	0.100480870851828	0.00014712373105782	0	0.000172666839333506	0.000531323962710718	0.0805134879318504	0.000332695666638942	0.00170779608914696	0.0990508266993264	0.038326774836936	0.071244358478401	0.0080297099267289	0.00181932245922208	0.06177727784027	0.0387648934384964	0.110440299942319	0.10203441037412	0.0790980932356993	0.101780983220489	0.114269312776775	0.0148785646561155	0.0893955430958034	0.0532963647566235
"human_gut"	0.0352259275888812	0.0172053384788551	0.0289134625139495	0.00862688713156003	0.0165253628394884	0.0225131409302787	0.0385710716962278	0.0764063029481532	0.0099170288423548	0.00525078369905956	0.03201587386711	0.0327590776570368	0.0181472519875562	0.0414810839817548	0.00944901214872991	0.00643179974504578	0.00195510499637944	0.0090738423028786	0.000720123861304144	0.0326549727520436	0.0268168835290384	0.00539005448012055	0.0301021443550024	0.00363974289475722	0.0422458187121178	0.0186784366404401	0.00177922471229558	0.056543857943683	0.0127507386098585	0.038984354962811	0.00332850163740806	0.0290326196614729	0.00108986077907467	0.01449018216229	0.0171798304328425	0.000757601845793588	0.000457006257470295	0.0190895741556535	0.0234614076844611	0.0561061381074169	0.00241536170041464	0.0181721004810262	0.0425492724258611	0.00664357234375741	0.00652164766272563	0.0187438665358194	0.00846055979643766	0.00235690235690236	0.00398890888748358	0.00319769264530692	0.0177473974664493	0.0183522840614403	0.0123865355521936	0.00606933042835467	0.00253116496867683	0.00102261106692421	0.00830791881375539	0.0058548779685547	0.00497144066003808	0.00275275275275275	0.00216350580003683	0.00600046157396723	0.0363947603453409	0.00826071169208424	0.0256364395158886	0.00234211626934337	0.0715035919842037	0.0102194562725188	0.000947002911157097	0.0127614588839387	0.0099852490638829	0.0236743478422205	0.119707493753295	0.00819057146429911	0.00502972107910379	0.0126176063015097	0.0213237103255967	0.00264817150063052	0.00906947215672048	0.0407564933724243	0.00532718235988687	0.0591479238754325	0.00263974130535208	0.007851786501985	0.000923574232278919	0.00333712552142586	0.00621310966138552	0.0393744454303461	0.00730110775427996	0.00508013737836291	0.00549118664543408	0.0222824283976556	0.00952588714368819	0.0018110585452395	0.030990352431581	0.00825073370618528	0.000629106668530686	0.00986022320944848	0.00999189846070754	0.016157290247226	0.00686958359754809	0.0192732087685744	0.00219114048862433	0.00250366917033584	0.00376756991740328	0.00263251301467108	0.00756882641603593	0.00606267611647169	0.0464526288163765	0.00889439922376152	0.0717403164211675	0.00381411221519623	0.0252195734002509	0.0336557930258718	0.020641047155563	0.0443376273793501	0.0504973221117062	0.0312477343580077	0.0489647728387793	0.0438904379202887	0.0140762891109328	0.035958463254856	0.0404942835626754
"mammal_gut"	0.0352259275888812	0.0172053384788551	0.0289134625139495	0.00862688713156003	0.0165253628394884	0.0225131409302787	0.0385710716962278	0.0764063029481532	0.0099170288423548	0.00525078369905956	0.03201587386711	0.0327590776570368	0.0181472519875562	0.0414810839817548	0.00944901214872991	0.00643179974504578	0.00195510499637944	0.0090738423028786	0.000720123861304144	0.0326549727520436	0.0268168835290384	0.00539005448012055	0.0301021443550024	0.00363974289475722	0.0422458187121178	0.0186784366404401	0.00177922471229558	0.056543857943683	0.0127507386098585	0.038984354962811	0.00332850163740806	0.0290326196614729	0.00108986077907467	0.01449018216229	0.0171798304328425	0.000757601845793588	0.000457006257470295	0.0190895741556535	0.0234614076844611	0.0561061381074169	0.00241536170041464	0.0181721004810262	0.0425492724258611	0.00664357234375741	0.00652164766272563	0.0187438665358194	0.00846055979643766	0.00235690235690236	0.00398890888748358	0.00319769264530692	0.0177473974664493	0.0183522840614403	0.0123865355521936	0.00606933042835467	0.00253116496867683	0.00102261106692421	0.00830791881375539	0.0058548779685547	0.00497144066003808	0.00275275275275275	0.00216350580003683	0.00600046157396723	0.0363947603453409	0.00826071169208424	0.0256364395158886	0.00234211626934337	0.0715035919842037	0.0102194562725188	0.000947002911157097	0.0127614588839387	0.0099852490638829	0.0236743478422205	0.119707493753295	0.00819057146429911	0.00502972107910379	0.0126176063015097	0.0213237103255967	0.00264817150063052	0.00906947215672048	0.0407564933724243	0.00532718235988687	0.0591479238754325	0.00263974130535208	0.007851786501985	0.000923574232278919	0.00333712552142586	0.00621310966138552	0.0393744454303461	0.00730110775427996	0.00508013737836291	0.00549118664543408	0.0222824283976556	0.00952588714368819	0.0018110585452395	0.030990352431581	0.00825073370618528	0.000629106668530686	0.00986022320944848	0.00999189846070754	0.016157290247226	0.00686958359754809	0.0192732087685744	0.00219114048862433	0.00250366917033584	0.00376756991740328	0.00263251301467108	0.00756882641603593	0.00606267611647169	0.0464526288163765	0.00889439922376152	0.0717403164211675	0.00381411221519623	0.0252195734002509	0.0336557930258718	0.020641047155563	0.0443376273793501	0.0504973221117062	0.0312477343580077	0.0489647728387793	0.0438904379202887	0.0140762891109328	0.035958463254856	0.0404942835626754
"aerobic_chemoheterotrophy"	0.00816359851422507	0.00884386557324329	0.00497108653748605	0.0409777138749101	0.095703405661733	0.021075076862045	0.0104421683737197	0.00232124703490342	0.0099170288423548	0.0656739811912226	0.0412398777283209	0.00683805989928439	0.0230441295080078	0.00373848492979161	0.00625843661798994	0.0132692084830224	0.0207820419985518	0.0217459324155194	0.000396068123717279	0.00860013623978202	0.00375542155929335	0.00811406050770836	0.0248258134343503	0.0115387593897623	0.0132616324112473	0.0106185632955927	0.000264990914597214	0.0135446032208937	0.0127507386098585	0.0169787124903822	0.00681805980565845	0.0275193363972649	0.000843763183799747	0.0107641353205583	0.00922207347910159	0.000826474740865732	0.00108978415242916	0.0201130245183109	0.0595885753145189	0.0156329923273657	0.00313997021053903	0.0380239749560968	0.0207527475901025	0.00303706164286053	0.0381200824672866	0.0150147203140334	0.0166030534351145	0.0123456790123457	0.00549691102787372	0.0151733651012603	0.0251473723817885	0.00531950262650442	0.0153177004538578	0.0137338053923666	0.0212617857368854	0.000492368291482028	0.00993795351772005	0.00690744029998027	0.0162894013116141	0.015452952952953	0.0046952679064629	0.0138472190168474	0.0154063709437333	0.0849673202614379	0.00497823883622489	0.00773734838979506	0.0511280090744864	0.0184736324926302	0.00108729963873593	0.0219738729895039	0.0225802791330988	0.00215221344020186	0.117392201361667	0.0193197449043391	0.00605852766346594	0.0116694624753847	0.0428114491921594	0.0117906683480454	0.00412660983130782	0.00173431886691167	0.00299310761457561	0.0614186851211073	0.0177522602784927	0.0113806793118659	0.000769645193565766	0.0165339400834281	0.0226001863932898	0.0418700088731145	0.0213997985901309	0.00779908414424728	0.00499697984734501	0.0253234546057724	0.0195607911576498	0.00147841513897102	0.0171293561724749	0.0094689628440113	0.000244652593317489	0.00552605916133926	0.0135025654874426	0.0222568295373435	0.00293278376664553	0.0217743121965573	0.000584304130299821	0.0193386860053527	0.00835627686808675	0.00269167061050639	0.0105630874157864	0.0288617539065836	0.00209955384480798	0.0092178319228074	0.00215741705103407	0.0321188397069156	0.0302383939774153	0.0224521934758155	0.0146557028584214	0.00284560661411267	0.00213838698919036	0.0748930616979627	0.00142282406044549	0.00145973429555519	0.0110130552111443	0.00560688846296879	0.00951598548641062
"nitrate_reduction"	0.0509000367361933	0.0273355844991156	0.0304859490717257	0.001294033069734	0.000143698807299899	0.0155707626698403	0.0214339245565826	0.079295154185022	0.0178980640063216	0.000313479623824451	0.0021451171770258	0.015425390935595	0.00708606982371241	0.0661658170110008	0.000429500552214996	0.000115888283694518	0.000289645184648805	0.00594493116395494	0	0.0203508174386921	0.0537924468422723	0.000231830300220239	0.0099438544273828	0	0.0209634051861642	0.000127934497537261	7.57116898849182e-05	0.0414114902303879	0.000310993624630695	0.0215439856373429	0	0.0145723573590405	0	0.00408090844570617	0.000297486241261342	0	0	0.0259422418012726	0.000170010200612037	0.037116368286445	0.00189203333199147	0.000305413453462625	0.000245594646036716	0	0.000294526023477932	0.000196270853778214	0.00483460559796438	0.000112233445566779	0.00194580921340663	0.000250799423161327	0.008967766210962	0.00132987565662611	0	0.00303466521417733	0	0	0.000105163529288043	0	0.000740427332346097	0	0.000828576689375806	0.000692360950842372	0.0289520690681751	0.000363108206245461	0.0360400643891969	0	0.000294080578078393	0.000262037340320996	0	0.00332251000528581	0.0079428117553614	0.0355115217633307	0.000160465809320771	0.000125046892584719	0.000457247370827618	0.000948143826125009	0.00787336996637415	0.000126103404791929	0.0112007981135498	0.0666473964570343	0.076145756102919	0.00048659169550173	0	0.000617556241729158	0	0.000303375047402351	0	0.000221827861579414	0	0	0.000384383065180385	0.000110582771204246	0.00014543339150669	7.39207569485512e-05	0.0342587123449498	0	0	0.000216708202405461	0.000180034206499235	0.00272532606579716	0.0944831959416614	0.00014712373105782	0	0	0	0.078679602460956	0.000332695666638942	0.00324481256937922	0.0672732044440556	0.0310495391084039	0.0259386004066855	0.00531968282645789	0.0006900878293601	0.0419797525309336	0.0267382670470437	0.0755239377042876	0.0658387773919526	0.0549554121655912	0.063904425473457	0.079498113826472	0.00860622857559624	0.0615613467974941	0.0377558704730609
