"ID"	"Function"
"fpt1"	"sulfite_respiration"
"fpt2"	"thiosulfate_respiration"
"fpt3"	"respiration_of_sulfur_compounds"
"fpt4"	"chitinolysis"
"fpt5"	"dark_hydrogen_oxidation"
"fpt6"	"nitrate_ammonification"
"fpt7"	"nitrite_ammonification"
"fpt8"	"nitrite_respiration"
"fpt9"	"cellulolysis"
"fpt10"	"xylanolysis"
"fpt11"	"fermentation"
"fpt12"	"aerobic_chemoheterotrophy"
"fpt13"	"human_pathogens_gastroenteritis"
"fpt14"	"human_pathogens_diarrhea"
"fpt15"	"human_pathogens_all"
"fpt16"	"human_gut"
"fpt17"	"human_associated"
"fpt18"	"mammal_gut"
"fpt19"	"animal_parasites_or_symbionts"
"fpt20"	"nitrate_respiration"
"fpt21"	"nitrate_reduction"
"fpt22"	"nitrogen_respiration"
"fpt23"	"fumarate_respiration"
"fpt24"	"plastic_degradation"
"fpt25"	"reductive_acetogenesis"
"fpt26"	"chemoheterotrophy"
"fpt27"	"anaerobic_chemoheterotrophy"
