"ID"	"Function"
"njc1"	"[R,R]-2,3-Butanediol ([R,R]-Butanediol, [S,S]-2,3-Butanediol, [S,S]-Butanediol) -- Production"
"njc2"	"1,2-Ethanediol (Ethylene glycol) -- Production"
"njc3"	"1,2-propanediol (Propene diol, Propylene glycol, [R]-1,2-propanediol, [R]-propane-1,2-diol, [S]-1,2-propanediol, [S]-propane-1,2-diol) -- Production"
"njc4"	"2-Oxobutyrate (Alpha-ketobutyrate, 2-Oxobutanoate) -- Consumption"
"njc5"	"4-Aminobutyrate (GABA) -- Production"
"njc6"	"5-Aminovalerate -- Production"
"njc7"	"7-Oxodeoxycholic acid -- Production"
"njc8"	"7-Oxolithocholic acid -- Production"
"njc9"	"Acetate -- Consumption"
"njc10"	"Acetate -- Production"
"njc11"	"Acetoin (3-hydroxybutanone, acetyl methyl carbinol, [R]-Acetoin) -- Production"
"njc12"	"Acetone -- Production"
"njc13"	"Adenine -- Consumption"
"njc14"	"Adenosylcobalamin (Vitamin B12, Cobamide coenzyme, Cob[II]alamin, Vitamin B12r, Cob[I]alamin, Vitamin B12s, Aquacobalamin, Cobalamin [III]) -- Consumption"
"njc15"	"Adenosylcobalamin (Vitamin B12, Cobamide coenzyme, Cob[II]alamin, Vitamin B12r, Cob[I]alamin, Vitamin B12s, Aquacobalamin, Cobalamin [III]) -- Production"
"njc16"	"alpha-Linolenic acid (Omega-3 fatty acid, eicosapentaenoic acid) -- Consumption"
"njc17"	"Arabinan -- Macromolecule"
"njc18"	"Arabinogalactan -- Macromolecule"
"njc19"	"beta-Muricholic acid -- Production"
"njc20"	"Biotin (Vitamin B7) -- Consumption"
"njc21"	"Biotin (Vitamin B7) -- Production"
"njc22"	"Butylamine -- Production"
"njc23"	"Butyrate -- Production"
"njc24"	"Cadaverine -- Production"
"njc25"	"Cellobiose -- Consumption"
"njc26"	"Cellulose (Beta-D-glucan) -- Macromolecule"
"njc27"	"Chenodeoxycholic acid (Chenodeoxycholate) -- Consumption"
"njc28"	"Chenodeoxycholic acid (Chenodeoxycholate) -- Production"
"njc29"	"Cholic acid (Cholate) -- Consumption"
"njc30"	"Cholic acid (Cholate) -- Production"
"njc31"	"Choline -- Consumption"
"njc32"	"Chondroitin 4-sulfate (Chondroitin 6-sulfate) -- Macromolecule"
"njc33"	"Citrate -- Consumption"
"njc34"	"CO2 -- Consumption"
"njc35"	"CO2 -- Production"
"njc36"	"D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose) -- Consumption"
"njc37"	"D-Fructose (Fructose) -- Consumption"
"njc38"	"D-Fructuronate -- Consumption"
"njc39"	"D-Galactose -- Consumption"
"njc40"	"D-Galacturonate -- Consumption"
"njc41"	"D-Gluconate (D-Gluconic acid, Gluconate) -- Consumption"
"njc42"	"D-Glucosamine (Glucosamine) -- Consumption"
"njc43"	"D-Glucose (Glucose) -- Consumption"
"njc44"	"D-Glucuronic acid (D-Glucuronate) -- Consumption"
"njc45"	"D-Lyxose (L-Lyxose) -- Consumption"
"njc46"	"D-Mannitol (Mannitol) -- Consumption"
"njc47"	"D-Mannose (Mannose) -- Consumption"
"njc48"	"D-Psicose -- Consumption"
"njc49"	"D-Ribose (Ribose) -- Consumption"
"njc50"	"D-Sorbitol (D-Glucitol, Sorbitol, Glucitol, L-Sorbitol, Sorbitol) -- Consumption"
"njc51"	"D-Tagatose -- Consumption"
"njc52"	"D-Tagaturonate -- Consumption"
"njc53"	"D-Turanose -- Consumption"
"njc54"	"D-Xylose (Xylose) -- Consumption"
"njc55"	"Deoxycholic acid -- Production"
"njc56"	"Dextrin (Maltotriose, Maltodextrin, Maltohexaose, Maltotetraose, Maltooligosaccharide) -- Consumption"
"njc57"	"Dimethylamine -- Production"
"njc58"	"Ethanol -- Production"
"njc59"	"Folic acid (Folate, Vitamin B9) -- Consumption"
"njc60"	"Folic acid (Folate, Vitamin B9) -- Production"
"njc61"	"Formaldehyde -- Production"
"njc62"	"Formate -- Consumption"
"njc63"	"Formate -- Production"
"njc64"	"FOS (Fructooligosaccharide) -- Consumption"
"njc65"	"Fructan (Inulin, Levan) -- Macromolecule"
"njc66"	"Fumarate -- Consumption"
"njc67"	"Fumarate -- Production"
"njc68"	"Galactan -- Macromolecule"
"njc69"	"Glycerol -- Consumption"
"njc70"	"Glycochenodeoxycholate -- Consumption"
"njc71"	"Glycocholate -- Consumption"
"njc72"	"Glycodeoxycholate -- Consumption"
"njc73"	"Glycolithocholate -- Consumption"
"njc74"	"Guanine -- Consumption"
"njc75"	"H2 (Hydrogen) -- Consumption"
"njc76"	"H2 (Hydrogen) -- Production"
"njc77"	"H2O2 -- Production"
"njc78"	"H2S (HS-) -- Production"
"njc79"	"Hemicellulose, not specified -- Macromolecule"
"njc80"	"Hippurate -- Consumption"
"njc81"	"Histamine -- Production"
"njc82"	"Hyaluronan (Hyaluronate, Hyaluronic acid) -- Macromolecule"
"njc83"	"Indole-3-acetate (Indoleacetate) -- Production"
"njc84"	"Indole -- Production"
"njc85"	"Inosine -- Consumption"
"njc86"	"Isobutyrate (2-Methylpropanoic acid) -- Consumption"
"njc87"	"Isobutyrate (2-Methylpropanoic acid) -- Production"
"njc88"	"Isovalerate (3-Methylbutanoic acid) -- Consumption"
"njc89"	"Isovalerate (3-Methylbutanoic acid) -- Production"
"njc90"	"L-Alanine (D-Alanine, Alanine) -- Consumption"
"njc91"	"L-Arabitol (L-Arabinitol, D-Arabitol) -- Consumption"
"njc92"	"L-Arginine (Arginine) -- Consumption"
"njc93"	"L-Aspartate (Aspartate, D-Aspartate) -- Consumption"
"njc94"	"L-Cysteine (Cysteine, D-Cysteine) -- Consumption"
"njc95"	"L-Fucose -- Consumption"
"njc96"	"L-Glutamate (L-Glutamic acid, Glutamate, D-Glutamate) -- Consumption"
"njc97"	"L-Glycine (Glycine) -- Consumption"
"njc98"	"L-Histidine (Histidine) -- Consumption"
"njc99"	"L-Idonate -- Consumption"
"njc100"	"L-Isoleucine (Isoleucine) -- Consumption"
"njc101"	"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate) -- Consumption"
"njc102"	"L-Lactate ([S]-Lactate, Lactate, D-Lactate, [R]-Lactate) -- Production"
"njc103"	"L-Leucine (Leucine) -- Consumption"
"njc104"	"L-Malate ([S]-Malate, L-Malic acid, Malate, D-Malate, [R]-Malate) -- Consumption"
"njc105"	"L-Methionine (D-Methionine) -- Consumption"
"njc106"	"L-Ornithine (Ornithine) -- Production"
"njc107"	"L-Phenylalanine (Phenylalanine, D-Phenylalanine) -- Consumption"
"njc108"	"L-Proline (Proline, D-Proline) -- Consumption"
"njc109"	"L-Rhamnose (Rhamnose, D-Rhamnose) -- Consumption"
"njc110"	"L-Serine (Serine, D-Serine) -- Consumption"
"njc111"	"L-Threonine (Threonine) -- Consumption"
"njc112"	"L-Threonine (Threonine) -- Production"
"njc113"	"L-Tryptophan (Tryptophan) -- Consumption"
"njc114"	"L-Tyrosine (Tyrosine) -- Consumption"
"njc115"	"L-Valine (Valine, D-Valine) -- Consumption"
"njc116"	"Lactose -- Consumption"
