"Taxa"	"buddy_16"	"buddy_17"	"ivy_17"	"padme_17"	"buddy_18"	"ginger_18"	"ivy_18"	"franc_19"	"ivy_19"	"ginger_20"	"buddy_21"	"joans_21"	"franc_22"	"grogu_22"	"henry_22"	"joans_22"	"marshmallow_22"	"franc_24"	"ginger_24"	"henry_24"	"ivy_24"	"marshmallow_24"	"henry_25"	"ophelia_43"	"goose_44"	"iris_44"	"jarjarbinks_44"	"lambchop_44"	"hamlet_45"	"hera_45"	"jarjarbinks_45"	"korra_45"	"ophelia_45"	"goose_46"	"hamlet_46"	"iris_46"	"lambchop_46"	"hamlet_48"	"hera_48"	"iris_48"	"jarjarbinks_48"	"korra_48"	"kubo_48"	"lambchop_48"	"ophelia_48"	"wolverine_48"	"iris_49"	"jarjarbinks_49"	"kubo_49"	"ophelia_49"	"wolverine_49"	"jarjarbinks_50"	"korra_50"	"kubo_50"	"lambchop_50"	"ophelia_50"	"wolverine_50"	"lambchop_51"	"goose_52"	"jarjarbinks_52"	"kubo_52"	"hera_53"	"kubo_53"	"iris_55"	"lambchop_55"	"ophelia_55"
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales"	0.572	0.156222222222222	0.338666666666667	0.00288888888888889	0.00533333333333333	0.179111111111111	0.383111111111111	0.214666666666667	0.180444444444444	0.260888888888889	0.185333333333333	0.134666666666667	0.266222222222222	0.0446666666666667	0.256	0.205111111111111	0.122444444444444	0.299333333333333	0.298	0.210444444444444	0.149111111111111	0.0544444444444444	0.244666666666667	0.138222222222222	0.0346666666666667	0.297777777777778	0.501777777777778	0.286444444444444	0.531333333333333	0.459333333333333	0.0677777777777778	0.435555555555556	0.168222222222222	0.345333333333333	0.390222222222222	0.356666666666667	0.378	0.304	0.274666666666667	0.239777777777778	0.146	0.218666666666667	0.314888888888889	0.117111111111111	0.415555555555556	0.197777777777778	0.152888888888889	0.168666666666667	0.244888888888889	0.426666666666667	0.186222222222222	0.137777777777778	0.290222222222222	0.212444444444444	0.259111111111111	0.0702222222222222	0.0608888888888889	0.207333333333333	0.167111111111111	0.142888888888889	0.261111111111111	0.0982222222222222	0.18	0.146888888888889	0.567555555555556	0.155333333333333
"k__Bacteria|p__Bacillota|c__Negativicutes|o__Selenomonadales"	0.0184444444444444	0.150222222222222	0.126888888888889	0.000222222222222222	0.241555555555556	0.274666666666667	0.11	0.199333333333333	0.154444444444444	0.140444444444444	0.198222222222222	0.409555555555556	0.186222222222222	0.0151111111111111	0.102666666666667	0.293333333333333	0.220222222222222	0.183333333333333	0.191111111111111	0.189555555555556	0.157888888888889	0.0282222222222222	0.187777777777778	0.252666666666667	0.204444444444444	0.274666666666667	0.0111111111111111	0.209777777777778	0.104444444444444	0.102444444444444	0.0944444444444444	0.123555555555556	0.309555555555556	0.0493333333333333	0.161333333333333	0.184666666666667	0.294222222222222	0.125555555555556	0.118444444444444	0.241333333333333	0.109777777777778	0.172222222222222	0.187555555555556	0.217555555555556	0.0851111111111111	0.296	0.237555555555556	0.0931111111111111	0.214222222222222	0.0555555555555556	0.268222222222222	0.101333333333333	0.174666666666667	0.156444444444444	0.302222222222222	0.0235555555555556	0.393111111111111	0.324666666666667	0.212444444444444	0.12	0.0908888888888889	0.222888888888889	0.159333333333333	0.254444444444444	0.166222222222222	0.181111111111111
"k__Bacteria|p__Bacillota|c__Negativicutes|o__Acidaminococcales"	0.016	0.195111111111111	0.129777777777778	0.000444444444444444	0.0344444444444444	0.236666666666667	0.159333333333333	0.182	0.229111111111111	0.368444444444444	0.159777777777778	0.121555555555556	0.152444444444444	0.104	0.287111111111111	0.122666666666667	0.178666666666667	0.152	0.304222222222222	0.189111111111111	0.216555555555556	0.201111111111111	0.0942222222222222	0.186222222222222	0.119333333333333	0.115777777777778	0.0202222222222222	0.303333333333333	0.132444444444444	0.139777777777778	0.0471111111111111	0.0793333333333333	0.142666666666667	0.228222222222222	0.157111111111111	0.163555555555556	0.143777777777778	0.246666666666667	0.258	0.166888888888889	0.165777777777778	0.126444444444444	0.258444444444444	0.169555555555556	0.230888888888889	0.0817777777777778	0.152222222222222	0.173111111111111	0.261333333333333	0.238888888888889	0.179555555555556	0.19	0.302222222222222	0.289333333333333	0.204	0.0553333333333333	0.0951111111111111	0.124444444444444	0.160444444444444	0.279777777777778	0.145111111111111	0.327333333333333	0.278222222222222	0.197555555555556	0.103777777777778	0.172888888888889
"k__Bacteria|p__Bacillota|c__Negativicutes|o__Veillonellales"	0.0437777777777778	0.163111111111111	0.129555555555556	0.000444444444444444	0.000222222222222222	0.132222222222222	0.0513333333333333	0.156	0.116222222222222	0.103555555555556	0.068	0.000222222222222222	0.160444444444444	0.0113333333333333	0.119333333333333	0.0826666666666667	0.146	0.124222222222222	0.113333333333333	0.161777777777778	0.147	0.0262222222222222	0.0753333333333333	0.0406666666666667	0.377555555555556	0.109111111111111	0.0157777777777778	0.0615555555555556	0.0535555555555556	0.0695555555555556	0.0137777777777778	0.119777777777778	0.0404444444444444	0.0962222222222222	0.104444444444444	0.106888888888889	0.0531111111111111	0.107333333333333	0.0962222222222222	0.169555555555556	0.106444444444444	0.182444444444444	0.074	0.318666666666667	0.04	0.0868888888888889	0.305111111111111	0.168222222222222	0.113777777777778	0.04	0.0995555555555555	0.362444444444444	0.114	0.150444444444444	0.112888888888889	0.00755555555555556	0.0991111111111111	0.273333333333333	0.244222222222222	0.256222222222222	0.0622222222222222	0.0906666666666667	0.138444444444444	0.183777777777778	0.0724444444444445	0.0235555555555556
"k__Bacteria|p__Bacillota|c__Clostridia|o__Lachnospirales"	0.0108888888888889	0.0528888888888889	0.113333333333333	0.00155555555555556	0.0115555555555556	0.0368888888888889	0.068	0.123111111111111	0.140444444444444	0.0684444444444444	0.0346666666666667	0.0431111111111111	0.164	0.0222222222222222	0.086	0.105777777777778	0.0613333333333333	0.128666666666667	0.0673333333333333	0.0722222222222222	0.158333333333333	0.0786666666666667	0.0417777777777778	0.178888888888889	0.148444444444444	0.119333333333333	0.012	0.056	0.0548888888888889	0.0955555555555556	0.098	0.092	0.141555555555556	0.0937777777777778	0.0868888888888889	0.100444444444444	0.0191111111111111	0.157555555555556	0.173555555555556	0.124	0.114888888888889	0.107111111111111	0.0822222222222222	0.0584444444444444	0.0922222222222222	0.0728888888888889	0.106	0.282444444444444	0.0804444444444444	0.105777777777778	0.103111111111111	0.109555555555556	0.0708888888888889	0.110222222222222	0.0324444444444444	0.0233333333333333	0.0373333333333333	0.0204444444444444	0.0777777777777778	0.148666666666667	0.1	0.135555555555556	0.138	0.152666666666667	0.0211111111111111	0.116222222222222
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales"	0	0.046	0.116666666666667	0.977555555555556	0.0702222222222222	0	0.000222222222222222	0.0837777777777778	0.000444444444444444	0.00155555555555556	0	0.000444444444444444	0.0142222222222222	0.000222222222222222	0.103777777777778	0.137111111111111	0	0.0415555555555556	0	0.114666666666667	0.000333333333333333	0	0.28	0.125111111111111	0.0248888888888889	0.000444444444444444	0.00644444444444444	0.00155555555555556	0.00222222222222222	0.00733333333333333	0.645777777777778	0.0964444444444444	0.122444444444444	0.000444444444444444	0.0115555555555556	0.0297777777777778	0.00266666666666667	0.002	0.0213333333333333	0	0.266	0.148666666666667	0	0.002	0.046	0.202222222222222	0.000222222222222222	0.0408888888888889	0.000222222222222222	0.0591111111111111	0.0675555555555555	0.0211111111111111	0.0175555555555556	0.00511111111111111	0.004	0.796888888888889	0.262666666666667	0.000222222222222222	0.000222222222222222	0.00666666666666667	0.300888888888889	0.0122222222222222	0.0111111111111111	0	0.0122222222222222	0.277777777777778
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Aeromonadales"	0.00266666666666667	0.0353333333333333	0.00511111111111111	0.000222222222222222	0.608	0.0146666666666667	0.0213333333333333	0.00266666666666667	0.0202222222222222	0.0146666666666667	0.107555555555556	0.242666666666667	0.00666666666666667	0.800444444444444	0.00733333333333333	0.00333333333333333	0.250666666666667	0.00577777777777778	0.00577777777777778	0.008	0.0195555555555556	0.604888888888889	0.00244444444444444	0.0124444444444444	0.0551111111111111	0.00644444444444444	0.214888888888889	0.0395555555555556	0.004	0.00488888888888889	0.00377777777777778	0.00111111111111111	0.0131111111111111	0.0957777777777778	0.00644444444444444	0.00711111111111111	0.0271111111111111	0.004	0.006	0.00911111111111111	0.0455555555555556	0.000666666666666667	0.0211111111111111	0.0957777777777778	0.00933333333333333	0.00333333333333333	0.00266666666666667	0.0362222222222222	0.012	0.0108888888888889	0.0108888888888889	0.0366666666666667	0.00377777777777778	0.0108888888888889	0.0364444444444444	0.00155555555555556	0.004	0.0162222222222222	0.105555555555556	0.0133333333333333	0.00511111111111111	0.006	0.0133333333333333	0.00488888888888889	0.0142222222222222	0.0108888888888889
"k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Burkholderiales"	0.130222222222222	0.0404444444444444	0.0204444444444444	0	0.0235555555555556	0.0606666666666667	0.0215555555555556	0.0126666666666667	0.0157777777777778	0.01	0.0226666666666667	0.0282222222222222	0.0277777777777778	0.00111111111111111	0.02	0.00688888888888889	0.014	0.0366666666666667	0.0148888888888889	0.0282222222222222	0.0165555555555556	0.000666666666666667	0.0404444444444444	0.0193333333333333	0.0108888888888889	0.0231111111111111	0.151333333333333	0.0113333333333333	0.0415555555555556	0.0153333333333333	0.00511111111111111	0.0353333333333333	0.0224444444444444	0.06	0.0455555555555556	0.0204444444444444	0.046	0.012	0.0122222222222222	0.0164444444444444	0.0293333333333333	0.0204444444444444	0.0153333333333333	0.0184444444444444	0.014	0.0235555555555556	0.0191111111111111	0.0231111111111111	0.0293333333333333	0.0188888888888889	0.0426666666666667	0.032	0.022	0.0248888888888889	0.0242222222222222	0.00155555555555556	0.0286666666666667	0.0193333333333333	0.0266666666666667	0.0168888888888889	0.0193333333333333	0.00955555555555555	0.00911111111111111	0.0193333333333333	0.0262222222222222	0.0124444444444444
"k__Bacteria|p__Fusobacteriota|c__Fusobacteriia|o__Fusobacteriales"	0	0.145333333333333	0.000888888888888889	0.000222222222222222	0.000444444444444444	0.00577777777777778	0.0868888888888889	0.00466666666666667	0.0495555555555556	0.014	0.204222222222222	0.00977777777777778	0.00266666666666667	0	0.01	0.0213333333333333	0	0.00444444444444444	0.00355555555555556	0.00866666666666667	0.0745555555555556	0	0.00688888888888889	0.00666666666666667	0.000222222222222222	0.0284444444444444	0	0.0235555555555556	0.00933333333333333	0.0157777777777778	0.00133333333333333	0	0.00511111111111111	0.0142222222222222	0.00111111111111111	0.018	0.0286666666666667	0.00177777777777778	0.000666666666666667	0.012	0.00155555555555556	0	0.0282222222222222	0.000222222222222222	0.00666666666666667	0.00488888888888889	0.004	0.000222222222222222	0.00422222222222222	0.000666666666666667	0.00955555555555555	0	0	0.00355555555555556	0.00555555555555556	0.000666666666666667	0.00688888888888889	0.00288888888888889	0	0	0.000666666666666667	0.00933333333333333	0.0142222222222222	0.012	0.00555555555555556	0.00577777777777778
"k__Bacteria|p__Bacillota|c__Clostridia|o__Eubacteriales"	0.000444444444444444	0.00733333333333333	0.0128888888888889	0.000888888888888889	0.00133333333333333	0.0157777777777778	0.0186666666666667	0.0168888888888889	0.0248888888888889	0.00444444444444444	0.00511111111111111	0.00622222222222222	0.0168888888888889	0.000666666666666667	0.002	0.0182222222222222	0.00511111111111111	0.0215555555555556	0.000222222222222222	0.00244444444444444	0.0347777777777778	0.004	0.00244444444444444	0.0355555555555556	0.00311111111111111	0.014	0.00111111111111111	0.000666666666666667	0.0175555555555556	0.0231111111111111	0.0195555555555556	0.00622222222222222	0.0264444444444444	0.00288888888888889	0.0204444444444444	0.0104444444444444	0.00133333333333333	0.034	0.0355555555555556	0.0191111111111111	0.0133333333333333	0.0102222222222222	0.0168888888888889	0.000888888888888889	0.0424444444444444	0.0188888888888889	0.0162222222222222	0.012	0.0328888888888889	0.0384444444444444	0.0228888888888889	0.006	0.00377777777777778	0.0204444444444444	0.00111111111111111	0.0133333333333333	0.00822222222222222	0.000666666666666667	0.00155555555555556	0.0113333333333333	0.0124444444444444	0.024	0.0311111111111111	0.0257777777777778	0.000666666666666667	0.0268888888888889
