"ID"	"buddy_16"	"buddy_17"	"ivy_17"	"padme_17"	"buddy_18"	"ginger_18"	"ivy_18"	"franc_19"	"ivy_19"	"ginger_20"	"buddy_21"	"joans_21"	"franc_22"	"grogu_22"	"henry_22"	"joans_22"	"marshmallow_22"	"franc_24"	"ginger_24"	"henry_24"	"ivy_24"	"marshmallow_24"	"henry_25"	"ophelia_43"	"goose_44"	"iris_44"	"jarjarbinks_44"	"lambchop_44"	"hamlet_45"	"hera_45"	"jarjarbinks_45"	"korra_45"	"ophelia_45"	"goose_46"	"hamlet_46"	"iris_46"	"lambchop_46"	"hamlet_48"	"hera_48"	"iris_48"	"jarjarbinks_48"	"korra_48"	"kubo_48"	"lambchop_48"	"ophelia_48"	"wolverine_48"	"iris_49"	"jarjarbinks_49"	"kubo_49"	"ophelia_49"	"wolverine_49"	"jarjarbinks_50"	"korra_50"	"kubo_50"	"lambchop_50"	"ophelia_50"	"wolverine_50"	"lambchop_51"	"goose_52"	"jarjarbinks_52"	"kubo_52"	"hera_53"	"kubo_53"	"iris_55"	"lambchop_55"	"ophelia_55"
"txid53443"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	2	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1
"txid2779518"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
"txid1121114"	0	0	1	0	0	0	1	0	1	2	0	1	3	0	0	0	0	0	0	0	9	1	0	0	0	1	0	0	0	1	0	0	3	0	0	2	1	0	0	4	0	1	3	1	2	0	0	4	0	2	0	2	0	2	1	0	0	0	0	1	1	0	1	0	0	1
"txid1796616"	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	1	2	0	1	1	1	0	0	1	1	1	0	2	1	1	3	0	0	0	2	0	0	3	0	1	0	0	1	1	2	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	1
"txid180164"	0	0	1	0	0	0	0	0	0	2	0	2	0	0	0	0	0	3	0	3	6	0	0	4	4	1	0	0	0	0	2	2	4	0	0	0	0	1	1	0	0	3	0	0	1	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	3
"txid871664"	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid45851"	0	1	0	0	0	0	1	2	1	0	0	1	4	2	1	0	0	2	1	0	16	4	0	1	2	1	1	1	1	1	3	1	3	2	0	2	0	1	0	2	0	0	2	1	3	1	0	6	1	3	2	2	0	1	0	0	0	0	1	1	1	0	1	0	0	6
"txid831"	0	1	1	0	0	0	1	0	4	0	0	1	3	0	1	1	0	1	0	2	21	2	0	0	1	4	0	1	1	2	1	1	2	2	0	3	0	1	0	2	1	1	2	0	3	0	0	7	1	1	2	1	1	4	1	0	0	0	0	2	1	0	3	2	1	1
"txid185008"	0	2	1	0	0	0	0	4	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	4	0	4	0	0	1	0	2	3	6	0	0	1	0	1	1	2	0	1	0	0	0	4	8	0	1	1	0	0	1	1	0	1	1	0	0	2	2	2	5	3	0	0
"txid43305"	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	4	1	0	0	4	1	0	2	1	3	0	0	2	0	0	1	1	0	1	4	0	0	1	0	0	0	0	5	0	0	2	2	0	4	1	0	1	0	0	0	0	0	0	0	1	1
"txid673271"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	5	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	3
"txid33043"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid1796618"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"txid2850323"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid2850322"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid1432052"	0	0	1	0	0	0	0	4	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	6	1	0	0	0	3	0	0	4	5	0	0	1	6	0	0	0	0	0	3	0	0	0	1	7	0	0	0	0	0	0	3	8	8	0	0	0
"txid208479"	1	9	20	0	16	5	1	24	9	4	7	17	24	0	12	12	12	23	20	16	27	0	11	35	19	34	2	0	33	29	17	24	44	16	25	22	0	49	43	32	30	30	31	3	35	20	46	23	64	59	30	20	13	59	0	10	10	0	8	35	26	47	63	45	0	29
"txid358743"	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	3	0	0	0	2	0	1	0	1	1	1	0	0	0	0	2	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	2	1	1	0	1
"txid1531"	0	0	2	0	0	0	0	0	1	0	0	0	3	0	1	1	1	3	0	0	4	0	0	4	3	6	0	0	2	4	3	2	5	2	5	3	0	6	3	5	3	1	6	0	7	1	9	4	5	9	5	4	2	10	0	1	2	0	1	3	3	0	9	3	0	3
"txid1917870"	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	1	2	0	1	1	0	1	0	0	1	0	2	0	0	0	1	1	0	2	0	1	0	4	0	0	0	0	0	1	0	0	2	0	0	1
"txid460384"	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"txid2788944"	0	4	22	0	0	0	0	19	0	0	1	0	17	0	0	1	0	25	0	0	0	2	0	31	0	11	0	0	3	0	17	4	16	0	2	2	0	1	6	13	2	1	5	0	7	2	2	1	1	5	1	2	0	2	0	2	1	0	0	0	5	3	1	13	0	10
"txid39482"	0	5	31	0	0	0	0	30	0	0	1	0	14	2	0	2	0	32	0	0	0	1	0	48	0	10	0	0	1	1	17	2	16	1	2	3	0	4	5	11	4	4	2	0	2	2	1	1	1	5	0	0	0	0	0	4	1	0	0	1	5	1	4	26	0	15
"txid2726362"	0	1	3	0	0	0	0	3	0	0	0	0	5	1	0	1	0	4	0	0	0	1	0	9	0	4	0	0	0	0	3	0	4	0	0	1	0	1	1	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	4
"txid1544"	0	1	3	0	0	0	0	6	0	0	0	0	10	1	0	1	0	5	0	0	1	1	0	9	0	3	0	0	0	0	8	0	7	1	0	3	0	1	1	1	1	0	1	0	2	0	0	2	0	1	0	0	0	0	0	2	0	0	0	0	2	0	1	7	0	8
"txid1912855"	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	1	1	0	0	0	1	1	0	2	0	1	1	0	0	0	2	0	0	2	0	1	0	0	1	0	2	1	0	0	3	0	0	0	0	0	1	0	0	1	0	0	2
"txid1150298"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"txid1912090"	0	0	1	0	0	1	4	1	3	1	0	0	2	0	1	0	0	1	0	1	7	2	0	1	0	2	0	1	0	1	0	1	1	0	0	2	1	0	0	1	0	0	1	0	1	2	2	4	0	1	0	1	1	0	1	0	0	0	0	0	0	2	1	1	1	1
"txid2885351"	0	1	1	0	0	0	3	1	2	1	1	2	7	1	0	1	0	2	0	0	17	4	0	5	4	7	0	0	0	5	4	2	10	4	0	4	2	3	1	3	1	1	9	2	8	2	1	10	5	11	2	4	1	12	0	1	2	0	1	1	2	2	6	4	0	7
"txid1096246"	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	5	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1
"txid154046"	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	5	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	2	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"txid2763671"	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	1	2	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1
"txid1469948"	0	1	0	0	1	1	5	3	9	4	0	0	5	1	1	1	2	3	0	2	10	2	3	1	2	2	0	3	0	1	0	1	3	3	0	3	1	2	2	2	1	1	2	1	2	2	2	9	1	1	2	1	1	1	1	0	1	0	1	1	0	2	3	2	1	1
"txid29364"	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	2	1	1	1	0	0	1	2	1	3	1	1	0	3	6	0	1	0	2	0	1	0	0	1	0	3	2	0	0	2	1	0	0
"txid1926283"	0	0	0	0	0	1	2	0	8	3	0	1	1	1	0	0	0	2	0	2	18	2	1	2	1	3	0	0	1	2	2	0	1	0	2	1	0	2	4	0	0	0	3	1	1	1	2	2	2	3	1	0	1	0	0	1	0	0	0	1	0	2	6	2	0	3
"txid1871021"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid1852382"	0	4	2	0	4	1	2	2	0	0	1	4	3	0	4	0	2	1	3	1	12	0	2	2	6	10	0	0	4	4	2	3	5	2	4	2	0	5	3	8	2	6	7	0	4	4	3	4	8	2	6	0	1	7	0	0	3	0	3	7	2	4	8	3	0	6
"txid36832"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
"txid94868"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
"txid253257"	0	1	2	0	0	0	1	2	4	0	0	0	6	0	0	1	0	4	0	2	24	2	0	1	2	8	0	0	1	7	2	2	8	2	3	4	0	5	4	4	0	1	5	0	9	1	4	5	10	13	6	4	1	9	0	2	0	0	1	3	3	3	9	2	0	6
"txid1286362"	0	5	4	0	0	10	45	6	70	14	2	0	6	2	11	11	0	13	7	8	92	12	5	26	3	12	0	0	8	14	6	4	11	5	11	8	1	25	40	7	6	4	13	1	14	9	9	6	27	17	8	1	3	19	0	10	3	0	1	2	4	34	38	17	0	11
"txid69825"	0	0	2	0	0	2	9	0	10	3	1	1	3	1	1	4	0	3	1	0	40	5	0	4	4	5	0	0	1	7	4	0	6	1	2	1	0	3	9	7	2	1	13	0	10	2	1	6	6	11	4	1	0	5	0	0	2	0	0	1	0	2	12	4	0	6
"txid84030"	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	8	1	0	1	0	1	0	1	0	1	2	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	1	0	4	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	2
"txid29370"	0	1	0	0	0	2	6	0	7	1	1	0	1	0	0	2	0	3	0	3	35	5	1	3	0	3	0	0	1	9	2	1	3	0	3	2	0	2	6	3	1	1	10	1	4	1	1	5	6	4	0	1	2	6	0	0	1	0	0	1	2	2	13	3	0	4
"txid384636"	0	0	0	0	0	0	1	0	3	0	0	2	2	1	0	0	0	0	0	0	12	2	0	0	0	3	0	0	1	3	0	0	4	2	1	1	1	1	1	3	0	1	1	0	3	1	1	1	0	3	2	1	0	2	1	0	1	0	0	0	0	0	2	1	0	2
"txid29375"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
"txid168384"	0	0	0	0	0	0	4	0	6	1	1	0	2	0	0	3	3	2	2	4	8	3	3	2	4	2	0	2	0	3	0	6	3	7	1	4	0	7	5	3	3	2	2	2	0	1	5	9	1	6	2	5	1	2	0	2	2	0	6	4	2	2	5	3	0	1
"txid1298596"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid411470"	0	35	4	5	1	0	1	19	3	0	5	5	7	0	0	140	0	33	0	0	25	0	0	81	1	3	0	4	9	16	59	1	61	0	5	4	8	23	24	10	0	0	6	0	17	2	4	0	7	6	3	0	0	3	3	7	3	10	0	0	2	13	13	7	9	21
"txid471875"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"txid33039"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid1653435"	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid1337051"	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	2	0	1	0	2	1	0	0	0	0	0	0	2	0	2	0	0	3	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	2	0	1
"txid796944"	3	6	13	0	0	4	3	8	9	13	3	4	43	1	10	8	11	11	5	16	49	18	5	6	31	18	1	18	5	19	8	21	20	23	9	27	5	17	16	29	22	12	14	19	18	7	28	94	6	21	31	29	11	25	3	1	5	1	21	14	15	7	15	11	2	20
"txid796943"	7	59	166	1	3	55	37	143	99	81	38	13	199	20	147	53	112	104	125	112	183	101	57	101	188	110	13	79	63	84	29	135	70	152	131	130	17	159	168	144	200	90	64	91	77	99	135	398	73	91	128	164	124	111	27	15	44	20	119	246	130	159	118	162	19	86
"txid237576"	31	48	137	1	4	34	69	133	165	65	50	12	173	20	90	117	80	106	65	73	198	84	35	79	197	93	22	104	64	123	30	110	63	113	110	101	25	258	268	128	149	79	69	79	55	92	145	347	68	75	143	122	94	101	31	9	45	34	140	198	117	160	132	150	27	61
"txid2606632"	1	1	2	0	0	0	0	2	1	6	1	0	8	1	2	1	4	7	4	1	7	7	1	0	9	4	0	4	1	3	1	4	3	2	2	9	1	3	3	6	4	1	3	5	2	2	6	31	1	2	11	16	3	3	0	0	2	0	8	6	3	1	3	2	0	3
"txid2763669"	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0	0	2	1	0	3	2	0	0	2	0	0	1	0	0	1	0	1	1	0	1	0	0	1	2	1	0	1	1	2	0	1	6	1	1	3	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0
"txid301302"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	2	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid622312"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid2605790"	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	3	0	0	3	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0
"txid84037"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
"txid2606635"	0	2	3	0	3	2	21	5	27	10	3	2	10	1	10	1	0	7	3	4	24	3	7	4	2	8	0	2	1	1	6	0	6	3	1	9	2	3	5	8	0	1	3	1	5	2	3	12	2	2	3	3	2	4	1	0	1	2	1	4	2	3	8	8	4	5
"txid2763667"	2	16	43	0	18	7	57	92	109	28	14	24	72	20	43	19	27	56	15	31	289	42	31	86	50	55	12	4	8	25	38	29	42	30	11	46	5	45	35	51	42	39	27	24	38	29	33	135	17	53	23	59	31	33	5	13	12	5	19	70	64	96	54	68	15	52
"txid2654621"	72	878	584	2	155	1065	717	819	1031	1658	719	547	686	468	1292	552	804	684	1369	851	1949	905	424	838	537	521	91	1365	596	629	212	357	642	1027	707	736	647	1110	1161	751	746	569	1163	763	1039	368	685	779	1176	1075	808	855	1360	1302	918	249	428	560	722	1259	653	1473	1252	889	467	778
"txid742816"	43	607	454	1	1052	949	447	769	609	466	701	1545	506	50	369	939	719	621	696	673	978	68	633	1024	522	1001	23	485	358	248	302	375	928	131	552	627	735	418	386	878	355	567	563	566	258	1244	924	218	769	170	951	242	552	407	738	86	1553	1017	713	405	278	814	498	1041	600	565
"txid158847"	32	52	109	0	1	264	34	125	62	157	144	99	304	18	87	358	253	191	155	176	331	54	197	100	377	207	23	412	107	200	110	170	410	86	162	179	527	140	137	185	136	202	224	389	109	77	130	187	182	72	219	200	224	272	568	19	178	417	228	127	124	185	202	94	139	222
"txid491921"	8	17	8	0	34	23	13	3	23	9	47	199	28	0	6	23	19	13	9	4	112	5	15	13	21	28	4	47	5	13	13	11	55	5	12	25	62	7	10	23	3	6	57	24	16	11	14	14	13	8	37	14	10	25	54	1	36	27	15	8	7	4	17	10	9	28
"txid209880"	7	18	19	0	0	0	0	23	0	0	14	0	23	4	0	10	21	12	0	0	0	12	0	8	87	0	2	26	9	17	2	44	4	18	21	0	13	34	21	0	23	53	17	67	3	0	0	45	28	7	0	140	50	48	34	1	0	77	116	69	15	23	65	0	23	3
"txid156456"	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0
"txid1852378"	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	9	1	0	1	0	2	0	0	0	2	1	0	1	0	0	1	0	0	1	7	2	1	1	2	1	1	0	7	0	0	2	0	0	0	2	1	0	0	0	1	0	0
"txid1852379"	1	0	2	0	0	2	0	0	0	0	1	0	6	0	0	0	1	3	0	2	7	0	0	0	12	19	1	3	1	1	0	1	2	2	0	15	1	0	0	17	0	0	4	7	1	1	31	4	0	0	3	7	0	2	5	0	2	2	4	2	0	0	0	18	0	1
