"Taxa"	"ivy_17"	"korra_20"	"ophelia_20"	"kubo_21"	"franc_22"	"grogu_22"	"hamlet_23"	"franc_24"	"hera_24"	"ivy_24"	"kubo_24"	"ophelia_24"	"henry_25"	"kubo_25"	"ginger_44"	"iris_44"	"henry_45"	"korra_45"	"hamlet_46"	"joans_46"	"ginger_47"	"marshmallow_47"	"charles_48"	"grogu_48"	"henry_48"	"hera_48"	"kubo_48"	"kubo_49"	"franc_50"	"kubo_52"	"kubo_53"	"marshmallow_53"	"ginger_55"	"ophelia_55"	"buddy_56"
"Metabolism|Global and overview maps|Metabolic pathways"	0.14501807619868	0.142798295901801	0.141184461393074	0.145647289159652	0.15058106801282	0.151562563942414	0.148610976895568	0.148119940905344	0.15041399067619	0.147951779591277	0.145873414786493	0.14667178214067	0.143098955232003	0.149048417174398	0.154508092234201	0.147270246685461	0.154282889741539	0.145696262285583	0.149132830257405	0.152163908262158	0.151817950977826	0.142795799637176	0.141291709756112	0.149553094954819	0.151684892600169	0.146256596479402	0.149503613837922	0.147501896381439	0.154430706309654	0.141833144645087	0.145942624284064	0.153714743584017	0.153027843051884	0.139078795573401	0.142461079375711
"Metabolism|Global and overview maps|Biosynthesis of secondary metabolites"	0.0594748795815684	0.0584301234543355	0.0569039203844896	0.060745442078255	0.0641738291290875	0.0640105872689184	0.0604491278692539	0.0613366573272532	0.0628650769613203	0.0598846675985495	0.0611621210041675	0.0619168343431902	0.0582448450532848	0.0629550871310547	0.0666528584869398	0.061066063070053	0.066087014585378	0.0601673840453964	0.0622484338205894	0.0656957809290792	0.0655281017568562	0.0580668290348882	0.0551858069325094	0.0616608495993279	0.06387913274368	0.0598669807100703	0.0609927612590403	0.0606470774410344	0.0671611914578264	0.0574451526420419	0.0597087576746719	0.0643098617958555	0.0670675544430093	0.0567196830495721	0.0579390547131485
"Metabolism|Global and overview maps|Microbial metabolism in diverse environments"	0.0559533195661585	0.0551138647049837	0.0570259539836018	0.0532826094635227	0.053065606257851	0.0518430508687144	0.0526453895405911	0.0526753149702807	0.0531867671727081	0.0513320477604134	0.0543332396681966	0.0506767469239823	0.056066838059518	0.0510588487815534	0.0545373280466479	0.0497572453764154	0.0561060487742641	0.0545752689665176	0.0519631564076374	0.0522759416658741	0.0543108529152279	0.0565298385509261	0.053212591357314	0.0533170683059037	0.0550280632011593	0.0519845377916197	0.0493341993816849	0.051871325197589	0.0507871834915284	0.0561153114837891	0.0520613529350646	0.0535397538973031	0.0505807786519258	0.0539821058139999	0.0569455510823215
"Environmental Information Processing|Membrane transport|ABC transporters"	0.0511566773842675	0.0543722428040141	0.0535690630692227	0.0532646159070596	0.0485967078750115	0.0446713085650276	0.0506086522937461	0.0477688515934704	0.0485379911609174	0.0492970524556028	0.052508925956486	0.0540346232572828	0.0518565024290401	0.0501313091296821	0.0406679507446266	0.0480264770821482	0.0413270238230533	0.049632418538774	0.0494745499213058	0.048732981219688	0.0445359353739224	0.0522058895628809	0.0632035321364031	0.0455493473874138	0.0453393365818894	0.0545121501768394	0.048143988140273	0.0557398610565916	0.0402910328395288	0.0532738552081896	0.0579423395732705	0.0367123830240162	0.0462747578491658	0.0576565566884473	0.0521782706484315
"Metabolism|Global and overview maps|Biosynthesis of antibiotics"	0.0473153780363728	0.04546108200282	0.043759241922141	0.0482262387045858	0.0508737864778934	0.0513180714897783	0.0486673468190739	0.0489563919767435	0.0510274378428275	0.0487050757888755	0.0474717031817081	0.0490430098951306	0.0452822508853157	0.0499988222232202	0.0536021470128504	0.0490855494918583	0.0539519911191424	0.0476624845323904	0.0499756587741919	0.0516249656778227	0.0511616562116482	0.0453991221051506	0.0437795868372352	0.0511630968155585	0.0524209626857598	0.0481968678495779	0.0487025173727617	0.0490829571091808	0.0525087212431433	0.044856232654778	0.0481359045160902	0.0529432900449591	0.0517852705404781	0.0442968304793483	0.044291220353258
"Environmental Information Processing|Signal transduction|Two-component system"	0.0396736502803034	0.0424016514629739	0.0441121308227172	0.0443129513155362	0.0359130702446773	0.0390001658709993	0.0400404910468176	0.0428923902451204	0.0379419744495859	0.0456874610479998	0.038691225390742	0.0484044479776783	0.0417788353638126	0.0435125316888962	0.0296015915897685	0.0499366214330343	0.0278054947181012	0.0415694746638236	0.0410974931835259	0.0334510465401669	0.0310410329312571	0.0413364140781886	0.0496805434634292	0.0431127302329044	0.0334514884500348	0.0463638636891344	0.0470092584731535	0.0435277758998685	0.0345406811740833	0.0437233361441332	0.0448317650259144	0.0373052735472748	0.0345349746853734	0.0463148323930393	0.041034042935165
"Metabolism|Global and overview maps|Biosynthesis of amino acids"	0.0259321883696764	0.0247975390401607	0.02306209388287	0.0279653135712166	0.0306638046847259	0.0303701086143843	0.0286416233474521	0.0282454987135548	0.030453420233264	0.0282851274040355	0.0271645227537044	0.0294803856708367	0.0241427605388888	0.0301679139509684	0.0322268253664036	0.0292578886147217	0.0321605071324332	0.0267467934648561	0.0297488916770675	0.0318755182779466	0.0303359282417199	0.0240827856938688	0.0254882469847391	0.0301462660018467	0.0311556424778016	0.0281893936394806	0.029179474038476	0.0297796342883787	0.0319764165627472	0.0237422239420716	0.028932830292943	0.0309984417464138	0.0323048529674261	0.0241020482074545	0.0235767515419158
"Metabolism|Global and overview maps|Carbon metabolism"	0.025567741218731	0.0247400299874373	0.0242703635934286	0.026041561065723	0.0264407495362626	0.026711338247534	0.0261068479684551	0.0261211940847566	0.0268669329332577	0.0265027153766252	0.025227527690562	0.0263318088073965	0.024728887902658	0.0264326514195936	0.0275574446848337	0.0263625399416861	0.0279921180739463	0.0256011200669629	0.0262368555064551	0.0263874557178117	0.0262393794791609	0.0249192168194882	0.0246864132342476	0.0275539005605899	0.0275509350402186	0.0261355268292454	0.0259046071580357	0.026189416869258	0.0264902085142532	0.0247808723432582	0.0259357102192945	0.0277994659001437	0.0260220768479718	0.0239083115602316	0.0241881192047976
"Cellular Processes|Cellular community - prokaryotes|Quorum sensing"	0.0210944004329285	0.0223879521194297	0.0232150470531769	0.0239674890928787	0.0218913589229042	0.0200288648215152	0.0228017134517129	0.021312397705917	0.0210242565150573	0.0231956162225754	0.0226375310465185	0.0261024303509131	0.0215876246449121	0.0238304362256519	0.0187286604276483	0.0224921444470776	0.0183310407280287	0.0211266026138032	0.0226334258111539	0.0223821337645864	0.0201454680922663	0.0213343643256883	0.0236084786387389	0.0207058055443745	0.0197138498190656	0.0241526020612124	0.0225945275737116	0.0243335263908061	0.0196231445608562	0.0219469427419524	0.0251638353086365	0.0169248851433295	0.0222919783057813	0.025276245860167	0.0222498602661793
"Environmental Information Processing|Membrane transport|Phosphotransferase system (PTS)"	0.020222897043322	0.0224164372559513	0.021549371419109	0.0171307806422345	0.0177006258296367	0.0153034474560041	0.0185017215415551	0.0161192427624758	0.0153016852571729	0.0162582488948743	0.0218304942083147	0.0141204665171616	0.0223052344694645	0.0153178981667213	0.0162424811891808	0.0137355025533713	0.0157921615478557	0.0192557853471063	0.0152052982826901	0.0185001255943804	0.0199720314370569	0.0224128099911568	0.0193207236956155	0.0121019961185518	0.0153085012315722	0.0148914473618234	0.0146871743655361	0.0160691650832236	0.0167294276057578	0.0220578645194335	0.0169511863524166	0.0118958005954483	0.0184897179106924	0.0223791373825335	0.0230292509716082
