"Taxa"	"Hera_2"	"JarJarBinks_2"	"Lambchop_2"	"Goose_4"	"Buddy_16"	"Marshmallow_41"	"JarJarBinks_44"	"Hamlet_67"	"Grogu_70"
"Metabolism|Global and overview maps|Metabolic pathways"	0.15186897488006	0.149886880872648	0.151926788493784	0.143096619076139	0.153287167949356	0.149365208880762	0.150630793139158	0.15266548664462	0.145296196558127
"Metabolism|Global and overview maps|Biosynthesis of secondary metabolites"	0.0617570651325011	0.0611918853497752	0.0604522989378612	0.05917305959898	0.0645567713816868	0.0613087585345597	0.0617614974604651	0.060622443410648	0.0578790762653944
"Metabolism|Global and overview maps|Microbial metabolism in diverse environments"	0.0498850384624608	0.0467036533986583	0.0477501604126659	0.0526844738186307	0.0539883244729664	0.0474707206550113	0.0495608593124262	0.0458870533345327	0.0537925140534171
"Metabolism|Global and overview maps|Biosynthesis of antibiotics"	0.0501761484912463	0.0501719032530389	0.0491818485716776	0.0461922157680581	0.0531105257511391	0.0504687455461556	0.0505319994276532	0.0496762684134488	0.0453807670695444
"Environmental Information Processing|Signal transduction|Two-component system"	0.0449067528686338	0.0534475912303773	0.0536743746158882	0.0377163688689842	0.0327190254690465	0.054362358229745	0.0509302045487492	0.0568469074445931	0.0453322662867052
"Environmental Information Processing|Membrane transport|ABC transporters"	0.0411715970114755	0.0365888239347866	0.0306426230386206	0.0585197132213012	0.0404000280811255	0.0375853238008139	0.0337376792233996	0.0313499475802868	0.0459124580000169
"Metabolism|Global and overview maps|Biosynthesis of amino acids"	0.0294174032350197	0.029947933512857	0.0271698418560468	0.0261625555687965	0.0311665372237615	0.0297259136670161	0.0287345436215206	0.0281265466336097	0.023993855141755
"Metabolism|Global and overview maps|Carbon metabolism"	0.026600645707086	0.025600964606093	0.025904841481058	0.0236028332914659	0.0274059326107082	0.0261746929853766	0.0267381450274012	0.0261780190761279	0.0248074512541886
"Cellular Processes|Cellular community - prokaryotes|Quorum sensing"	0.0198615456258516	0.0174043893699525	0.0154339976682206	0.0238156533575111	0.0191658398307905	0.017606891427268	0.0162293736552685	0.0170669839267877	0.0193752554294034
"Metabolism|Carbohydrate metabolism|Amino sugar and nucleotide sugar metabolism"	0.0173291119510581	0.0194837216166265	0.0184338493382641	0.015041123591547	0.0146217932759517	0.0184903957250775	0.0179239425544417	0.0178362857478075	0.0166091940579441
"Metabolism|Nucleotide metabolism|Purine metabolism"	0.0147049200117622	0.0146578656865061	0.0144277725931069	0.0158690715755027	0.0150099385633451	0.0145318348140638	0.014405635482024	0.0143748805512368	0.0145721034157289
"Metabolism|Carbohydrate metabolism|Pyruvate metabolism"	0.0122260756988203	0.0114964459319986	0.0113407833436832	0.0104743056817169	0.0133688318905048	0.0119294182007997	0.0122681612097999	0.0115419497776934	0.0108297084003374
"Environmental Information Processing|Membrane transport|Phosphotransferase system (PTS)"	0.0118771712477679	0.0097975841588139	0.00850887517257492	0.0205733002180944	0.0125959195323338	0.00898953677476264	0.00973561879298431	0.00437664325169719	0.0189810767465139
"Metabolism|Carbohydrate metabolism|Glycolysis / Gluconeogenesis"	0.0121708506586849	0.011299342814226	0.0110207290806838	0.0121459727333908	0.0114765331796903	0.0110842693902769	0.0112376400368335	0.0108960760620831	0.0122087284103064
"Genetic Information Processing|Translation|Ribosome"	0.0117188362751233	0.0124616567969773	0.0109615096902421	0.0106330152493235	0.0123063863741292	0.0122561498693419	0.0114936089261298	0.0115143421938437	0.00897883455445143
"Metabolism|Nucleotide metabolism|Pyrimidine metabolism"	0.0112774240558972	0.0110591956087531	0.0109865960733808	0.0118445597676361	0.0112466430549061	0.0109844681461072	0.0108656915897356	0.0110887745735547	0.0109397008240675
"Metabolism|Carbohydrate metabolism|Starch and sucrose metabolism"	0.0113725172750092	0.0118918558681443	0.010318271376713	0.0105807101358056	0.00966249686206469	0.0118725071172597	0.0109365255471446	0.00990421386531426	0.00905170766161252
"Metabolism|Carbohydrate metabolism|Fructose and mannose metabolism"	0.00944810309420393	0.0101409278288375	0.0100861918510594	0.01298763041699	0.00832111443691023	0.0100166727557211	0.00974799512713353	0.00861076076863897	0.0135346714134689
"Metabolism|Carbohydrate metabolism|Glyoxylate and dicarboxylate metabolism"	0.00937391670988964	0.00912702983458132	0.00969527601505065	0.0083783016187399	0.00986347371379168	0.00940577713064312	0.00976989665826813	0.00962421677078519	0.00931606341146863
"Metabolism|Carbohydrate metabolism|Propanoate metabolism"	0.00941710810176912	0.00840810618455414	0.00872432371960606	0.00869151835247736	0.0104595925314124	0.00848467511172489	0.00910068387263205	0.0089602216863345	0.00890746350654782
"Metabolism|Carbohydrate metabolism|Galactose metabolism"	0.00835009059450154	0.00939703604195141	0.00962003955144213	0.008124748133794	0.00573840282524268	0.00833198994573419	0.00781239421738457	0.00995584922309999	0.00885742448237043
"Metabolism|Energy metabolism|Carbon fixation pathways in prokaryotes"	0.0087123544765451	0.00832591477600957	0.00829172516269945	0.00693026572666781	0.0087558615118748	0.00839658556483552	0.00861733852116824	0.00851546490068675	0.00748380567459709
"Metabolism|Amino acid metabolism|Cysteine and methionine metabolism"	0.00834010772198263	0.00798346510894964	0.00699449401552992	0.00800734968106498	0.00932758639882597	0.00786556914392015	0.00779855514750189	0.00722820305241923	0.00629591920851019
"Metabolism|Amino acid metabolism|Alanine, aspartate and glutamate metabolism"	0.00737378663538874	0.00778797598045423	0.00788676293768666	0.00691256775536038	0.00737241942246186	0.0076470931237095	0.0075263725143959	0.0080646861596788	0.00708032782009702
"Cellular Processes|Cellular community - prokaryotes|Biofilm formation - Escherichia coli"	0.00548832481486828	0.00742212404291311	0.0083251179853138	0.00823979745595584	0.00464017047013126	0.00789531391167772	0.0080576071387785	0.00707310758140769	0.00897964486297418
"Metabolism|Amino acid metabolism|Glycine, serine and threonine metabolism"	0.00731856850484021	0.00734973732055304	0.00716889307863312	0.00693371508974268	0.00759335225177175	0.00747335767689557	0.00744826897591673	0.00716263436464147	0.00664402418239657
"Metabolism|Energy metabolism|Methane metabolism"	0.00749991467749064	0.0070621399564583	0.00678225626932639	0.00699537690648387	0.00790503132986577	0.00720946485254011	0.00719461793461636	0.00668532833249948	0.00734072955918028
"Metabolism|Carbohydrate metabolism|Butanoate metabolism"	0.00739255258861494	0.00573597231037673	0.006393609127663	0.0080322979277956	0.00933798315770073	0.0060971462309515	0.00707294580762182	0.00613388188388767	0.00825912934572694
"Metabolism|Global and overview maps|Fatty acid metabolism"	0.00723611107521877	0.00654130543070232	0.00740977189069233	0.00569380189698334	0.00758812306611513	0.0065338794519332	0.00690874308244006	0.00781074545719698	0.00648996454730405
"Cellular Processes|Cellular community - prokaryotes|Biofilm formation - Vibrio cholerae"	0.00632004958092659	0.00721903504242424	0.00769738677408175	0.00613082809414027	0.00518842935155847	0.00717395421418577	0.00726440345048194	0.00761757716381809	0.0073675428168937
"Metabolism|Carbohydrate metabolism|Pentose phosphate pathway"	0.00643669282039489	0.00669103656550955	0.00662011794636433	0.0067311515278316	0.00577679588674088	0.00663665039200123	0.00632926986480286	0.00674216672189135	0.00695877989377688
"Cellular Processes|Cellular community - prokaryotes|Biofilm formation - Pseudomonas aeruginosa"	0.00521712200909994	0.00771844670403359	0.00752504646984363	0.00456725755210367	0.00391136402091959	0.00781197114237324	0.00728968830895816	0.00753216352748829	0.00539787873203466
"Human Diseases|Drug resistance: Antimicrobial|beta-Lactam resistance"	0.00566788718926878	0.00541009290249931	0.00643114743997751	0.00819799360176474	0.00539382543261769	0.00565463274716084	0.00599659946921456	0.00596799161985442	0.00807015380412313
"Metabolism|Energy metabolism|Oxidative phosphorylation"	0.00577426565482663	0.00607491225300831	0.00650443950595701	0.00635441949307598	0.00486552306270405	0.00577301621887023	0.00576251354621591	0.00673825031257548	0.00668469526939901
"Metabolism|Global and overview maps|2-Oxocarboxylic acid metabolism"	0.00617666919833873	0.00588223856285178	0.00555749973406943	0.00593155596922881	0.00732413786334423	0.00595302313653512	0.006111312452803	0.00553352741857795	0.00539054217842297
"Metabolism|Carbohydrate metabolism|Citrate cycle (TCA cycle)"	0.00600287512101265	0.00607371841156781	0.00628911805274181	0.00504262163012527	0.00580662045089554	0.00613859074948969	0.00642692961984922	0.00626971291944781	0.00571846290921267
"Metabolism|Metabolism of cofactors and vitamins|Porphyrin and chlorophyll metabolism"	0.00742182534067726	0.00542004933790591	0.00617880679782429	0.00308030700813776	0.0077659639267892	0.00592183585215245	0.00655777599909038	0.00658439290313382	0.00463101537814804
"Metabolism|Amino acid metabolism|Valine, leucine and isoleucine degradation"	0.00673428558836335	0.00553858758072557	0.00572685606447498	0.00354096676134539	0.00859411700762543	0.00589106397974742	0.00650836807721576	0.00613608411500556	0.00420388692215042
"Genetic Information Processing|Translation|Aminoacyl-tRNA biosynthesis"	0.00624416379116214	0.0061587203838727	0.00535198163564719	0.00493410653181564	0.00668877497073959	0.00612979830265939	0.00565465605038068	0.00585021382025207	0.00428096732710302
"Metabolism|Lipid metabolism|Fatty acid biosynthesis"	0.00547889902492789	0.00576404792753852	0.00635703316961769	0.00413478974504866	0.0043963017466118	0.00554905670098871	0.00540616529137793	0.00681930198903885	0.00474814654722514
"Genetic Information Processing|Replication and repair|Homologous recombination"	0.00555197055255255	0.00564976035619848	0.00538019318107981	0.00500184265481177	0.00561019142640641	0.00544536206646402	0.00526645893481806	0.00572040027458612	0.0047641702838442
"Metabolism|Glycan biosynthesis and metabolism|Peptidoglycan biosynthesis"	0.00575306538926836	0.00581833172175354	0.00493693282975826	0.00462679904147752	0.00626859234924098	0.00601307286985785	0.00557548483104067	0.005226647472545	0.00396552629844031
"Cellular Processes|Cell growth and death|Cell cycle - Caulobacter"	0.00508097327826384	0.00658544065639068	0.00596168157074063	0.00278688679328078	0.0042588722338406	0.00708855861261362	0.00636970241081257	0.00614840369638466	0.00339723257837039
"Metabolism|Amino acid metabolism|Phenylalanine, tyrosine and tryptophan biosynthesis"	0.0056696557135439	0.00511564523316911	0.00477041842133956	0.00497370177142239	0.00693400576686705	0.00516722092224548	0.00538085437076668	0.0048038482679012	0.00423395671755218
"Human Diseases|Drug resistance: Antimicrobial|Cationic antimicrobial peptide (CAMP) resistance"	0.00411256450645737	0.00478449926794913	0.00588565268623729	0.00587690057316114	0.00360914168443	0.00510476703601023	0.00542183784689598	0.00521220195826007	0.00655214199033792
"Environmental Information Processing|Membrane transport|Bacterial secretion system"	0.00448037709098242	0.00415699285604286	0.00497667343450866	0.00712516238047428	0.00503664923087954	0.00425624053183443	0.00475737874940724	0.00436350866919653	0.00681606029940399
"Metabolism|Energy metabolism|Sulfur metabolism"	0.00425529614540127	0.0038710060966701	0.00463611638016256	0.0069854515676236	0.00479652341900065	0.0039149643984789	0.00451609117547408	0.00399486836719865	0.00645654067786603
"Metabolism|Carbohydrate metabolism|Pentose and glucuronate interconversions"	0.00459702883257121	0.00410543850875528	0.00502137221452826	0.00563406847215373	0.00404244442212035	0.00413643361515204	0.00455190788677345	0.00476734980172239	0.00599832630992713
"Genetic Information Processing|Folding, sorting and degradation|RNA degradation"	0.00442857432507471	0.00479895573610829	0.00479991620765508	0.00367522865264706	0.00419538183824004	0.00468442371008283	0.00447457295883019	0.00509570877306121	0.00387071185989514
"Metabolism|Amino acid metabolism|Lysine biosynthesis"	0.00462945464321889	0.00496175387688764	0.00420008327900424	0.00370318147705801	0.00482683098913843	0.00476481511056525	0.00452513639095046	0.00445264192177556	0.00338458003189368
"Metabolism|Metabolism of cofactors and vitamins|Biotin metabolism"	0.00406694346793867	0.00420964574227234	0.00515863932095346	0.00357905996998675	0.00335376956432163	0.00413834217841297	0.0042627137172629	0.00515713627021794	0.0046070152104196
"Genetic Information Processing|Replication and repair|Mismatch repair"	0.0043461639598408	0.00445690488129001	0.00416676053698025	0.00418422755260194	0.00439817923268729	0.00452220255160571	0.00439839416365005	0.0042438956031501	0.00378774969147243
"Metabolism|Metabolism of cofactors and vitamins|Folate biosynthesis"	0.00434822941271132	0.00384703648256098	0.00412938651672785	0.00393248635545005	0.00527830667453659	0.00385269778794853	0.00436135966883281	0.00365306023951427	0.00425202658742149
"Metabolism|Energy metabolism|Carbon fixation in photosynthetic organisms"	0.00412223589089409	0.00416778889524833	0.00403801434341545	0.00421868124198788	0.00397792566163752	0.00420212973129932	0.0040483859657247	0.004061468574539	0.00439040918067064
"Metabolism|Amino acid metabolism|Arginine and proline metabolism"	0.00388046460273874	0.00362123492772293	0.00402078502853861	0.00441695398648718	0.00446556530838393	0.00384808425614468	0.00413602376364619	0.00373200883433178	0.00432413315298369
"Metabolism|Glycan biosynthesis and metabolism|Lipopolysaccharide biosynthesis"	0.00380741953412624	0.00326926632054904	0.00432003992268108	0.00438157383845881	0.00430235028880137	0.00333396437995168	0.00426337959014186	0.00347131541185433	0.00516791857676369
"Metabolism|Metabolism of cofactors and vitamins|Nicotinate and nicotinamide metabolism"	0.00374286847986327	0.00365333754597294	0.00389860540891376	0.00505517715264678	0.00407599801782565	0.0036215866843429	0.00380631140577329	0.00360503151448268	0.00470259002412156
"Metabolism|Lipid metabolism|Fatty acid degradation"	0.00445749463081391	0.00315895234442772	0.00333484130755545	0.00398344788748117	0.00606336627943665	0.0032328707168782	0.00370732931264222	0.00361889010580853	0.00412909161311287
"Metabolism|Amino acid metabolism|Arginine biosynthesis"	0.00385280186764955	0.00407088443406734	0.00382339602375389	0.00411622100399444	0.00424606279750661	0.0039861779702093	0.00386206158381511	0.00388378057053574	0.00365287723909479
"Metabolism|Glycan biosynthesis and metabolism|Other glycan degradation"	0.00419955210575952	0.0053148787596264	0.00587838044302294	0.000840386471131112	0.0017029029801756	0.00394639367350001	0.00366804840182563	0.00691448148990973	0.00292431402787941
"Metabolism|Metabolism of cofactors and vitamins|Pantothenate and CoA biosynthesis"	0.00388554759389473	0.00364799109423454	0.00363939706778391	0.00375821563991358	0.00443785890939211	0.00386615459745851	0.00395481264106659	0.00350836584221438	0.00365940703393645
"Genetic Information Processing|Folding, sorting and degradation|Protein export"	0.00377611664039648	0.00379865106760515	0.00375268585353777	0.00319589629356873	0.00393486343856063	0.00378315075029787	0.00377327396082426	0.00374685174537495	0.00326197231759576
"Genetic Information Processing|Replication and repair|DNA replication"	0.00356797833200444	0.00394340310601382	0.00359111408446063	0.00351570819065438	0.00359034158807412	0.00389278819816404	0.00372308796034385	0.00368452611540128	0.00312141929315199
"Metabolism|Metabolism of other amino acids|Selenocompound metabolism"	0.00352829282953703	0.00347732735675904	0.00333766610664658	0.00437881802450763	0.00369627833598392	0.00330686943657742	0.00342831667661008	0.00321177464979404	0.00376326155323605
