index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_024946.1,1,1458,25,1384,94.9246,23.4527,39.5,15.6,296,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas fragi,23.45267489711934,5.474296753345659,0.23341886489963065,0.15
1,NR_025230.1,1,1411,3,1346,95.3933,2.79872,38.8,2.67,187326,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,2.7987243090007086,0.6654571672916185,0.23777160370941347,0.02
2,NR_025514.1,1,1518,48,1406,92.6219,42.9335,37.7,21.1,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,42.933465085639,12.41726983813152,0.28922123600699134,0.28
3,NR_025518.1,1,1494,2,1351,90.4284,1.78983,39.6,29.0,179995,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,1.7898259705488622,0.5978572597594517,0.33403094468235633,0.01
4,NR_025567.1,1,1498,6,1390,92.7904,5.26302,38.3,14.7,208479,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,5.2630173564753004,1.5721141280054867,0.29870966054695824,0.04
5,NR_025796.1,1,1435,2,1284,89.4774,1.76516,41.2,1.0,259063,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerocolumna,Anaerocolumna jejuensis,1.7651567944250872,0.6246157507161394,0.353858508597576,0.01
6,NR_025981.1,1,1477,1,1330,90.0474,0.900474,37.8,1.0,831,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,0.9004739336492891,0.2993670463953334,0.3324549831021861,0.01
7,NR_026075.1,1,1468,1,1130,76.9755,0.769755,40.3,18.0,13335,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum succiniciproducens,0.7697547683923706,0.42098974444703363,0.5469141104851729,0.01
8,NR_026100.1,1,1499,2,1363,90.9273,1.72849,38.8,1.0,1286362,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,1.7284856571047365,0.6158316388153502,0.35628391608807797,0.01
9,NR_026314.1,1,1458,3,1348,92.4554,2.47051,38.3,2.0,53443,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia hydrogenotrophica,2.4705075445816185,0.9886987694954363,0.40020066794123993,0.02
10,NR_026331.1,1,1488,25,1389,93.3468,23.0699,40.4,11.6,623,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,23.06989247311828,6.182524538233337,0.267991042673363,0.15
11,NR_026332.1,1,1487,1,1351,90.8541,0.908541,41.2,1.0,622,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella dysenteriae,0.9085406859448554,0.2882611800567452,0.31727932993662483,0.01
12,NR_026409.1,1,1495,6,1382,92.4415,5.52375,40.4,1.33,29370,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora sphenoides,5.523745819397993,1.589452488432478,0.2877490276346034,0.04
13,NR_026493.1,1,1488,5,1381,92.8091,4.31116,39.1,7.8,69825,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora indolis,4.311155913978495,1.3190434206588173,0.3059605003804084,0.03
14,NR_026494.1,1,1499,2,1377,91.8612,1.81388,40.6,0.5,84030,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora saccharolytica,1.8138759172781855,0.5605863822894865,0.30905442701432156,0.01
16,NR_027549.1,1,1473,4,1373,93.2111,3.60489,37.2,5.75,585054,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,3.604887983706721,1.0545362543907064,0.2925295485343711,0.02
17,NR_028740.1,1,1533,1,1098,71.6243,0.716243,35.6,1.0,100134,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerocolumna,Anaerocolumna xylanovorans,0.7162426614481409,0.45082048685682663,0.6294242316498317,0.01
18,NR_028862.1,1,1537,6,1431,93.1034,5.3728,37.7,56.2,209880,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Allisonella,Allisonella histaminiformans,5.372804163955758,1.5204918249549888,0.2829978124189656,0.04
19,NR_028866.1,1,1486,1,1348,90.7133,0.907133,31.2,1.0,752555,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella baroniae,0.9071332436069987,0.29024562348129146,0.31995919621157204,0.01
20,NR_029097.1,1,1374,195,1282,93.3042,177.471,38.4,1.99,237576,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,Oribacterium sinus,177.47088791848617,48.62787083622505,0.274004775693466,1.15
21,NR_029137.1,1,1514,16,1384,91.4135,14.288,39.0,4.31,78257,Bacteria,unclassified Bacteria kingdom,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pullorum,14.287978863936592,4.539598357407965,0.3177215196521662,0.09
22,NR_029207.1,1,1426,24,1418,99.439,23.3198,39.3,1.5,907,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,23.31977559607293,2.4125929449922587,0.1034569537366621,0.14
23,NR_029356.1,1,1550,64,1378,88.9032,55.409,38.8,43.7,292800,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor plautii,55.409032258064514,19.69363207295106,0.35542277622227825,0.38
24,NR_036800.1,1,1481,16,1368,92.37,14.5577,38.8,37.2,411470,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter gnavus,14.557731262660365,4.234142595927611,0.29085181746608496,0.09
25,NR_036853.1,1,1514,29,1378,91.0172,26.0165,40.1,10.6,1683,Bacteria,unclassified Bacteria kingdom,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium angulatum,26.016512549537648,8.453251162061338,0.32491868946560887,0.17
26,NR_036856.1,1,1517,1,1377,90.7713,0.907713,38.1,6.0,78448,Bacteria,unclassified Bacteria kingdom,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pullorum,0.9077125906394199,0.2894312412890027,0.31885780176863987,0.01
27,NR_036928.1,1,1431,2,1361,95.1083,1.73515,34.2,2.5,154046,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Hungatella,Hungatella hathewayi,1.7351502445842069,0.5408678629862629,0.3117124091555949,0.01
28,NR_037068.1,1,1441,2,1383,95.975,1.88966,37.3,1.0,29375,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora xylanolytica,1.8896599583622484,0.4226875558469504,0.22368445390211367,0.01
29,NR_040866.1,1,1425,11,1391,97.614,9.90737,39.5,1.64,820,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,9.907368421052631,1.7289633100282473,0.17451287128419413,0.07
30,NR_040877.1,1,1494,1,1370,91.7001,0.917001,36.8,0.0,537011,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella copri,0.9170013386880856,0.27588019778944733,0.3008503762754995,0.01
