index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_025230.1,1,1411,4,1349,95.606,3.65769,41.0,1.0,187326,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,3.657689581856839,0.8923900921500595,0.24397644255449213,0.05
1,NR_025514.1,1,1518,42,1406,92.6219,37.9262,38.2,25.2,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,37.926218708827406,11.002626842158747,0.29010608536088683,0.56
2,NR_025567.1,1,1498,4,1390,92.7904,3.64219,36.8,24.8,208479,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,3.64218958611482,1.056549797882508,0.29008643644208154,0.05
3,NR_026100.1,1,1499,1,1351,90.1268,0.901268,40.3,3.0,1286362,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,0.9012675116744496,0.29830250430493493,0.33098109100895445,0.01
4,NR_026151.1,1,1473,3,1345,91.3103,2.59267,35.9,59.3,36835,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Tyzzerella,[Clostridium] colinum,2.5926680244399187,0.8887930192123736,0.34281019044247873,0.04
5,NR_026312.1,1,1482,1,1351,91.1606,0.911606,40.6,1.0,180164,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia schinkii,0.9116059379217274,0.2838671377027927,0.31139237459329294,0.01
6,NR_026314.1,1,1458,1,1136,77.915,0.77915,39.2,14.0,53443,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia hydrogenotrophica,0.7791495198902606,0.4148198953100461,0.5324008867623655,0.01
7,NR_026331.1,1,1488,1,1385,93.078,0.93078,35.6,1.0,623,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,0.9307795698924731,0.2538286078503677,0.2727053924053048,0.01
8,NR_026409.1,1,1495,3,1384,92.5753,2.67826,37.5,2.67,29370,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora sphenoides,2.6782608695652175,0.8171422092518824,0.30510179890898204,0.04
9,NR_026493.1,1,1488,1,1371,92.1371,0.921371,39.5,1.0,69825,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora indolis,0.9213709677419355,0.26915888903067003,0.2921286848122808,0.01
10,NR_027196.1,1,1342,1,890,66.3189,0.663189,35.7,30.0,449673,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris,0.6631892697466468,0.47261957454125575,0.712646594420635,0.01
11,NR_028862.1,1,1537,7,1431,93.1034,6.24528,40.7,57.3,209880,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Allisonella,Allisonella histaminiformans,6.245283018867925,1.7910585955167246,0.28678581740902237,0.09
12,NR_028866.1,1,1486,1,1362,91.6555,0.916555,34.4,1.0,752555,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella baroniae,0.9165545087483177,0.27655440918822616,0.3017326373375213,0.01
13,NR_029097.1,1,1374,102,1282,93.3042,92.7737,38.0,1.13,237576,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,Oribacterium sinus,92.77365356622998,25.69075703978697,0.2769186730524378,1.36
14,NR_029137.1,1,1514,8,1379,91.0832,7.11823,35.0,4.12,78257,Bacteria,unclassified Bacteria kingdom,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pullorum,7.118229854689564,2.297238140747317,0.3227260411145438,0.11
15,NR_029207.1,1,1426,19,1419,99.5091,18.4418,38.4,3.84,907,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,18.44179523141655,1.9361601152101229,0.10498761595138928,0.25
16,NR_029356.1,1,1550,5,1378,88.9032,4.14839,40.7,31.6,292800,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor plautii,4.148387096774194,1.6212044442808753,0.3908035596633525,0.07
17,NR_036800.1,1,1481,1,1354,91.4247,0.914247,39.6,43.0,411470,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter gnavus,0.9142471303173532,0.27999877682561125,0.30626158676420256,0.01
18,NR_036856.1,1,1517,2,1373,90.5076,1.54911,36.3,2.0,78448,Bacteria,unclassified Bacteria kingdom,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pullorum,1.5491100856954516,0.6613898883815197,0.426948281138198,0.03
19,NR_036928.1,1,1431,2,1357,94.8288,1.71628,41.0,1.0,154046,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Hungatella,Hungatella hathewayi,1.716282320055905,0.5537563877077292,0.32264877475967446,0.03
21,NR_040877.1,1,1494,15,1398,93.5743,12.1693,35.8,0.867,537011,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella copri,12.169344042838018,3.870922387748045,0.3180880065615521,0.2
22,NR_041277.1,1,1490,1348,1398,93.8255,1241.08,38.5,56.3,484018,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola plebeius,1241.0785234899329,326.31807661030996,0.2629310478217754,17.93
23,NR_041313.1,1,1485,5,1397,94.0741,4.50505,38.4,41.8,338188,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides finegoldii,4.505050505050505,1.2219133093212389,0.27123187807803284,0.07
24,NR_041342.1,1,1488,13,1395,93.75,11.8589,39.8,37.9,823,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,11.858870967741936,3.1748299106952675,0.26771772113309295,0.17
25,NR_041343.1,1,1492,53,1399,93.7668,47.9966,38.6,46.2,46503,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,47.99664879356568,12.833512786124238,0.26738351757268247,0.7
26,NR_041351.1,1,1493,14,1400,93.7709,12.5928,38.0,11.7,357276,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei,12.592766242464837,3.560443716883832,0.2827372197919026,0.19
27,NR_041446.1,1,1456,8,1378,94.6429,7.39904,36.7,4.88,376804,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola barnesiae,7.399038461538462,1.897286714664286,0.25642341562714194,0.11
28,NR_041461.1,1,1492,4,1396,93.5657,3.68164,37.7,2.0,387090,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola coprophilus,3.6816353887399464,1.005273231118485,0.27305073017090475,0.05
29,NR_041464.1,1,1492,1,1076,72.118,0.72118,39.9,28.0,387661,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides johnsonii,0.7211796246648794,0.4484189710896546,0.6217854134440192,0.01
30,NR_041590.1,1,1342,85,1208,90.0149,74.0663,38.3,12.2,742816,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis,74.06631892697466,25.530804537644684,0.3447019496515908,1.13
31,NR_041668.1,1,1484,1,1357,91.442,0.91442,35.3,20.0,742726,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella intestinihominis,0.9144204851752021,0.2797421338789524,0.30592286416828696,0.01
32,NR_042152.1,1,1456,4,1337,91.8269,3.18544,40.0,0.0,168384,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Marvinbryantia,Marvinbryantia formatexigens,3.1854395604395602,1.3887131659691792,0.43595652644483074,0.05
33,NR_042499.1,1,1368,1,1185,86.6228,0.866228,36.2,44.0,657309,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides xylanisolvens,0.8662280701754386,0.3404071101131329,0.39297630939642686,0.01
34,NR_042745.1,1,1493,2,1397,93.57,1.77495,39.8,5.5,204516,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola massiliensis,1.7749497655726725,0.5504568651311419,0.31012532061916787,0.03
35,NR_042825.1,1,1427,1,1302,91.2404,0.912404,40.3,42.0,883106,Bacteria,unclassified Bacteria kingdom,Actinomycetota,Coriobacteriia,Eggerthellales,Eggerthellaceae,Paraeggerthella,Paraeggerthella hongkongensis,0.9124036440084092,0.28270697622907326,0.30984858300989826,0.01
36,NR_042842.1,1,1506,8,1180,78.3533,6.0498,37.7,1.75,28129,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella denticola,6.049800796812749,3.3049185587704883,0.5462855174523493,0.11
37,NR_043016.1,1,1419,24,1373,96.7583,22.895,39.2,7.17,291644,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salyersiae,22.894996476391825,4.260819621181362,0.18610265459419947,0.32
38,NR_043657.1,1,1553,10,1427,91.8867,8.81069,38.2,3.2,349095,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera paucivorans,8.810688989053444,2.770503098661332,0.3144479509041182,0.13
39,NR_043681.1,1,1420,1,1279,90.0704,0.900704,39.3,1.0,358743,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster citroniae,0.9007042253521127,0.2990587296585122,0.33202767483587753,0.01
40,NR_044473.1,1,1399,20,1364,97.4982,18.1494,37.4,16.6,491921,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas rupellensis,18.149392423159398,3.83037192642609,0.21104684041865623,0.27
41,NR_044490.1,1,1482,7,1388,93.6572,5.85965,39.9,46.3,501571,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Butyricicoccaceae,Butyricicoccus,Butyricicoccus pullicaecorum,5.859649122807017,2.1393440254763325,0.3650976330902723,0.09
42,NR_044688.3,1,1456,8,1371,94.1621,7.1772,35.7,11.4,852,Bacteria,unclassified Bacteria kingdom,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium perfoetens,7.177197802197802,1.8844146362501661,0.26255576175887485,0.11
43,NR_074376.1,1,1497,14,1395,93.1864,12.3781,38.6,38.4,435591,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,12.378089512358049,3.5125503903136504,0.28377161005394147,0.19
44,NR_074515.1,1,1510,54,1396,92.4503,49.0053,37.7,28.0,435590,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,49.00529801324503,14.232040096505454,0.2904183970610454,0.72
46,NR_102980.1,1,1552,53,1423,91.6881,46.2043,39.2,1.87,1064535,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,46.204252577319586,14.513508015131178,0.3141162816310866,0.7
47,NR_104735.1,1,1511,2,1359,89.9404,1.77895,34.9,1.0,45851,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio crossotus,1.7789543348775645,0.6110447963255616,0.3434853747202097,0.03
48,NR_104826.1,1,1530,1,1369,89.4771,0.894771,39.9,0.0,624,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella sonnei,0.8947712418300654,0.30684795359257133,0.34293452812025865,0.01
49,NR_104851.1,1,1449,5,1165,80.4003,3.91856,41.0,11.2,40545,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella wadsworthensis,3.9185645272601795,1.9764644550409955,0.504384817779923,0.07
50,NR_112143.1,1,1397,1,1104,79.0265,0.790265,30.5,60.0,821,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,0.7902648532569793,0.40711953399917344,0.5151684682942439,0.01
51,NR_112779.1,1,1515,1,1353,89.3069,0.893069,37.3,1.0,1150460,Bacteria,unclassified Bacteria kingdom,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium catenulatum,0.8930693069306931,0.30902511216570183,0.3460259016489566,0.01
52,NR_112899.1,1,1491,17,1354,90.8115,14.3011,36.2,0.706,742742,Bacteria,unclassified Bacteria kingdom,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,Collinsella tanakaei,14.301140174379611,5.008898055747021,0.3502446654372653,0.23
53,NR_112901.1,1,1469,11,1353,92.1035,9.98094,38.9,1.0,762983,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinatimonas,Succinatimonas hippei,9.980939414567732,2.9756747298317032,0.29813573715201014,0.15
54,NR_112938.1,1,1478,6,1385,93.7077,5.4046,38.7,5.17,204516,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola massiliensis,5.404600811907984,1.495154264622763,0.2766447174652533,0.08
55,NR_112942.1,1,1473,12,1380,93.6864,11.1303,38.0,6.83,291644,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salyersiae,11.130346232179226,2.9164623367575744,0.26202799768489826,0.16
56,NR_112943.1,1,1476,17,1383,93.6992,15.5779,38.0,52.9,449673,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris,15.577913279132792,4.1082935462790635,0.2637255370898925,0.23
57,NR_112945.1,1,1477,4,1383,93.6357,3.6845,39.5,6.25,820,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,3.6844955991875423,0.9945603401966484,0.2699312058931367,0.05
58,NR_112946.1,1,1489,51,1396,93.7542,46.6561,37.9,5.71,821,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,46.65614506380121,12.386758953109364,0.2654904072372622,0.68
