index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_024815.1,1,1490,1,1375,92.2819,0.922819,37.2,1.0,228603,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Hoylesella,Hoylesella shahii,0.9228187919463087,0.26687875370112146,0.289199522192488,0.0
1,NR_025230.1,1,1411,2,1349,95.606,1.89086,37.1,3.5,187326,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,1.8908575478384124,0.43024564240033303,0.22753995555729756,0.01
2,NR_025300.1,1,1495,1,1369,91.5719,0.915719,40.6,1.0,77768,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella albensis,0.9157190635451505,0.2778086755397367,0.30337762595464307,0.0
3,NR_025452.1,1,1380,4,1357,98.3333,3.67101,37.8,8.25,158787,Bacteria,unclassified Bacteria kingdom,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium scardovii,3.6710144927536232,0.7022946756057269,0.19130806402208905,0.02
4,NR_025514.1,1,1518,170,1406,92.6219,152.644,37.8,10.9,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,152.64361001317522,44.20703919332907,0.28960949750542064,0.8
5,NR_025518.1,1,1494,9,1354,90.6292,7.55823,38.9,31.2,179995,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,7.5582329317269075,2.5174669244080325,0.3330761233674815,0.04
6,NR_025525.1,1,1475,10,1361,92.2712,8.62441,38.7,39.9,185008,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,8.624406779661017,2.7034091917908247,0.3134603064139192,0.05
7,NR_025567.1,1,1498,9,1389,92.7236,8.24566,37.9,14.9,208479,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,8.2456608811749,2.3656979025028337,0.28690215818889614,0.04
8,NR_025643.1,1,1506,1,1384,91.8991,0.918991,46.0,1.0,157227,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Jeotgalicoccus,Jeotgalicoccus halotolerans,0.9189907038512616,0.27284939084818255,0.2969011435096553,0.0
9,NR_025796.1,1,1435,1,958,66.7596,0.667596,28.9,1.0,259063,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerocolumna,Anaerocolumna jejuensis,0.667595818815331,0.47107498502427414,0.7056290224528532,0.0
10,NR_025903.1,1,1537,1,1329,86.4671,0.864671,38.2,9.0,1379,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Bacillales,Gemellaceae,Gemella,Gemella haemolysans,0.8646714378659727,0.34207417675814794,0.3956117454306045,0.0
11,NR_025934.1,1,1470,1,1363,92.7211,0.927211,37.5,60.0,2718,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,Cardiobacterium hominis,0.9272108843537415,0.259790031159192,0.28018440631255487,0.0
12,NR_025981.1,1,1477,8,1364,92.3494,7.06297,38.7,2.0,831,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,7.062965470548409,2.2132646537138494,0.3133619529846008,0.04
13,NR_026100.1,1,1499,2,1362,90.8606,1.78185,35.6,1.0,1286362,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,1.781854569713142,0.5944295813766399,0.3336016257894359,0.01
14,NR_026170.1,1,1435,2,1101,76.7247,1.49338,34.0,8.0,33871,Bacteria,unclassified Bacteria kingdom,Actinomycetota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Coriobacterium,Coriobacterium glomerans,1.4933797909407664,0.8458495133963535,0.5663994641734799,0.01
