index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_025514.1,1,1518,66,1406,92.6219,59.6522,38.1,18.2,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,59.65217391304348,17.23170676211439,0.28886971977305465,0.5
1,NR_025518.1,1,1494,2693,1367,91.4993,2406.49,39.2,27.3,179995,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,2406.4926372155287,781.9651554235171,0.3249397664180276,20.26
2,NR_025567.1,1,1498,3,1384,92.3899,2.76569,41.7,13.3,208479,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,2.765687583444593,0.7991802967551584,0.2889626079022996,0.02
3,NR_026075.1,1,1468,76,1337,91.0763,62.5668,39.0,4.95,13335,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum succiniciproducens,62.566757493188014,23.799063157975787,0.3803787204501835,0.57
4,NR_026331.1,1,1488,45,1389,93.3468,41.5934,40.7,9.62,623,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,41.593413978494624,11.156602011915528,0.2682300139556689,0.34
5,NR_026332.1,1,1487,7,1388,93.3423,6.32885,37.9,4.0,622,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella dysenteriae,6.3288500336247475,1.7626843283461444,0.2785157365052297,0.05
6,NR_026476.1,1,1463,71,1354,92.5496,63.4108,37.6,2.14,83771,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Succinivibrio,Succinivibrio dextrinosolvens,63.4107997265892,18.604273929700888,0.2933928291382171,0.53
8,NR_028862.1,1,1537,5,1431,93.1034,4.42615,39.4,53.6,209880,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Allisonella,Allisonella histaminiformans,4.426154847104749,1.2935626049199815,0.292254258968398,0.04
9,NR_029097.1,1,1374,64,1282,93.3042,57.6557,38.9,1.42,237576,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,Oribacterium sinus,57.65574963609898,16.211398437062954,0.2811757463805968,0.48
10,NR_029137.1,1,1514,9,1377,90.9511,8.12946,40.2,9.33,78257,Bacteria,unclassified Bacteria kingdom,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pullorum,8.129458388375165,2.5821542514961155,0.3176293091294377,0.07
11,NR_029207.1,1,1426,2,1414,99.1585,1.93408,38.4,1.0,907,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,1.9340813464235624,0.28000656995373996,0.1447749705417089,0.02
12,NR_036856.1,1,1517,3,1378,90.8372,2.68886,38.7,7.0,78448,Bacteria,unclassified Bacteria kingdom,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pullorum,2.6888595912986157,0.8846235459918715,0.3289958125201444,0.02
13,NR_040877.1,1,1494,34,1401,93.7751,27.9525,39.0,1.47,537011,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella copri,27.9524765729585,10.744122201089365,0.3843710296311753,0.26
14,NR_041277.1,1,1490,8,1396,93.6913,7.38792,38.3,12.8,484018,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola plebeius,7.387919463087249,1.9824367336461945,0.2683349139837236,0.06
15,NR_041278.1,1,1490,1,1368,91.8121,0.918121,37.9,6.0,470145,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola coprocola,0.9181208053691275,0.27418058304240395,0.29863236018507444,0.01
16,NR_041313.1,1,1485,6,1397,94.0741,5.59125,35.6,54.2,338188,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides finegoldii,5.591245791245791,1.4300493729053323,0.25576578571172087,0.05
17,NR_041342.1,1,1488,281,1397,93.8844,259.208,38.9,9.35,823,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,259.20766129032256,67.99776064001898,0.2623292857222259,2.11
18,NR_041343.1,1,1492,334,1399,93.7668,306.985,38.7,52.2,46503,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,306.98458445040217,81.75598233205523,0.2663195042136199,2.51
19,NR_041351.1,1,1493,58,1402,93.9049,52.9612,37.6,36.1,357276,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei,52.961152042866715,14.030770577065978,0.2649257056513703,0.44
20,NR_041446.1,1,1456,4,1365,93.75,3.7136,39.5,9.0,376804,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola barnesiae,3.713598901098901,0.9846244967291966,0.26514023806874615,0.03
21,NR_041461.1,1,1492,1,1370,91.8231,0.918231,39.5,1.0,387090,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola coprophilus,0.9182305630026809,0.2740131313832622,0.29841430074731917,0.01
22,NR_041464.1,1,1492,5,1399,93.7668,4.59517,38.1,1.0,387661,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides johnsonii,4.595174262734584,1.2446898616402542,0.27086891388087214,0.04
23,NR_041508.1,1,1461,1,1031,70.5681,0.705681,38.6,1.0,397865,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella viscericola,0.7056810403832992,0.4557360087011394,0.6458101927375021,0.01
24,NR_041590.1,1,1342,67,1204,89.7168,58.8621,38.4,6.73,742816,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis,58.86214605067064,20.294029005552876,0.3447721560828423,0.5
