index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_024815.1,1,1490,2,1443,96.8456,1.89664,21.8,10.0,228603,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Hoylesella,Hoylesella shahii,1.8966442953020135,0.3946651128824474,0.20808599369952108,0.04
1,NR_025230.1,1,1411,3,1382,97.9447,2.84196,19.9,1.0,187326,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,2.841956059532247,0.5255729560760695,0.18493352643973415,0.06
2,NR_025514.1,1,1518,103,1489,98.0896,96.4209,19.1,36.0,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,96.4209486166008,16.530604304698528,0.17144204181634087,1.92
3,NR_025518.1,1,1494,280,1464,97.992,257.908,19.5,37.9,179995,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,257.90763052208837,56.13717453524507,0.2176638761001576,5.21
4,NR_025567.1,1,1498,11,1456,97.1963,10.3291,19.5,10.5,208479,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,10.329105473965287,1.9678237831367698,0.19051250740896278,0.2
5,NR_025796.1,1,1435,3,1347,93.8676,2.63624,19.1,4.67,259063,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerocolumna,Anaerocolumna jejuensis,2.6362369337979095,0.7902346846060117,0.2997585969890634,0.06
6,NR_025981.1,1,1477,3,1397,94.5836,2.43737,17.4,1.0,831,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,2.4373730534867977,0.8397121276428241,0.34451522570234755,0.06
7,NR_026075.1,1,1468,3,1407,95.8447,2.23842,16.0,14.0,13335,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum succiniciproducens,2.2384196185286105,0.8563567137563209,0.38257201941396196,0.06
8,NR_026100.1,1,1499,6,1447,96.531,5.55637,20.8,1.83,1286362,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,5.5563709139426285,1.168860668352978,0.21036404632742395,0.11
9,NR_026331.1,1,1488,2,1464,98.3871,1.9207,20.3,15.0,623,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,1.9206989247311828,0.3244541250256445,0.16892503080411445,0.04
