index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_025514.1,1,1518,39,1406,92.6219,34.8281,38.6,21.1,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,34.82806324110672,10.13135483508595,0.29089630293102714,0.22
1,NR_025518.1,1,1494,1,1328,88.8889,0.888889,37.1,16.0,179995,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum thomasii,0.8888888888888888,0.31426968052735355,0.35355339059327273,0.01
2,NR_025525.1,1,1475,1,1347,91.322,0.91322,38.0,52.0,185008,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,0.9132203389830509,0.2815119028580024,0.3082628483411682,0.01
3,NR_025567.1,1,1498,10,1391,92.8571,9.17623,38.3,16.3,208479,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,9.176234979973298,2.612422051562883,0.2846943280402443,0.06
4,NR_025796.1,1,1435,2,1281,89.2683,1.48711,32.3,1.0,259063,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerocolumna,Anaerocolumna jejuensis,1.4871080139372823,0.6815188500964765,0.45828470004144506,0.01
5,NR_025981.1,1,1477,2,1340,90.7244,1.80162,37.6,1.0,831,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,1.8016249153689912,0.5869698303335602,0.3258002402866097,0.01
6,NR_026312.1,1,1482,5,1157,78.0702,3.56883,40.9,17.8,180164,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia schinkii,3.568825910931174,1.9914594565955457,0.5580152986716957,0.03
7,NR_026314.1,1,1458,2,1109,76.0631,1.50892,41.5,1.5,53443,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia hydrogenotrophica,1.5089163237311385,0.8536149579451152,0.5657139130381719,0.01
8,NR_026331.1,1,1488,5,1389,93.3468,4.61626,39.2,3.8,623,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,4.616263440860215,1.2657307020724455,0.2741894431043527,0.03
9,NR_026409.1,1,1495,1,1357,90.7692,0.907692,41.1,1.0,29370,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora sphenoides,0.9076923076923077,0.2894598111111817,0.3188964020716408,0.01
11,NR_028740.1,1,1533,1,1302,84.9315,0.849315,40.2,1.0,100134,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerocolumna,Anaerocolumna xylanovorans,0.8493150684931506,0.35774150293700197,0.42121176958711526,0.01
12,NR_028862.1,1,1537,1,1412,91.8673,0.918673,43.5,60.0,209880,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Allisonella,Allisonella histaminiformans,0.9186727391021471,0.2733370401769685,0.29753472432861233,0.01
13,NR_028866.1,1,1486,1,1346,90.5787,0.905787,37.0,6.0,752555,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella baroniae,0.9057873485868102,0.292124336074361,0.32250873952934656,0.01
14,NR_029097.1,1,1374,94,1283,93.377,84.7525,38.4,1.0,237576,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,Oribacterium sinus,84.75254730713246,23.794392604581823,0.28075135627905046,0.53
15,NR_029137.1,1,1514,2,1376,90.8851,1.80119,41.2,3.0,78257,Bacteria,unclassified Bacteria kingdom,Actinomycetota,Actinomycetes,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium pullorum,1.8011889035667108,0.5844517013953533,0.3244810692748679,0.01
16,NR_029207.1,1,1426,1,1390,97.4755,0.974755,33.1,1.0,907,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,0.9747545582047685,0.15686972130973825,0.16093253423574588,0.01
17,NR_029356.1,1,1550,1,1353,87.2903,0.872903,40.2,60.0,292800,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor plautii,0.8729032258064516,0.33308134769623776,0.3815787796963552,0.01
18,NR_036800.1,1,1481,3,1368,92.37,2.72856,36.7,32.7,411470,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter gnavus,2.7285617825793382,0.810499065416975,0.29704259239854985,0.02
19,NR_040877.1,1,1494,67,1401,93.7751,56.4786,38.7,2.24,537011,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella copri,56.47858099062918,16.458841095145406,0.2914173976480787,0.38
20,NR_041277.1,1,1490,14,1396,93.6913,12.8966,37.2,17.5,484018,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola plebeius,12.896644295302014,3.448575546947514,0.26740099734345313,0.08
21,NR_041313.1,1,1485,3,1397,94.0741,2.78182,39.4,37.3,338188,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides finegoldii,2.7818181818181817,0.7253509963819252,0.26074709020265285,0.02
