index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_024570.1,1,1450,2,1400,96.5517,1.83793,17.2,1.0,562,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,1.8379310344827586,0.4525131303893793,0.24620789458333958,0.01
1,NR_024841.1,1,1460,2,1441,98.6986,1.91233,19.8,7.5,888807,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus sanguinis,1.9123287671232876,0.32559543157554516,0.1702612213826275,0.01
2,NR_025230.1,1,1411,11,1407,99.7165,10.2863,18.1,2.82,187326,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,10.28632175761871,1.6303130468420024,0.15849329675444848,0.08
3,NR_025514.1,1,1518,22,1486,97.892,20.6271,18.4,23.4,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,20.627140974967062,3.534598593142516,0.17135668958834757,0.16
4,NR_025525.1,1,1475,2,1446,98.0339,1.90034,18.1,58.0,185008,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,1.9003389830508475,0.35923631852600496,0.1890380199164671,0.01
5,NR_025567.1,1,1498,6,1456,97.1963,5.65421,19.7,11.5,208479,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,5.654205607476635,1.084814007879161,0.191859667509207,0.04
6,NR_025569.1,1,1494,8,1464,97.992,7.51807,16.9,2.88,208962,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia albertii,7.518072289156627,1.2523103276566585,0.16657332883894657,0.06
7,NR_025862.1,1,1406,5,1386,98.5775,4.81294,20.2,52.6,46124,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,Granulicatella adiacens,4.812944523470839,0.681916599519653,0.14168386861602367,0.04
8,NR_025863.1,1,1411,2,1379,97.7321,1.83274,19.2,30.5,46125,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,Abiotrophia defectiva,1.8327427356484762,0.42969777061348097,0.23445613083357372,0.01
9,NR_025903.1,1,1537,2,1473,95.836,1.81392,18.0,2.5,1379,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Bacillales,Gemellaceae,Gemella,Gemella haemolysans,1.8139232270657124,0.4844907869795393,0.267095530698548,0.01
10,NR_025934.1,1,1470,1,1372,93.3333,0.933333,15.4,59.0,2718,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,Cardiobacterium hominis,0.9333333333333333,0.24944382578493055,0.26726124191242556,0.01
11,NR_025981.1,1,1477,1,1301,88.084,0.88084,16.8,1.0,831,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,0.8808395396073121,0.3239772292487421,0.3678050481171346,0.01
12,NR_026100.1,1,1499,5,1448,96.5977,4.71714,19.7,5.2,1286362,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora celerecrescens,4.71714476317545,0.9664379206967365,0.20487773202155396,0.04
13,NR_026314.1,1,1458,1,1118,76.6804,0.766804,14.8,1.0,53443,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia hydrogenotrophica,0.766803840877915,0.42286606684953065,0.5514657651758638,0.01
14,NR_026330.1,1,1474,1,1394,94.5726,0.945726,20.0,1.0,53442,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium,Eubacterium callanderi,0.9457259158751696,0.22655773638797003,0.23955961509029255,0.01
15,NR_026331.1,1,1488,3700,1488,100.0,3515.16,19.0,6.45,623,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,3515.155241935484,461.5393810152048,0.13129985711842304,26.12
16,NR_026332.1,1,1487,40,1473,99.0585,37.1123,17.1,3.58,622,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella dysenteriae,37.11230665770007,5.336192093426257,0.14378497522786296,0.28
17,NR_026409.1,1,1495,1,1427,95.4515,0.954515,19.4,0.0,29370,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora sphenoides,0.954515050167224,0.20836523023644413,0.2182943372133735,0.01
18,NR_026493.1,1,1488,1,1396,93.8172,0.938172,19.7,6.0,69825,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora indolis,0.9381720430107527,0.2408428133114693,0.256714975793314,0.01
19,NR_027549.1,1,1473,216,1473,100.0,201.585,18.6,2.92,585054,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,201.5845213849287,29.803266758796205,0.1478450158476524,1.52
20,NR_028664.1,1,1520,1,1388,91.3158,0.913158,15.7,0.0,28037,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis,0.9131578947368421,0.2816035404902097,0.3083842806521028,0.01
21,NR_028682.1,1,1538,2,1464,95.1886,1.81079,17.7,13.0,137732,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,Granulicatella elegans,1.8107932379713914,0.4996362996138842,0.27592123116917555,0.01
22,NR_028812.1,1,1408,1,1338,95.0284,0.950284,16.8,1.0,156456,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Anaeroglobus,Anaeroglobus geminatus,0.9502840909090909,0.217357395719986,0.22872885887424535,0.01
23,NR_028862.1,1,1537,114,1521,98.959,106.077,18.6,59.3,209880,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Allisonella,Allisonella histaminiformans,106.07677293428758,18.466642292241804,0.17408751964656313,0.8
24,NR_029097.1,1,1374,127,1326,96.5066,116.092,19.3,1.26,237576,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Oribacterium,Oribacterium sinus,116.09170305676857,25.697496259063936,0.2213551492693489,0.9
25,NR_029207.1,1,1426,7,1395,97.8261,6.33871,17.5,1.0,907,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,6.338709677419355,1.206981568283307,0.19041439499634868,0.05
26,NR_029356.1,1,1550,4,1454,93.8065,3.65484,18.4,31.5,292800,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Flavonifractor,Flavonifractor plautii,3.6548387096774193,0.9988182403276572,0.27328654413201564,0.03
27,NR_036800.1,1,1481,178,1456,98.312,167.831,18.7,49.4,411470,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,Mediterraneibacter gnavus,167.83051991897366,25.295077765229266,0.15071798489000326,1.26
28,NR_037068.1,1,1441,1,1148,79.6669,0.796669,16.4,1.0,29375,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora xylanolytica,0.7966689798750868,0.40247672774941434,0.5051994465913816,0.01
29,NR_037088.1,1,1453,17,1453,100.0,16.1624,18.3,7.24,76122,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,Alloprevotella tannerae,16.16242257398486,1.9557507403524739,0.12100603924936743,0.12
30,NR_040866.1,1,1425,17,1410,98.9474,16.2182,19.3,3.12,820,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,16.218245614035087,2.0507808720796503,0.12644899583373725,0.12
31,NR_040877.1,1,1494,9,1470,98.3936,7.93106,18.8,0.778,537011,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella copri,7.931057563587684,1.6378837786778713,0.20651517979109965,0.06
32,NR_041342.1,1,1488,109,1465,98.4543,102.03,18.9,29.1,823,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides distasonis,102.02956989247312,17.30588770555769,0.16961639379442658,0.77
33,NR_041343.1,1,1492,33,1459,97.7882,31.1273,19.3,56.3,46503,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,31.12734584450402,5.237893246643481,0.16827304431316642,0.23
34,NR_041364.1,1,1488,1,1384,93.0108,0.930108,19.0,1.0,1002367,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Leyella,Leyella stercorea,0.9301075268817204,0.25496571400815604,0.2741249873151273,0.01
35,NR_041590.1,1,1342,297,1312,97.7645,275.315,19.5,32.8,742816,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas funiformis,275.31520119225036,58.3631398045952,0.2119866231572179,2.1
36,NR_041627.1,1,1481,4,1445,97.5692,3.64483,16.5,0.0,762982,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,Paraprevotella xylaniphila,3.6448345712356516,0.8189117564599387,0.22467734555708954,0.03
37,NR_041668.1,1,1484,2,1453,97.9111,1.92588,21.3,0.0,742726,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella intestinihominis,1.9258760107816713,0.33227789451290446,0.1725333783964836,0.01
38,NR_042152.1,1,1456,1,1198,82.2802,0.822802,20.1,1.0,168384,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Marvinbryantia,Marvinbryantia formatexigens,0.8228021978021978,0.3818360133539939,0.46406780921820967,0.01
39,NR_042499.1,1,1368,4,1368,100.0,3.86696,19.2,0.75,657309,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides xylanisolvens,3.8669590643274856,0.35021562876085716,0.09056615881755246,0.03
40,NR_042745.1,1,1493,1,1395,93.436,0.93436,15.6,0.0,204516,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola massiliensis,0.9343603482920295,0.24765114138971045,0.2650488559819625,0.01
41,NR_042842.1,1,1506,4,1430,94.9535,3.16401,17.1,0.75,28129,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella denticola,3.1640106241699866,1.284933991470727,0.40610925312799895,0.03
42,NR_042877.1,1,1360,2,1357,99.7794,1.93971,19.8,11.0,733,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Canicola,Canicola haemoglobinophilus,1.9397058823529412,0.24712446606943858,0.1274030605968296,0.01
43,NR_042927.1,1,1471,1,1450,98.5724,0.985724,21.1,1.0,655813,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus oralis,0.9857239972807614,0.11862629752967668,0.1203443335628651,0.01
44,NR_043224.1,1,1455,70,1455,100.0,63.855,18.5,0.586,305719,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella baroniae,63.85498281786941,9.634574101996009,0.1508821031159973,0.49
45,NR_043656.1,1,1540,4,1478,95.974,3.51104,16.5,1.0,349094,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera sueciensis,3.511038961038961,1.0220975179230092,0.29110970549314485,0.03
46,NR_043657.1,1,1553,255,1527,98.3258,230.248,18.3,9.95,349095,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera paucivorans,230.24790727623954,51.29198486442132,0.22276851707878434,1.8
47,NR_044270.1,1,1454,8,1451,99.7937,7.31981,18.2,0.875,439703,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella maculosa,7.3198074277854195,1.1734949816069982,0.16031773966518606,0.06
48,NR_044473.1,1,1399,39,1399,100.0,36.6326,18.2,31.5,491921,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas rupellensis,36.632594710507504,2.9717701674169246,0.08112366025124934,0.28
49,NR_044688.3,1,1456,1,1388,95.3297,0.953297,16.4,1.0,852,Bacteria,unclassified Bacteria kingdom,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium perfoetens,0.9532967032967034,0.2110026037288177,0.22133990708152634,0.01
50,NR_074277.1,1,1483,1,1390,93.7289,0.937289,15.4,1.0,818,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides thetaiotaomicron,0.9372892784895482,0.24244192483580349,0.25866285937517736,0.01
51,NR_074515.1,1,1510,199,1486,98.4106,184.404,19.3,17.2,435590,Bacteria,unclassified Bacteria kingdom,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,184.40397350993376,37.66104998799124,0.20423122816256697,1.4
52,NR_074799.1,1,1534,1,1354,88.266,0.88266,13.8,1.0,90370,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,0.8826597131681877,0.3218253313802984,0.3646086102934843,0.01
53,NR_074902.1,1,1542,1856,1512,98.0545,1700.67,19.1,0.808,585054,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,1700.6653696498054,392.7771992237475,0.23095501692059897,13.1
54,NR_074910.1,1,1544,1,1377,89.1839,0.891839,14.5,11.0,90371,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,0.8918393782383419,0.31058316384149065,0.34825011254267363,0.01
55,NR_102852.1,1,1519,1,1425,93.8117,0.938117,20.4,0.0,84030,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Lacrimispora,Lacrimispora saccharolytica,0.9381171823568137,0.24094259590974537,0.2568363531136163,0.01
56,NR_102893.1,1,1537,3,1461,95.0553,2.67209,16.8,1.0,43305,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio proteoclasticus,2.6720884840598567,0.7483369529586337,0.2800569507420063,0.02
57,NR_102980.1,1,1552,419,1527,98.3892,384.854,18.9,2.07,1064535,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera elsdenii,384.85438144329896,84.90119746692878,0.2206060306460026,2.96
58,NR_104700.1,1,1493,2,1357,90.8908,1.76222,17.6,2.0,1532,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia coccoides,1.7622237106496985,0.602845128271714,0.34209341562511175,0.01
59,NR_104735.1,1,1511,1,1359,89.9404,0.899404,18.2,1.0,45851,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Butyrivibrio,Butyrivibrio crossotus,0.899404367968233,0.3007925378859932,0.33443526471356566,0.01
60,NR_104783.1,1,1529,1,1230,80.4447,0.804447,14.7,15.0,290052,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Acetivibrio,Acetivibrio ethanolgignens,0.8044473512099412,0.3966255291093249,0.49304100325866484,0.01
61,NR_104826.1,1,1530,88,1489,97.3203,80.1967,17.8,0.943,624,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella sonnei,80.19673202614379,17.309481773149276,0.21583774470394204,0.62
