index,reference,startpos,ref length,number of reads,covbases,pc coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
0,NR_024570.1,1,1450,2,1399,96.4828,1.83241,17.4,1.0,562,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,1.8324137931034483,0.4580893992888125,0.24999233307067298,0.02
1,NR_024898.1,1,1504,1,1419,94.3484,0.943484,19.2,1.0,85403,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Mannheimia,Mannheimia ruminalis,0.9434840425531915,0.230915361118916,0.24474750043893562,0.01
2,NR_025230.1,1,1411,7,1401,99.2913,6.17647,20.0,13.3,187326,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,6.176470588235294,1.0960462491371739,0.17745510700316147,0.08
3,NR_025514.1,1,1518,13,1478,97.365,12.1812,18.5,26.5,158847,Bacteria,unclassified Bacteria kingdom,Bacillota,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,Megamonas hypermegale,12.181159420289855,2.1668208862850893,0.17788297579258913,0.14
4,NR_025567.1,1,1498,1,1441,96.1949,0.961949,19.5,22.0,208479,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Enterocloster,Enterocloster bolteae,0.9619492656875834,0.19131878091474072,0.19888656059006357,0.01
5,NR_025569.1,1,1494,4,1483,99.2637,3.69545,16.6,6.25,208962,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia albertii,3.6954484605087017,0.6817711841061884,0.1844894310912236,0.04
6,NR_025796.1,1,1435,1,1349,94.007,0.94007,21.0,1.0,259063,Bacteria,unclassified Bacteria kingdom,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerocolumna,Anaerocolumna jejuensis,0.9400696864111499,0.2373576859973003,0.2524894584181808,0.01
7,NR_025834.1,1,1452,2,1447,99.6556,1.88017,15.7,11.5,28220,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Brachymonas,Brachymonas denitrificans,1.8801652892561984,0.33520352800403047,0.1782840742351107,0.02
8,NR_025863.1,1,1411,2,1387,98.2991,1.89724,17.1,60.0,46125,Bacteria,unclassified Bacteria kingdom,Bacillota,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,Abiotrophia defectiva,1.897236002834869,0.3552773349082946,0.187260485452224,0.02
9,NR_026032.1,1,1405,1,1325,94.306,0.94306,17.6,1.0,749,Bacteria,unclassified Bacteria kingdom,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,unclassified Pasteurellaceae genus,[Pasteurella] aerogenes,0.9430604982206405,0.23172698357437385,0.24571804673358133,0.01
