"ID"	"hera_1"	"buddy_11"	"hera_11"	"jarjarbinks_11"	"padme_11"	"hera_14"	"iris_14"	"jarjarbinks_14"	"jarjarbinks_15"	"buddy_16"	"buddy_17"	"iris_17"	"lambchop_17"	"padme_17"	"buddy_18"	"hera_18"	"iris_18"	"jarjarbinks_18"	"lambchop_18"	"franc_19"	"hera_2"	"jarjarbinks_2"	"lambchop_2"	"goose_20"	"hera_20"	"iris_20"	"buddy_21"	"jarjarbinks_21"	"franc_22"	"goose_22"	"grogu_22"	"hera_22"	"iris_22"	"iris_23"	"franc_24"	"goose_24"	"grogu_24"	"hera_24"	"lambchop_25"	"jarjarbinks_29"	"jarjarbinks_3"	"jarjarbinks_32"	"grogu_36"	"franc_37"	"goose_37"	"grogu_37"	"hera_37"	"lambchop_37"	"goose_4"	"grogu_41"	"hera_41"	"goose_42"	"grogu_42"	"lambchop_42"	"buddy_44"	"franc_44"	"goose_44"	"iris_44"	"jarjarbinks_44"	"lambchop_44"	"buddy_45"	"franc_45"	"grogu_45"	"hera_45"	"jarjarbinks_45"	"buddy_46"	"goose_46"	"iris_46"	"lambchop_46"	"franc_47"	"buddy_48"	"franc_48"	"grogu_48"	"hera_48"	"iris_48"	"jarjarbinks_48"	"lambchop_48"	"franc_49"	"iris_49"	"jarjarbinks_49"	"padme_5"	"buddy_50"	"franc_50"	"grogu_50"	"jarjarbinks_50"	"lambchop_50"	"franc_51"	"lambchop_51"	"buddy_52"	"goose_52"	"grogu_52"	"jarjarbinks_52"	"franc_53"	"hera_53"	"iris_55"	"lambchop_55"	"buddy_56"	"franc_56"	"grogu_56"	"buddy_57"	"goose_58"	"goose_59"	"iris_59"	"padme_6"	"iris_60"	"hera_67"	"franc_68"	"jarjarbinks_68"	"hera_7"	"iris_7"	"padme_7"	"grogu_70"	"franc_9"	"grogu_9"
"f__Fusobacteriaceae"	26	30	332	790	904	149	191	13	27	0	581	10	0	1	2	0	23	3	0	19	14	53	0	2	0	96	816	0	11	6	0	0	52	15	18	13	0	8	1	0	0	0	0	24	12	0	27	3	1	0	52	0	0	149	61	435	1	114	0	94	0	2	0	62	5	15	57	71	115	4	29	0	0	2	47	7	1	0	16	1	5	37	0	0	0	21	6	11	16	0	0	0	0	37	48	22	9	1	0	35	1	8	19	17	11	3	3	54	25	140	79	0	0	71
"f__Clostridiaceae"	34	39	61	30	24	26	32	178	105	2	8	40	38	2	5	43	50	28	81	43	25	14	6	27	51	29	8	18	34	18	1	4	9	56	33	31	14	25	1	17	28	37	5	76	14	9	116	20	20	16	52	11	15	0	32	43	9	34	2	3	8	15	14	42	36	13	9	26	2	22	39	34	12	83	49	45	4	37	53	39	13	19	1	19	20	1	18	0	39	6	23	43	16	87	64	2	11	51	12	38	7	12	73	12	72	54	15	17	42	79	10	4	3	29
"f__Coriobacteriaceae"	11	14	22	6	4	12	10	39	28	48	11	2	0	0	1	17	76	3	0	11	19	383	5	7	8	4	50	0	9	0	1	5	9	6	4	3	4	88	14	9	6	53	0	51	9	1	53	12	0	0	12	4	7	12	43	60	71	22	14	19	2	17	134	260	7	37	52	6	5	17	1	21	0	9	3	4	5	10	12	7	2	96	4	0	7	7	81	10	38	11	0	12	7	249	3	33	9	14	11	27	11	4	15	3	10	86	7	68	4	3	1	7	0	19
"f__Bifidobacteriaceae"	0	0	0	0	0	0	0	0	0	754	1	0	0	0	0	0	1	1	0	0	78	618	23	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	849	0	0	0	0	0	0	0	2	0	240	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0
"f__Oscillospiraceae"	5	5	21	34	14	13	15	63	63	0	2	9	0	2	0	9	53	6	0	5	3	6	0	1	17	8	1	7	6	0	1	0	1	2	18	0	2	8	0	2	4	10	0	48	0	0	142	1	0	1	24	0	0	2	10	6	1	10	1	0	0	3	1	44	30	3	0	8	2	3	3	2	0	29	18	5	0	9	4	5	1	10	0	1	2	3	1	0	6	0	0	0	1	5	7	1	1	52	2	2	0	0	25	27	40	13	3	8	4	8	8	0	1	15
"f__Muribaculaceae"	3	2	1	1	0	0	28	11	5	14	0	43	0	0	0	7	23	4	0	11	10	27	3	1	6	10	1	8	11	5	0	0	19	26	20	6	8	4	0	6	5	23	0	13	4	0	7	3	0	0	3	2	3	0	9	1	0	26	35	0	0	16	2	5	3	22	5	42	0	7	3	22	2	5	39	6	2	23	8	19	0	3	9	2	5	0	15	0	5	0	1	3	14	3	9	0	1	6	1	3	0	1	25	2	48	0	2	12	1	15	0	7	2	11
"f__Streptococcaceae"	0	1	0	1	20	0	0	3	4	0	0	0	2	30	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	2	0	3	0	0	0	1	1	3	0	0	0	2	0	0	0	0	0	0	636	0	1	0	0	1	1	8	2	0	0	4	2	0	7	1	1	0	0	0	9	0	2	0	0	1	0	0	0	0	0	0	5	12	0	0	0	26	0	22	0	5	0	0	1	7	0	4	0	1	0	1	19	2	0	3	0	1	0	0	2	1	0	0	1	0
"f__Lactobacillaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	673	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	6	0	5	7	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f__Butyricicoccaceae"	11	11	15	25	22	11	13	0	0	0	17	9	0	0	1	5	5	0	0	14	4	1	1	0	2	20	9	0	13	0	1	3	6	35	27	0	7	1	0	0	0	0	2	6	0	1	7	0	0	2	11	0	3	0	5	7	0	6	2	0	0	1	6	8	0	1	0	7	0	4	1	1	3	13	8	0	0	1	5	0	0	2	0	3	0	0	0	0	1	0	3	0	0	1	30	0	0	15	2	1	1	0	12	0	11	18	5	0	13	87	0	1	4	22
"f__Barnesiellaceae"	3	1	2	14	8	2	37	11	4	1	1	9	0	0	0	4	13	13	0	2	5	41	6	0	9	5	1	8	3	0	6	0	1	3	4	0	6	10	0	3	0	41	5	6	0	0	7	2	0	2	3	0	1	0	2	2	0	6	16	0	0	3	1	4	3	3	0	10	0	1	0	4	0	7	10	7	0	4	3	5	14	1	2	2	0	0	0	0	1	0	3	0	1	2	5	0	1	19	4	0	0	0	6	28	8	1	1	18	5	6	47	1	0	2
"f__Morganellaceae"	1	0	1	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f__Pasteurellaceae"	0	0	0	0	0	0	0	0	0	0	4	0	0	18	2	0	1	0	3	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	3	0	0	0	0	1	1	0	0	0	0
"f__Atopobiaceae"	1	2	1	1	0	0	0	6	9	3	2	0	1	1	0	1	5	0	3	3	2	51	1	2	2	2	0	0	0	0	0	2	2	2	3	2	0	0	6	2	0	3	0	2	0	0	3	2	0	0	6	1	0	1	2	3	10	3	4	0	0	5	10	7	2	1	1	0	0	1	0	1	0	2	1	1	0	0	0	0	1	2	0	0	1	0	2	2	1	1	0	2	1	1	1	1	0	4	1	1	0	0	0	0	0	3	1	1	0	0	1	1	0	2
"f__Peptococcaceae"	7	1	3	15	0	0	0	19	25	0	0	0	0	0	0	6	0	5	0	3	0	0	0	1	1	0	0	2	11	4	0	0	0	0	5	9	3	1	0	7	2	6	0	1	2	0	4	0	0	0	5	0	1	0	3	7	1	0	0	0	2	0	0	0	4	1	1	0	0	1	0	0	0	17	0	3	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	4	0	3	0	0	0	1	0	1	2	7	2	0	4	0	0	0
"f__Pseudomonadaceae"	24	0	0	0	0	0	0	0	0	9	7	0	0	0	3	5	1	8	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	133	0	0	0	0	0	0
"f__Enterococcaceae"	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	8	0	0	0
"f__Anaeroplasmataceae"	0	0	0	3	0	0	8	0	14	0	0	0	0	0	0	0	1	0	0	0	0	28	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	2	0	0	0	0	0	3	0	0	2	0	0	0	3	0	0	0	0	0	0	2	0	0	0	8	0	0	0	10	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	2	0	4	0	1	0	0	0	0	0	0	1
"f__Erwiniaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
"f__Staphylococcaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f__Gemellaceae"	0	1	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	52	0	1	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	9	0	1	2	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"f__Acutalibacteraceae"	0	0	0	1	4	2	1	3	2	0	1	0	0	0	0	0	1	0	0	1	0	2	0	0	0	1	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	3	0	0	0	5	3	0	0	0	0	0	0	1	0	4	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	1	5	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	8	0	0	1	0	0	8	0	0	1	0	0	1	1	0	0	2
"f__Neisseriaceae"	0	0	0	0	0	0	1	0	0	0	2	0	1	0	2	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	3	0	0	1	0
"f__Rikenellaceae"	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	2	7	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	2	3	1	0	0	3	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	2	0	0	2	0	0	0	0	0	4	0	0	0	3	0	0	0	1	0	7	6	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	4	2	0	0	0	0	0	4	0	0	1
"f__Eubacteriaceae"	0	0	1	0	0	1	1	7	4	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	9	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	5	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	3	0	0	1	0	0	0	1	0	0	1	0	1	0	0	2	2	0	0	0
"f__Aerococcaceae"	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	6	0	5	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
"f__Peptostreptococcaceae"	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"f__Carnobacteriaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
"f__Campylobacteraceae"	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
"f__Corynebacteriaceae"	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0
"f__Eggerthellaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"f__Leptotrichiaceae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
