"ID"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"
"g__Xylanibacter"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Xylanibacter"
"g__Wansuia"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Wansuia"
"g__Enterobacter"	"k__Bacteria"	"p__Pseudomonadota"	"c__Gammaproteobacteria"	"o__Enterobacterales"	"f__Enterobacteriaceae"	"g__Enterobacter"
"g__Clostridium"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Eubacteriales"	"f__Clostridiaceae"	"g__Clostridium"
"g__Succinatimonas"	"k__Bacteria"	"p__Pseudomonadota"	"c__Gammaproteobacteria"	"o__Aeromonadales"	"f__Succinivibrionaceae"	"g__Succinatimonas"
"g__Collinsella"	"k__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Coriobacteriaceae"	"g__Collinsella"
"g__Duodenibacillus"	"k__Bacteria"	"p__Pseudomonadota"	"c__Betaproteobacteria"	"o__Burkholderiales"	"f__Sutterellaceae"	"g__Duodenibacillus"
"g__Enterocloster"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Enterocloster"
"g__Lacrimispora"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Lacrimispora"
"g__Allisonella"	"k__Bacteria"	"p__Bacillota"	"c__Negativicutes"	"o__Veillonellales"	"f__Veillonellaceae"	"g__Allisonella"
"g__Mediterraneibacter"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Mediterraneibacter"
"g__Bifidobacterium"	"k__Bacteria"	"p__Actinomycetota"	"c__Actinomycetes"	"o__Bifidobacteriales"	"f__Bifidobacteriaceae"	"g__Bifidobacterium"
"g__Citrobacter"	"k__Bacteria"	"p__Pseudomonadota"	"c__Gammaproteobacteria"	"o__Enterobacterales"	"f__Enterobacteriaceae"	"g__Citrobacter"
"g__Succinivibrio"	"k__Bacteria"	"p__Pseudomonadota"	"c__Gammaproteobacteria"	"o__Aeromonadales"	"f__Succinivibrionaceae"	"g__Succinivibrio"
"g__Bilifractor"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Bilifractor"
"g__Flavonifractor"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Eubacteriales"	"f__Oscillospiraceae"	"g__Flavonifractor"
"g__Prevotella"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Prevotella"
"g__Faecalicatena"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Faecalicatena"
"g__Streptococcus"	"k__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Lactobacillales"	"f__Streptococcaceae"	"g__Streptococcus"
"g__Paraprevotella"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Paraprevotella"
"g__Lachnoclostridium"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Lachnoclostridium"
"g__Butyricicoccus"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Eubacteriales"	"f__Butyricicoccaceae"	"g__Butyricicoccus"
"g__Proteus"	"k__Bacteria"	"p__Pseudomonadota"	"c__Gammaproteobacteria"	"o__Enterobacterales"	"f__Morganellaceae"	"g__Proteus"
"g__Butyrivibrio"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Butyrivibrio"
"g__Pseudomonas"	"k__Bacteria"	"p__Pseudomonadota"	"c__Gammaproteobacteria"	"o__Pseudomonadales"	"f__Pseudomonadaceae"	"g__Pseudomonas"
"g__Duncaniella"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Muribaculaceae"	"g__Duncaniella"
"g__Coprobacter"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Barnesiellaceae"	"g__Coprobacter"
"g__Porcincola"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Porcincola"
"g__Waltera"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Waltera"
"g__Peptococcus"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Eubacteriales"	"f__Peptococcaceae"	"g__Peptococcus"
"g__Barnesiella"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Barnesiellaceae"	"g__Barnesiella"
"g__Paramuribaculum"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Muribaculaceae"	"g__Paramuribaculum"
"g__Leuconostoc"	"k__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Lactobacillales"	"f__Lactobacillaceae"	"g__Leuconostoc"
"g__Colibacter"	"k__Bacteria"	"p__Bacillota"	"c__Negativicutes"	"o__Veillonellales"	"f__Veillonellaceae"	"g__Colibacter"
"g__Hoylesella"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Hoylesella"
"g__Hominisplanchenecus"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Hominisplanchenecus"
"g__Marvinbryantia"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Marvinbryantia"
"g__Kineothrix"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Kineothrix"
"g__Asteroleplasma"	"k__Bacteria"	"p__Mycoplasmatota"	"c__Mollicutes"	"o__Anaeroplasmatales"	"f__Anaeroplasmataceae"	"g__Asteroleplasma"
"g__Anaeromassilibacillus"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Eubacteriales"	"f__Acutalibacteraceae"	"g__Anaeromassilibacillus"
"g__Thermophilibacter"	"k__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Atopobiaceae"	"g__Thermophilibacter"
"g__Sodaliphilus"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Muribaculaceae"	"g__Sodaliphilus"
"g__Anaerocolumna"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Anaerocolumna"
"g__Canicola"	"k__Bacteria"	"p__Pseudomonadota"	"c__Gammaproteobacteria"	"o__Pasteurellales"	"f__Pasteurellaceae"	"g__Canicola"
"g__Eisenbergiella"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Eisenbergiella"
"g__Parolsenella"	"k__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Atopobiaceae"	"g__Parolsenella"
"g__Muribaculum"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Muribaculaceae"	"g__Muribaculum"
"g__Gemella"	"k__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Bacillales"	"f__Gemellaceae"	"g__Gemella"
"g__Enterococcus"	"k__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Lactobacillales"	"f__Enterococcaceae"	"g__Enterococcus"
"g__Pantoea"	"k__Bacteria"	"p__Pseudomonadota"	"c__Gammaproteobacteria"	"o__Enterobacterales"	"f__Erwiniaceae"	"g__Pantoea"
"g__Caecibacter"	"k__Bacteria"	"p__Bacillota"	"c__Negativicutes"	"o__Veillonellales"	"f__Veillonellaceae"	"g__Caecibacter"
"g__Aggregatibacter"	"k__Bacteria"	"p__Pseudomonadota"	"c__Gammaproteobacteria"	"o__Pasteurellales"	"f__Pasteurellaceae"	"g__Aggregatibacter"
"g__Alloprevotella"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Alloprevotella"
"g__Gluceribacter"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Gluceribacter"
"g__Qiania"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Qiania"
"g__Roseburia"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Roseburia"
"g__Alistipes"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Rikenellaceae"	"g__Alistipes"
"g__Hungatella"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Hungatella"
"g__Eubacterium"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Eubacteriales"	"f__Eubacteriaceae"	"g__Eubacterium"
"g__Marseilla"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Marseilla"
"g__Catenibacillus"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Catenibacillus"
"g__Neisseria"	"k__Bacteria"	"p__Pseudomonadota"	"c__Betaproteobacteria"	"o__Neisseriales"	"f__Neisseriaceae"	"g__Neisseria"
"g__Jingyaoa"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Jingyaoa"
"g__Caecibacteroides"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Caecibacteroides"
"g__Klebsiella"	"k__Bacteria"	"p__Pseudomonadota"	"c__Gammaproteobacteria"	"o__Enterobacterales"	"f__Enterobacteriaceae"	"g__Klebsiella"
"g__Abiotrophia"	"k__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Lactobacillales"	"f__Aerococcaceae"	"g__Abiotrophia"
"g__Staphylococcus"	"k__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Bacillales"	"f__Staphylococcaceae"	"g__Staphylococcus"
"g__Veillonella"	"k__Bacteria"	"p__Bacillota"	"c__Negativicutes"	"o__Veillonellales"	"f__Veillonellaceae"	"g__Veillonella"
"g__Granulicatella"	"k__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Lactobacillales"	"f__Carnobacteriaceae"	"g__Granulicatella"
"g__Drancourtella"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Eubacteriales"	"f__Oscillospiraceae"	"g__Drancourtella"
"g__Murimonas"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Murimonas"
"g__Latilactobacillus"	"k__Bacteria"	"p__Bacillota"	"c__Bacilli"	"o__Lactobacillales"	"f__Lactobacillaceae"	"g__Latilactobacillus"
"g__Faecalimonas"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Faecalimonas"
"g__Clostridioides"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Peptostreptococcales"	"f__Peptostreptococcaceae"	"g__Clostridioides"
"g__Leyella"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Leyella"
"g__Olsenella"	"k__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Coriobacteriales"	"f__Atopobiaceae"	"g__Olsenella"
"g__Syntrophococcus"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Syntrophococcus"
"g__Pasteurella"	"k__Bacteria"	"p__Pseudomonadota"	"c__Gammaproteobacteria"	"o__Pasteurellales"	"f__Pasteurellaceae"	"g__Pasteurella"
"g__Haemophilus"	"k__Bacteria"	"p__Pseudomonadota"	"c__Gammaproteobacteria"	"o__Pasteurellales"	"f__Pasteurellaceae"	"g__Haemophilus"
"g__Anaeroglobus"	"k__Bacteria"	"p__Bacillota"	"c__Negativicutes"	"o__Veillonellales"	"f__Veillonellaceae"	"g__Anaeroglobus"
"g__Kosakonia"	"k__Bacteria"	"p__Pseudomonadota"	"c__Gammaproteobacteria"	"o__Enterobacterales"	"f__Enterobacteriaceae"	"g__Kosakonia"
"g__Diplocloster"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Diplocloster"
"g__Actinobacillus"	"k__Bacteria"	"p__Pseudomonadota"	"c__Gammaproteobacteria"	"o__Pasteurellales"	"f__Pasteurellaceae"	"g__Actinobacillus"
"g__Mannheimia"	"k__Bacteria"	"p__Pseudomonadota"	"c__Gammaproteobacteria"	"o__Pasteurellales"	"f__Pasteurellaceae"	"g__Mannheimia"
"g__Corynebacterium"	"k__Bacteria"	"p__Actinomycetota"	"c__Actinomycetes"	"o__Mycobacteriales"	"f__Corynebacteriaceae"	"g__Corynebacterium"
"g__Cuneatibacter"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Cuneatibacter"
"g__Merdimonas"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Merdimonas"
"g__Bariatricus"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Bariatricus"
"g__Coprococcus"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Coprococcus"
"g__Atlantibacter"	"k__Bacteria"	"p__Pseudomonadota"	"c__Gammaproteobacteria"	"o__Enterobacterales"	"f__Enterobacteriaceae"	"g__Atlantibacter"
"g__Glaesserella"	"k__Bacteria"	"p__Pseudomonadota"	"c__Gammaproteobacteria"	"o__Pasteurellales"	"f__Pasteurellaceae"	"g__Glaesserella"
"g__Mediterranea"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Bacteroidaceae"	"g__Mediterranea"
"g__Caproiciproducens"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Eubacteriales"	"f__Acutalibacteraceae"	"g__Caproiciproducens"
"g__Sellimonas"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Sellimonas"
"g__Paraeggerthella"	"k__Bacteria"	"p__Actinomycetota"	"c__Coriobacteriia"	"o__Eggerthellales"	"f__Eggerthellaceae"	"g__Paraeggerthella"
"g__Acetatifactor"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Acetatifactor"
"g__Pseudocitrobacter"	"k__Bacteria"	"p__Pseudomonadota"	"c__Gammaproteobacteria"	"o__Enterobacterales"	"f__Enterobacteriaceae"	"g__Pseudocitrobacter"
"g__Vescimonas"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Eubacteriales"	"f__Oscillospiraceae"	"g__Vescimonas"
"g__Fusicatenibacter"	"k__Bacteria"	"p__Bacillota"	"c__Clostridia"	"o__Lachnospirales"	"f__Lachnospiraceae"	"g__Fusicatenibacter"
"g__Salmonella"	"k__Bacteria"	"p__Pseudomonadota"	"c__Gammaproteobacteria"	"o__Enterobacterales"	"f__Enterobacteriaceae"	"g__Salmonella"
"g__Metaprevotella"	"k__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Prevotellaceae"	"g__Metaprevotella"
"g__Lautropia"	"k__Bacteria"	"p__Pseudomonadota"	"c__Betaproteobacteria"	"o__Burkholderiales"	"f__Burkholderiaceae"	"g__Lautropia"
