"ID"	"Function"
"fpt1"	"sulfite_respiration"
"fpt2"	"thiosulfate_respiration"
"fpt3"	"respiration_of_sulfur_compounds"
"fpt4"	"chitinolysis"
"fpt5"	"dark_hydrogen_oxidation"
"fpt6"	"nitrate_ammonification"
"fpt7"	"nitrite_ammonification"
"fpt8"	"nitrite_respiration"
"fpt9"	"cellulolysis"
"fpt10"	"xylanolysis"
"fpt11"	"fermentation"
"fpt12"	"aerobic_chemoheterotrophy"
"fpt13"	"human_pathogens_septicemia"
"fpt14"	"human_pathogens_pneumonia"
"fpt15"	"human_pathogens_gastroenteritis"
"fpt16"	"human_pathogens_diarrhea"
"fpt17"	"human_pathogens_all"
"fpt18"	"human_gut"
"fpt19"	"human_associated"
"fpt20"	"mammal_gut"
"fpt21"	"animal_parasites_or_symbionts"
"fpt22"	"plant_pathogen"
"fpt23"	"nitrate_respiration"
"fpt24"	"nitrate_reduction"
"fpt25"	"nitrogen_respiration"
"fpt26"	"fumarate_respiration"
"fpt27"	"plastic_degradation"
"fpt28"	"ureolysis"
"fpt29"	"reductive_acetogenesis"
"fpt30"	"chemoheterotrophy"
"fpt31"	"anaerobic_chemoheterotrophy"
