"ID"	"Ginger_2"	"Padme_5"	"Padme_6"	"Ginger_7"	"Padme_7"	"Charles_9"	"Franc_9"	"Grogu_9"	"Henry_9"	"Ivy_9"	"Buddy_11"	"Joans_11"	"Padme_11"	"Ginger_14"	"Buddy_17"	"Ivy_17"	"Padme_17"	"Buddy_18"	"Ginger_18"	"Ivy_18"	"Franc_19"	"Ivy_19"	"Ginger_20"	"Buddy_21"	"Joans_21"	"Franc_22"	"Grogu_22"	"Henry_22"	"Joans_22"	"Marshmallow_22"	"Franc_24"	"Ginger_24"	"Henry_24"	"Ivy_24"	"Marshmallow_24"	"Henry_25"	"Ginger_29"	"Henry_29"	"Joans_29"	"Ginger_36"	"Grogu_36"	"Henry_36"	"Franc_37"	"Grogu_37"	"Grogu_41"	"Joans_41"	"Ginger_42"	"Grogu_42"	"Henry_42"	"Ivy_42"	"Buddy_44"	"Franc_44"	"Ginger_44"	"Ivy_44"	"Joans_44"	"Marshmallow_44"	"Buddy_45"	"Franc_45"	"Grogu_45"	"Henry_45"	"Ivy_45"	"Joans_45"	"Marshmallow_45"	"Buddy_46"	"Charles_46"	"Ivy_46"	"Joans_46"	"Marshmallow_46"	"Franc_47"	"Ginger_47"	"Ivy_47"	"Marshmallow_47"	"Buddy_48"	"Charles_48"	"Franc_48"	"Grogu_48"	"Ivy_48"	"Joans_48"	"Marshmallow_48"	"Charles_49"	"Franc_49"	"Ginger_49"	"Henry_49"	"Ivy_49"	"Joans_49"	"Marshmallow_49"	"Buddy_50"	"Charles_50"	"Franc_50"	"Ginger_50"	"Grogu_50"	"Ivy_50"	"Joans_50"	"Charles_51"	"Franc_51"	"Joans_51"	"Buddy_52"	"Charles_52"	"Ginger_52"	"Grogu_52"	"Marshmallow_52"	"Franc_53"	"Marshmallow_53"	"Charles_55"	"Ginger_55"	"Ivy_55"	"Buddy_56"	"Franc_56"	"Grogu_56"	"Joans_56"	"Buddy_57"	"Joans_57"	"Ginger_58"	"Henry_59"	"Joans_60"	"Marshmallow_60"	"Joans_62"	"Henry_66"	"Ivy_67"	"Franc_68"
"txid1852379"	0	1	1	9	0	0	1	1	1	3	1	1	0	3	0	2	0	0	1	0	0	0	0	1	0	6	0	0	0	1	3	0	2	7	0	0	0	0	0	1	0	2	1	0	0	76	0	1	4	0	0	1	6	13	2	5	0	5	4	2	0	0	0	2	0	4	0	0	2	9	0	1	0	0	5	0	2	18	4	0	7	7	2	0	1	2	1	2	1	1	1	3	1	0	4	2	0	0	2	0	0	1	0	0	13	0	3	1	0	0	0	0	11	3	1	3	5	0	2	6
"txid1122219"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid1064535"	25	135	104	219	39	11	83	386	188	114	199	154	15	115	229	268	0	0	238	105	332	230	179	97	0	258	14	223	164	271	192	199	292	438	32	137	439	145	84	233	13	167	174	14	21	428	171	86	317	115	95	65	609	528	78	204	71	299	301	745	210	74	88	54	75	559	92	231	676	511	237	119	58	65	284	31	192	341	357	13	332	550	321	194	164	245	69	886	206	509	112	425	49	501	284	79	166	158	469	49	171	471	29	1024	611	414	79	185	30	129	95	112	309	365	148	101	284	125	285	295
"txid1675036"	0	0	0	4	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	1	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	1	0	0	1
"txid879612"	11	54	32	177	13	6	51	163	25	79	109	68	8	66	205	89	1	0	98	28	101	69	79	74	0	114	10	89	44	105	100	92	107	223	20	48	174	50	57	97	7	98	74	5	11	160	69	33	165	21	88	24	242	307	67	108	89	170	132	299	68	62	38	52	43	192	87	89	306	312	50	47	40	1	192	13	47	63	166	1	205	308	162	46	164	86	46	111	97	202	50	165	44	59	107	70	107	5	152	21	69	154	12	46	374	122	65	73	4	110	99	90	234	209	141	65	316	48	107	156
"txid1232428"	10	37	42	87	18	8	33	210	50	44	136	107	3	32	172	106	1	0	129	68	158	108	78	65	0	70	11	118	55	133	114	109	163	158	10	73	221	70	52	133	7	62	88	6	11	148	94	42	99	53	60	23	325	202	33	72	64	103	94	437	69	46	44	22	16	191	63	129	336	197	109	59	23	28	99	16	95	135	104	9	112	200	200	94	112	141	25	267	119	272	66	216	37	155	149	27	107	74	233	25	113	248	20	364	256	183	31	64	18	95	66	72	146	139	104	44	139	69	110	109
"txid187326"	0	4	3	14	1	0	3	17	2	8	3	4	0	4	5	4	0	0	7	3	6	5	5	1	0	9	1	7	3	4	11	6	15	15	2	3	7	1	1	6	0	5	8	1	0	69	4	4	11	1	5	1	22	29	4	11	1	12	13	16	4	2	2	4	2	10	5	8	26	24	6	5	3	0	23	1	5	33	12	0	19	17	18	4	8	6	2	8	9	13	2	17	2	1	15	4	2	1	12	1	4	10	0	1	30	9	3	9	1	2	1	1	23	21	4	6	19	3	11	15
"txid349095"	7	81	66	211	8	5	65	108	54	78	36	39	8	87	45	48	0	0	53	8	41	41	54	31	0	155	3	38	46	58	74	44	62	282	28	36	84	22	14	57	4	97	50	7	7	704	34	22	202	17	25	24	176	371	39	138	22	182	152	154	81	17	21	40	53	241	30	40	173	316	41	36	36	5	216	10	32	289	185	3	234	350	112	28	43	55	44	250	55	103	20	121	14	115	85	44	17	9	66	12	51	69	4	51	445	85	55	107	4	11	20	15	249	250	23	103	232	21	114	189
"txid2144175"	5	26	24	78	13	5	23	96	19	23	44	34	3	30	53	39	0	0	62	11	39	43	59	21	0	56	5	52	42	59	44	50	77	108	8	35	92	29	14	68	5	41	37	5	7	17	37	20	66	18	25	13	172	99	21	49	27	67	52	217	37	22	19	15	17	77	28	42	128	121	44	40	14	6	64	11	37	21	59	0	70	125	127	26	37	60	17	92	43	110	29	89	17	57	65	16	33	18	79	14	46	64	7	58	152	65	17	39	2	26	19	20	104	84	35	24	74	27	43	54
"txid349094"	0	1	1	1	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	2	0	1	1	1	2	0	0	0	1	1	0	3	0	0	0	3	0	0	0	0	2	0	1	4	1	0	1	1	1	0	1	0	0	3	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1
"txid2045301"	1	17	20	53	1	0	17	13	25	19	3	3	2	18	5	6	0	0	6	4	2	4	9	2	0	24	3	9	5	4	7	9	10	81	5	4	8	3	1	7	0	30	3	2	1	20	5	2	35	4	1	8	25	60	9	34	3	34	55	27	29	1	3	7	11	79	3	7	12	72	7	10	6	1	38	1	4	6	54	2	39	79	23	6	3	4	8	91	2	20	3	15	1	39	12	8	1	0	10	1	5	2	0	9	98	7	7	24	0	1	1	1	56	58	1	20	26	3	27	28
"txid1111454"	0	1	1	1	0	0	1	1	2	0	1	0	0	2	1	2	0	0	0	0	0	0	0	1	0	2	0	1	1	1	1	1	0	2	0	2	0	0	0	1	0	1	0	0	0	3	0	0	2	0	1	1	4	2	0	1	0	1	3	2	0	0	0	0	0	2	1	0	2	3	0	0	0	0	0	0	0	1	3	0	1	2	1	1	1	0	1	7	0	0	0	2	0	2	0	0	0	0	1	0	0	0	0	0	4	0	1	1	0	0	0	0	1	2	0	1	1	0	0	0
"txid1936062"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	14	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	1	0
"txid479436"	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"txid103892"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"txid85831"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid47678"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	40	0	16	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"txid1462569"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"txid1411144"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	2	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"txid762984"	0	0	0	0	0	5	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"txid28111"	0	0	0	0	0	1	0	0	0	0	0	0	3	0	1	0	0	0	0	96	0	27	0	0	0	0	0	0	2	0	0	0	0	38	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	39	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	36	0	0	1	0	0	3	0	0	0	3	0	0	0	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	2	0
"txid1077285"	0	5	6	0	15	1	0	0	0	0	0	0	0	0	0	0	2	0	0	103	0	42	0	0	0	0	0	0	1	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	12	0	0	0	0	0	0	0	0	0	0	15	0
"txid338188"	0	0	0	0	0	0	0	1	1	5	1	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	1	1	1	0	1	1	1	0	0	1	1	0	2	0	1	0	0	0	0	2	0	3	4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	2	0	3	1	0	0	0	0	2	0	0	0	7	0	0
"txid1462571"	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	15	0	0	0	0	3	0	0	0	6	0	4	0	0	0	0	3	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	1	0	1	0	0	0	0	0	4	0	0	7	3	0	0	0	0	0	0	0	0	0	2	0	0	8	2	1	0	0	4	0	1	0	0	0
"txid2792859"	0	0	0	0	0	0	1	8	4	1	1	0	1	0	0	1	0	0	0	118	0	47	1	0	0	0	3	4	13	0	2	0	1	75	11	1	0	4	1	0	5	8	2	3	2	0	2	1	1	285	1	39	0	0	0	0	0	0	0	0	27	0	2	0	0	6	0	0	1	0	48	2	0	0	1	4	75	1	0	0	2	0	0	34	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	13	1	0	6	0	0	137	0	131	6	0	0	0	0	1	0	0	0	10	19	0
"txid1912896"	0	0	2	0	8	0	0	0	1	2	0	0	1	0	0	1	0	0	0	7	0	2	0	0	0	0	0	0	0	1	2	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1	20	0	0	6	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	1	1	0	0	1	4	0	0	1	0	0	4	0	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0
"txid1841856"	7	0	0	5	0	0	1	31	11	21	2	8	0	7	5	24	0	0	5	49	14	22	9	4	14	41	4	34	33	4	35	5	14	77	4	38	10	19	2	12	3	23	30	2	2	20	36	5	6	39	14	109	33	44	33	24	20	77	13	19	219	29	3	54	7	33	27	3	22	18	96	5	3	0	75	3	42	17	7	0	55	12	37	44	10	13	5	0	55	14	6	34	37	0	55	88	10	0	17	5	28	23	3	7	44	123	12	136	4	12	13	11	14	43	5	6	6	36	21	17
"txid28116"	0	2	1	0	8	0	0	0	1	6	0	1	0	0	1	0	0	0	0	6	0	3	0	0	0	0	0	0	0	0	4	0	0	5	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	3	1	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	2	0	0	16	1	0	3	0	0	2	0	0	0	1	1	0	1	0	0	0	0	0	2	1	0	1	2	7	0	0	0	1	0	2	0	2	0	2	0	2	0	0	0	1	1	0	0	4	2	0
"txid291644"	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	115	0	52	0	0	0	0	0	0	4	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11	0
"txid449673"	0	3	6	0	7	0	0	6	9	97	5	0	1	0	29	0	0	0	0	22	0	10	3	22	0	1	3	4	6	0	8	1	3	11	4	1	0	2	10	1	2	8	1	0	1	0	2	1	5	4	9	3	0	0	0	0	0	0	0	1	1	0	0	3	1	0	0	0	0	0	2	2	1	68	1	1	0	1	0	14	0	0	0	0	0	0	6	17	0	0	0	0	0	25	4	0	2	67	0	2	2	0	0	11	0	0	0	0	0	0	1	0	0	0	0	1	0	5	0	1
"txid818"	0	20	27	0	45	11	0	4	0	0	3	0	17	0	7	2	4	0	0	4	11	1	0	0	0	2	0	0	0	0	18	0	0	3	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	180	1	16	0	1	1	0	0	1	0	0	5	0	0	0	0	0	0	0	6	0	2	0	0	18	4	0	24	0	0	5	2	0	0	15	0	0	0	3	0	0	0	0	0	2	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
"txid820"	0	25	53	0	80	19	0	1	7	113	10	0	27	0	86	0	1	0	0	58	0	34	2	19	0	0	1	1	11	0	0	1	1	77	4	1	0	4	4	3	8	11	0	3	1	0	6	0	8	30	21	3	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	2	1	0	24	0	2	2	1	1	4	0	0	0	1	0	0	0	4	0	0	1	0	0	10	0	0	1	44	0	6	2	0	2	17	0	6	1	6	7	0	0	0	0	0	0	0	0	6	3	0
"txid657309"	0	3	6	0	23	3	0	1	2	16	0	0	10	0	2	0	1	0	1	4	0	1	0	1	0	0	0	1	1	1	3	0	0	4	2	2	0	1	1	0	0	3	2	1	0	0	2	0	1	9	2	1	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	0	1	0	1	1	0	30	0	1	2	0	1	4	0	0	0	0	0	0	1	3	0	0	0	1	0	5	1	0	1	4	0	1	1	1	2	4	0	1	0	1	0	0	0	0	0	1	0	1	0	10	1	0
"txid2650157"	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	1	0	0	0	0	0	1	0	0	0	4	1	0
"txid2725562"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	1	0	0	3	0	0	0	0	0	0	12	0	0	0	0	1	0	0	1	3	0	2	0	0	0	1	2	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	5	0	1	0	0	0	0	0	3	0	1	7	0	0	0	0	0	0	0	0	0	0	2	1	0	4	2	1	0	0	3	0	0	0	0	0
"txid376804"	0	0	0	2	0	0	0	6	2	5	1	2	0	3	1	3	0	0	2	6	2	5	2	4	5	7	1	1	10	1	10	1	4	17	1	11	1	3	2	2	0	8	4	1	0	8	8	2	2	4	5	29	7	11	7	5	4	27	4	4	63	6	2	14	2	7	9	2	7	10	12	1	2	0	16	1	9	10	0	0	15	1	14	7	3	2	0	0	10	1	1	7	6	0	9	21	2	0	3	1	5	2	1	1	16	21	6	37	0	3	1	0	2	10	1	2	3	6	8	3
"txid470145"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	3	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	2	0	1	0	0	0
"txid387090"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	1	0	0	1	0	0	2	0	0	1	0	0	2	0	0	0	0	1	1	0	0	0	0	3	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	2	1	1	3	0	0	0	0	0	2	0	0	0	0	0	0
"txid357276"	1	0	1	1	0	25	2	5	6	47	3	1	95	2	3	4	0	0	2	211	1	139	6	0	3	5	5	2	6	1	6	2	4	369	10	14	1	7	0	4	7	10	6	2	3	8	8	2	2	531	3	163	11	9	8	7	3	8	4	5	66	7	6	17	4	24	6	1	2	5	102	15	3	153	15	3	97	11	2	37	9	2	13	39	5	2	3	51	10	3	2	3	5	79	8	14	3	46	3	3	9	1	2	52	16	14	5	40	8	1	4	1	5	13	0	1	1	23	43	3
"txid2786956"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	0	0	0	1	0	0	4	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
"txid2739389"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	3	0	1	0	0	0	1	1	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
"txid204516"	0	0	0	0	1	7	0	91	59	273	0	0	12	1	0	7	0	0	2	222	9	82	4	0	0	7	29	3	1	0	67	7	0	136	33	3	6	3	0	59	1	3	45	1	1	0	1	0	119	213	0	36	3	5	1	1	0	5	0	4	6	0	0	1	1	4	0	0	7	0	44	0	1	1	5	1	74	0	0	1	8	0	0	37	0	0	0	1	1	1	1	1	1	2	13	1	0	4	0	4	0	7	2	2	5	53	0	43	4	0	0	0	2	0	0	0	0	13	17	6
"txid484018"	69	0	0	2	0	0	0	2	385	34	0	1	0	56	1	1	1	0	90	13	0	7	220	4	0	3	91	176	398	1	2	25	78	11	121	136	10	125	5	34	95	216	1	35	34	13	154	0	15	2	3	4	3	3	4	1	4	2	1	2	9	3	21	5	2	2	2	0	0	0	3	0	0	0	5	26	5	7	2	0	2	0	3	5	3	0	2	0	2	0	7	1	3	0	0	6	1	0	0	61	1	0	24	0	10	6	2	10	97	2	1	1	11	88	2	0	2	297	3	1
"txid1236538"	43	0	0	19	1	0	2	120	51	57	9	24	0	26	16	100	0	2	44	219	48	113	52	13	41	90	17	133	131	17	100	51	89	190	10	147	47	117	14	42	12	77	77	4	7	68	180	21	21	128	96	259	159	113	96	64	77	180	36	85	552	154	13	155	19	79	127	36	93	61	217	16	25	0	161	20	147	80	36	0	135	26	152	137	77	40	6	0	179	49	13	97	185	0	159	248	71	0	93	20	119	99	11	36	154	416	35	319	20	70	56	51	41	130	18	11	5	208	53	31
"txid435590"	13	76	128	6	131	12	4	348	244	142	57	9	56	61	160	51	1	21	19	269	45	132	57	130	8	56	5	34	130	5	145	37	33	130	5	61	9	66	60	77	11	102	64	4	11	23	75	9	105	749	142	421	40	44	11	17	13	70	11	23	309	22	13	46	7	87	24	7	74	19	553	16	9	34	85	9	593	34	11	6	57	13	42	404	9	9	45	14	67	14	9	34	31	41	85	40	29	74	17	16	39	35	7	178	56	445	13	309	31	8	29	13	13	50	5	8	3	209	137	24
"txid487174"	0	2	2	0	6	4	0	1	0	0	1	0	6	0	1	1	0	0	0	0	3	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	1	1	0	0	1	2	0	0	0	1	0	2	1	3	1	0	1	0	0	0	1	0	1	1	0	0	2	0	0	0	0	0	0	2	1	0	4	1	0	6	0	0	0	2	1	1	3	0	0	0	1	1	1	0	1	0	0	0	1	1	16	1	0	1	1	0	13	1	25	0	16	0	0	0	0	1	1	0	0	0	2	0	0
"txid397865"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	4	0	0	3	0	0	1	0	0	0	1	0	1	0	1	2	1	0	0	1	0	3	0	0	0	1	2	0	0	0	3	0	1	2	0	0	2	0	0	0	0	1	2	0	0	0	0	3	1	0	0	0	0	2	1	1	0	0	0	2	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	2	0	1	0	2	0	0
"txid1349822"	0	14	29	0	47	2	0	1	22	23	0	0	2	0	0	1	0	0	0	11	0	1	11	0	0	0	7	13	7	1	0	0	3	4	12	5	0	9	0	0	5	20	3	1	2	0	5	2	0	7	0	1	0	0	0	1	0	0	1	0	1	0	2	0	0	0	0	0	0	0	4	2	0	12	0	0	26	0	1	4	0	0	1	4	0	0	0	2	0	0	2	0	0	1	0	0	0	5	0	4	9	0	2	3	0	10	0	5	4	0	0	0	0	0	0	1	0	36	1	1
"txid2518971"	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	5	2	10	0	0	0	1	0	0	0	1	5	0	0	3	0	0	0	0	1	0	0	0	4	0	0	0	0	1	0	3	4	1	0	2	1	0	0	1	0	0	1	1	0	2	4	0	0	0	4	0	0	1	0	0	2	0	1	0	0	0	2	0	0	1	4	0	0	0	2	0	0	2	4	1	2	2	1	2	0	0	0	1	0	12	0	7	1	2	0	2	1	0	0	0	2	1	0	0	0	1
"txid2530391"	0	0	0	2	0	0	0	3	0	2	0	1	0	0	0	1	0	0	0	2	3	1	0	0	0	3	0	2	0	1	2	1	1	3	0	2	1	3	1	2	0	3	4	0	0	0	4	0	6	1	2	1	2	3	0	0	0	3	1	4	2	0	0	6	2	1	0	0	2	1	1	1	1	0	6	1	1	0	1	0	4	1	1	0	1	2	0	0	2	1	0	3	2	0	4	2	1	0	4	0	2	2	0	0	5	0	0	2	0	0	1	1	3	1	1	1	0	4	1	2
"txid2094150"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	1	0	1	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
"txid2530390"	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	1	1	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	2	0	1	2	0	0	0	0	1	1	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	2	0
