"Taxa"	"hera_1"	"wolverine_1"	"buddy_11"	"hamlet_11"	"hera_11"	"jarjarbinks_11"	"joans_11"	"padme_11"	"ginger_14"	"hera_14"	"iris_14"	"jarjarbinks_14"	"kubo_14"	"wolverine_14"	"ginger_2"	"hera_2"	"jarjarbinks_2"	"lambchop_2"	"jarjarbinks_3"	"goose_4"	"padme_5"	"korra_6"	"padme_6"	"ginger_7"	"hera_7"	"iris_7"	"padme_7"	"charles_9"	"franc_9"	"grogu_9"	"henry_9"	"ivy_9"	"korra_9"	"ophelia_9"
"Metabolism|Global and overview maps"	0.384818646242235	0.381491759673583	0.367443777640078	0.352269679942345	0.36590959102901	0.36162633443754	0.379103173198481	0.355601999302989	0.395791444649021	0.37637946998702	0.37034800733124	0.36537437224026	0.360510461536016	0.36744307103855	0.358660828710869	0.385277138139033	0.37811680402	0.377917281211861	0.401964845742737	0.362760589080741	0.361279996257708	0.37461426952849	0.361302333015028	0.362866055307985	0.39780974031313	0.388646643590789	0.359634258222425	0.357610910717137	0.36082677684189	0.389990387821232	0.359687046764333	0.369004686077254	0.378810114768255	0.37778809631031
"Metabolism|Carbohydrate metabolism"	0.117816488419096	0.115536450965425	0.121501614565186	0.140236653092903	0.124663917408	0.128457907846299	0.121431500240718	0.128583983106666	0.122669294256577	0.122832957184722	0.120498254326534	0.114301203910979	0.124692000811999	0.119893261681136	0.123406309137525	0.118296190180842	0.118260689230894	0.118155603862763	0.116808801319062	0.119894692371498	0.122624898114443	0.12070581908643	0.122352846511935	0.122812257833287	0.116756302210274	0.116764677409822	0.123256718808703	0.12347166481434	0.123124878549818	0.117087805907535	0.125046063307394	0.121255321110158	0.116015512410084	0.116534007531595
"Environmental Information Processing|Membrane transport"	0.0803889833915808	0.0687170073976211	0.0831083662486679	0.0999056639492218	0.089478183486974	0.0848725763121926	0.0800247919872093	0.0852465967023465	0.0749068313902337	0.0815148050733287	0.059637612777459	0.0823797284876649	0.0862273501547757	0.0891631555795159	0.0868252030063882	0.0578887816778646	0.0500228548152672	0.0445563614534015	0.0684064703889696	0.0884222095925096	0.0835753915543025	0.0784874862799258	0.0818209076765567	0.0848070004964166	0.0704580695655563	0.073253468840337	0.0823260702446648	0.0873435437763523	0.0860102988979886	0.0612853478279835	0.0845275760515209	0.0750931238088157	0.0709909799601253	0.0811224409857692
"Metabolism|Amino acid metabolism"	0.0672879607891296	0.0672658770500503	0.0594107543589325	0.0544086855234864	0.0585548356170291	0.0564740275724301	0.062642181909481	0.0577754544614894	0.0659810725204636	0.0618676726920611	0.0604687348291397	0.0607181056079648	0.0555735104731293	0.0606233816846383	0.0555953380324996	0.0636586527430972	0.0598391085367696	0.0587887500842703	0.0714895749672285	0.0573070684068811	0.0565302364003059	0.0607830274399448	0.0564610678697133	0.0569759212346327	0.071007848701973	0.0688229774415388	0.0556672980070946	0.055568608513104	0.0562928862261358	0.0667154027311976	0.056969583821281	0.0586238967813421	0.0637080211589886	0.0636120452973563
"Environmental Information Processing|Signal transduction"	0.0399153569031874	0.0467994527371872	0.0441362275791698	0.0438176293093382	0.0454623846726254	0.047953953822275	0.0391809177781414	0.0516877202449948	0.0342379444488063	0.0427092321900295	0.0587823658950697	0.0611551191961688	0.0457627634860358	0.0528244589526733	0.0460807125559106	0.0485443328065286	0.0571579001219808	0.057121775157328	0.0328197079538505	0.0419557131859467	0.046227961407322	0.0493194902783745	0.0472485478067846	0.0447293316131783	0.03474378925403	0.0406546803300182	0.0480405796093574	0.0476220906262955	0.0452148468130905	0.0418739477454534	0.0467023967185929	0.0464045399740861	0.0522898293807298	0.0497627655136863
"Cellular Processes|Cellular community - prokaryotes"	0.0385772248666995	0.0386041261850449	0.0413228610244926	0.0429338393283614	0.0434438561149094	0.0427335370748187	0.03924983893734	0.0457865337298649	0.0377871725121831	0.0409809081392958	0.0429606725279101	0.0474964768147617	0.0430999889666728	0.0461837692251626	0.0436505648858305	0.0369390235770671	0.0397297271755497	0.0389242231905836	0.0335413592327818	0.0424773345005154	0.0428126441874193	0.0420572530499606	0.0429958419661112	0.0426535667648229	0.0340780539148566	0.0373402547880315	0.0434138744958089	0.0442054939248806	0.0431251628985329	0.0353637462599851	0.0435701625489898	0.0406777802444473	0.0428669244003987	0.0434049485947773
"Metabolism|Energy metabolism"	0.0354266397463116	0.0362654758799242	0.037709091951466	0.0361764024679399	0.0365297805041032	0.036828936760339	0.0368870723553312	0.0383483179220552	0.0352322304326172	0.0359322968240494	0.036539778022792	0.0362343584958909	0.0379604552709353	0.0358615033717606	0.0382595340452219	0.0354349208018311	0.0348227501715321	0.0351918292006092	0.0358834507083752	0.0366289618560564	0.0380935720335901	0.0356098484971639	0.0380266955073646	0.0380141814298822	0.0359861661224913	0.03660173454428	0.0380346011009603	0.0380140600347485	0.0381291295429365	0.0364494583918243	0.0385009047316012	0.0372908645540217	0.0359211461149704	0.0358224194980163
"Metabolism|Metabolism of cofactors and vitamins"	0.0359478779400689	0.0348061556506781	0.034748590123373	0.0332322385179597	0.0344085900027021	0.0343796173158916	0.0366851483893413	0.0327241833138092	0.0402377904667021	0.0362168810176198	0.0331772260445002	0.0306871784767233	0.0347156146960058	0.0319494018794936	0.0344791418564053	0.0360178657451479	0.0338862723319046	0.0370763807024666	0.0383239221837536	0.0333680143662939	0.0345747078561512	0.0348271865727009	0.0345973196758977	0.0350168759447612	0.0372537621143577	0.0356055884787124	0.0343401326951116	0.033964114723514	0.0348010187304658	0.036983353774899	0.0343053415247253	0.0355166550613533	0.0340113417873804	0.0335345795525741
"Metabolism|Nucleotide metabolism"	0.0257326808782624	0.0252913769720766	0.0253401364278332	0.0249923127083912	0.0253646396817223	0.0251734116407367	0.0262700873095731	0.024541727385746	0.0277637758069175	0.0261095429527172	0.0244911413976282	0.0238684053003357	0.0252319531882226	0.0245377097078241	0.025080014647816	0.0257523191850876	0.0257220239294491	0.025444785724092	0.0269628248106443	0.0275190932535346	0.0251605263317905	0.0256336783116328	0.0250875495009144	0.0253274567495408	0.0266521161431717	0.0261732094589886	0.0249863649488224	0.024979758069489	0.0252316011655456	0.0263238635799718	0.025139697457204	0.0254444740976519	0.0250541352161491	0.0252414278955295
"Metabolism|Lipid metabolism"	0.0198275568318787	0.0218204109991908	0.0214699155438458	0.0213345941230459	0.0208547681979758	0.0222381307240265	0.0200698896791329	0.0219707200314978	0.0180389522981275	0.020401371305591	0.0241383805266895	0.0229977906358466	0.0219628644399238	0.0205971056785609	0.0220719748169816	0.0236047770275588	0.0244281366067521	0.025978732817646	0.0188542524481614	0.0215876393980017	0.0222092266551167	0.0213348050103648	0.0224687022093513	0.0217318605779038	0.0191099887709939	0.0192808833221003	0.0226582207063168	0.0221792585094818	0.0218566112951332	0.0219139094134838	0.0219669617077915	0.022519013548514	0.0217114139211638	0.0208490964300612
