"Taxa"	"jarjarbinks_29"	"korra_29"	"kubo_30"	"hamlet_31"	"jarjarbinks_32"	"goose_37"	"hera_37"	"kubo_37"	"lambchop_37"	"ophelia_37"	"wolverine_37"	"hamlet_41"	"hera_41"	"goose_42"	"lambchop_42"	"buddy_57"	"joans_57"	"ginger_58"	"henry_59"	"joans_60"	"marshmallow_60"	"joans_62"	"henry_66"	"ivy_67"	"franc_68"	"grogu_70"
"Metabolism|Global and overview maps"	0.382423251207012	0.364205641014498	0.381813330415563	0.391131740603083	0.376255374024872	0.386630381049642	0.371751911236142	0.380329958590473	0.382412621249455	0.359073707476666	0.379618433640051	0.377574896865846	0.380080700141938	0.398210610131785	0.390789390596491	0.390195548935167	0.365471756610956	0.403988439899548	0.403091319221545	0.381451171316465	0.362928213521942	0.40634673603373	0.375594872213692	0.371354847665331	0.387433728602333	0.366172161777798
"Metabolism|Carbohydrate metabolism"	0.120218084710515	0.123367249523522	0.118759060047856	0.119006990610619	0.120411575943854	0.119049865932696	0.113160845191893	0.123932450587377	0.118564993880074	0.122788314173572	0.116525943674106	0.119653805307722	0.119700110315232	0.116507761333415	0.120213930931639	0.118348640182827	0.120942679362291	0.117201741648832	0.117405713984447	0.120226779937548	0.120720599742411	0.11750946578823	0.115370667865703	0.118622841676971	0.119516016502582	0.122195023236029
"Environmental Information Processing|Membrane transport"	0.0776267586873736	0.0850114866105449	0.0783278980515212	0.0723568226238711	0.0784442012953929	0.0751481836667381	0.0754741372139074	0.0756390744336393	0.0759708358515848	0.0859454483576928	0.0715051146758036	0.0796264960008593	0.0760366810063718	0.0699682128388513	0.064381865076488	0.0710498812265155	0.0819566920128353	0.0673550092568795	0.0653555418353783	0.0786728610766003	0.0842947172370109	0.0677901089344794	0.0560000714888165	0.0778887477478112	0.0752938068596206	0.07157627891657
"Metabolism|Amino acid metabolism"	0.0637496207531973	0.0570597397180533	0.0638308661416488	0.0659173807021945	0.061875385265252	0.0658715566047759	0.0626866803654674	0.0620950272014311	0.0651632830668287	0.0559726685226014	0.0658584595469259	0.0618968699907764	0.0625670178473275	0.0706766298255949	0.0684680708306346	0.0676285323371306	0.0604576076962133	0.0713990529339191	0.0712666892827306	0.0645058950484932	0.0583461751251114	0.0717841145951764	0.0641959111882612	0.0624370592734502	0.0655129314948703	0.0560692493429367
"Environmental Information Processing|Signal transduction"	0.0389426012023369	0.0441141503317515	0.0429648880506068	0.0380734322400896	0.0416738991462852	0.0382513850397157	0.0596651054113216	0.041904974018771	0.0400859831292485	0.0471197772959408	0.0493115062995762	0.0452322605463007	0.043988945449712	0.0339385783188556	0.0398715279666549	0.0401447689206171	0.0442623710715032	0.0320105583089352	0.0321964033053707	0.0384634296497156	0.0448789400941582	0.0290222884035841	0.0548715322294104	0.0457509297951493	0.0371389441170562	0.0486190217685462
"Cellular Processes|Cellular community - prokaryotes"	0.038618997605944	0.04247993286187	0.0408102066315221	0.0386546809797509	0.0395648399293537	0.0375957786297201	0.0452156181679473	0.0389060557648366	0.0379464065045234	0.0438924940209094	0.0406343799038762	0.042343408423421	0.0411014036606745	0.033875516535803	0.0360644354916806	0.0373606931798238	0.0427033023521477	0.0336580720593547	0.0330021355599696	0.0382561637639331	0.0433400469366887	0.0322595521256485	0.0414839360603387	0.0415106187323115	0.0373305168624777	0.0411337491526376
"Metabolism|Energy metabolism"	0.0367730286273987	0.037862184295974	0.0361038930844605	0.0353002411295185	0.0372239396605897	0.0365147099445816	0.0359395997191308	0.0359019143358306	0.036979710006249	0.0380773665210047	0.0366098970671706	0.0358074765075627	0.035710261629387	0.0361879433619661	0.0370090920077219	0.0359652324255188	0.0374945936413788	0.0355604709065456	0.0357183861218206	0.0366428062929428	0.0378190858102428	0.0356620347107079	0.0354229573112507	0.0367589524593064	0.0364924109652151	0.0374259728498795
"Metabolism|Metabolism of cofactors and vitamins"	0.0367448807991782	0.0352296698411716	0.0362057066514786	0.0388788596217202	0.0359614077302573	0.0372119372614099	0.0316651125754443	0.0369705150316188	0.036145338436637	0.0343609161347189	0.0338117707924794	0.035979424948042	0.0364877953477271	0.0382010210902935	0.0376850927724337	0.0369376043172829	0.0349938336775312	0.0393734211831797	0.039505074052381	0.0366781448476776	0.0350518337531021	0.0404029526195261	0.0353514140552672	0.0352217861147348	0.0376977674313888	0.0357567924184109
"Metabolism|Nucleotide metabolism"	0.0263068091370309	0.0254535241648412	0.0261342466882364	0.0270116589235869	0.0259010051181445	0.0265553189381361	0.0241963551494038	0.0263677357743902	0.026085671889813	0.0250573361824118	0.0252736854618286	0.0259673837273138	0.0261178937024447	0.0271091610420768	0.0266562589014457	0.0265366613421226	0.0255666129245569	0.0274111445583222	0.0274925186995997	0.0263057753099705	0.0252323412284991	0.0279464656596825	0.024682793935202	0.0250910641469823	0.0266606397660415	0.0255097844511889
"Metabolism|Lipid metabolism"	0.0200407482489647	0.0215273271314681	0.0200365443005926	0.0194119257915499	0.0208392785114243	0.0194462403769941	0.0233739138705956	0.0207288435137376	0.0199809363589719	0.0221521623265956	0.0213385024264301	0.0206409222769688	0.0208761255624462	0.0184936579623611	0.0199532056980095	0.0195879641157865	0.0214769910172713	0.0183405743794269	0.0187538860511049	0.019884695627075	0.0217362664492207	0.017875240110158	0.024385556125037	0.0219317476386679	0.0195443130409677	0.0237557371492112
"Genetic Information Processing|Translation"	0.0166904375217404	0.0133925663973794	0.0175926601684952	0.0193545022499006	0.0155350040278629	0.017663937589433	0.0166260288576963	0.0186055242755465	0.0165757374190107	0.0125922060248661	0.0177740325275603	0.0173713647877846	0.017797195715884	0.0193196986359088	0.0195793060683562	0.019077003215173	0.0136365560548513	0.0203737910705191	0.0204841499115235	0.0166002315468504	0.0132056321862328	0.0207778610319379	0.0176530519844146	0.0154438674352032	0.0176406723456584	0.0141053863429978
