"Taxa"	"ginger_29"	"henry_29"	"joans_29"	"ginger_36"	"grogu_36"	"henry_36"	"franc_37"	"grogu_37"	"grogu_41"	"joans_41"	"marshmallow_41"	"ginger_42"	"grogu_42"	"henry_42"	"ivy_42"	"ophelia_57"	"wolverine_57"	"goose_58"	"wolverine_58"	"goose_59"	"hamlet_59"	"iris_59"	"ophelia_59"	"iris_60"	"wolverine_60"	"hamlet_67"	"hera_67"	"jarjarbinks_68"
"chemoheterotrophy"	0.320012439744985	0.236311387078565	0.329414922168545	0.274801031274521	0.331316826111424	0.303180796972922	0.30922619047619	0.331473060493317	0.332559938128384	0.26695160500423	0.240762711864407	0.186161713007351	0.326431966486748	0.310592734225621	0.272442396313364	0.23603268052385	0.170650529500756	0.262975478728013	0.200636355252236	0.312983312983313	0.249985993613088	0.299317807574688	0.171052292466689	0.250352467270896	0.267172790768296	0.260565723793677	0.321029948060559	0.276394628099174
"fermentation"	0.307183952728969	0.219582285626315	0.32259796027912	0.247393789933864	0.330472706809229	0.292420480075677	0.299925595238095	0.330646272564421	0.331470153975954	0.246872356529095	0.18135593220339	0.170725471396612	0.323330379440909	0.272504780114723	0.251674347158218	0.222275621770996	0.168119928483015	0.249978338098952	0.197454578991054	0.30006105006105	0.244159336657516	0.285015290519878	0.167160640189686	0.241208459214502	0.236319465532949	0.186688851913478	0.316609570118245	0.24426652892562
"anaerobic_chemoheterotrophy"	0.307183952728969	0.219479653102068	0.32259796027912	0.247281694877256	0.330472706809229	0.292420480075677	0.299925595238095	0.330646272564421	0.331470153975954	0.246872356529095	0.18135593220339	0.170533716842442	0.323330379440909	0.272504780114723	0.251674347158218	0.222275621770996	0.168119928483015	0.247162290962655	0.197454578991054	0.2999592999593	0.244047285562216	0.285015290519878	0.166980232468235	0.241208459214502	0.236319465532949	0.186688851913478	0.316609570118245	0.24400826446281
"animal_parasites_or_symbionts"	0.0129839838283315	0.0849797300764612	0.00536768652710682	0.0437170720771214	0.00376336522228475	0.0364195341137519	0.0181547619047619	0.0040650406504065	0.00196864233987204	0.0473709986198299	0.265254237288136	0.10862895493768	0.00841859341013454	0.0229445506692161	0.043010752688172	0.11360086507269	0.120451107137945	0.0479161251191405	0.0984967259983399	0.0208078958078958	0.0777074345901731	0.0201834862385321	0.117033066158089	0.0627995971802618	0.0536896447008807	0.153743760399334	0.0140346999668472	0.0523760330578512
"human_associated"	0.0129839838283315	0.060450556781444	0.00332796564680623	0.0437170720771214	0.00101997749015194	0.0185645027787632	0.0173363095238095	0.000688989940746865	0.000457006257470295	0.0446997017051779	0.023728813559322	0.0928731224033238	0.00410859582695561	0.0226386233269598	0.0427649769585253	0.0596539709239457	0.120011002613121	0.0418507928255784	0.0982661625011528	0.0128713878713879	0.052159784861897	0.0151493766172665	0.0968274013556352	0.0492648539778449	0.0493774673549955	0.0445923460898503	0.00884075588462814	0.0415805785123967
"human_gut"	0.0127507386098585	0.0390003592138349	0.00332796564680623	0.0290326196614729	0.00101997749015194	0.0144850419770604	0.0171875	0.000688989940746865	0.000457006257470295	0.0190107297092738	0.0235593220338983	0.0559923298178332	0.00233626037219045	0.0182026768642447	0.042642089093702	0.0519043614081461	0.0041534864530326	0.0188891777142362	0.00585631282855298	0.00722425722425722	0.0365846826152726	0.0151493766172665	0.0737609855416098	0.049103726082578	0.023382933495293	0.0429284525790349	0.00861973698751243	0.021952479338843
"mammal_gut"	0.0127507386098585	0.0390003592138349	0.00332796564680623	0.0290326196614729	0.00101997749015194	0.0144850419770604	0.0171875	0.000688989940746865	0.000457006257470295	0.0190107297092738	0.0235593220338983	0.0559923298178332	0.00233626037219045	0.0182026768642447	0.042642089093702	0.0519043614081461	0.0041534864530326	0.0188891777142362	0.00585631282855298	0.00722425722425722	0.0365846826152726	0.0151493766172665	0.0737609855416098	0.049103726082578	0.023382933495293	0.0429284525790349	0.00861973698751243	0.021952479338843
"human_pathogens_all"	0.000310993624630695	0.0432082927079592	0	0.0285281919067369	0	0.00750857277994561	0.000297619047619048	0	0	0.042518142558212	0.000169491525423729	0.0720357941834452	0.00269878353339241	0.00474187380497132	0.000245775729646697	0.0100324402258801	0.116655205611333	0.036911879386535	0.0928248639675367	0.00951363451363451	0.0234186789175864	0	0.032602252519265	0.000161127895266868	0.0290920133616763	0.00274542429284526	0.000221018897115703	0.0243285123966942
"nitrate_reduction"	0.000310993624630695	0.0214501975676092	0	0.0145723573590405	0	0.00407946080170273	0.000297619047619048	0	0	0.0259561016873692	0.000169491525423729	0.0371684244167466	0.00189317650849915	0.000152963671128107	0	0.00817013096239337	0.115857516160088	0.0243913005805389	0.092317624273725	0.006003256003256	0.0155751022466245	9.40955069395436e-05	0.0731939898456225	0.000644511581067472	0.0363802004251442	0.00183028286189684	0	0.0203512396694215
"aerobic_chemoheterotrophy"	0.0127507386098585	0.0168830502386206	0.00681696188942566	0.0275193363972649	0.00084411930219471	0.0107603168972449	0.00922619047619048	0.000826787928896238	0.00108978415242916	0.0201237700903789	0.0594067796610169	0.0156279961649089	0.0031418673970837	0.0380879541108987	0.0207680491551459	0.0137570587528535	0.00250309448494017	0.0158131877653583	0.00318177626118233	0.013024013024013	0.00599473359852093	0.0143025170548106	0.00407205999845365	0.00914400805639476	0.0308533252353477	0.0737936772046589	0.00442037794231407	0.0323863636363636
"xylanolysis"	0.000310993624630695	0.000359213834864269	0.00311325818572195	0.000224190113216007	0	0.00118245240629065	0.00959821428571429	0.000137797988149373	0	0.00178086460976804	0.000338983050847458	0.000287631831255992	8.05607024893257e-05	0.000841300191204589	0.0315821812596006	0.00264327766430374	0.00225553568972631	0.00290269474049043	0.0029512127639952	0.00417175417175417	0.00100845985769511	0.0499647141848977	0.000850493543980825	0.0455991943605237	0.00989978742787732	0.00166389351081531	0.000773566139904962	0.00139462809917355
"human_pathogens_gastroenteritis"	0.000155496812315348	0.0184738543644481	0	0.0124425512834884	0	0.00342911197824288	0.000148809523809524	0	0	0.0175415164062152	0.000169491525423729	0.0323426014701182	0.00153065334729719	0	0	0.00468581040490208	0.00695915279878971	0.0198423013603674	0.00461126994374251	0.00498575498575499	0.00946831755280408	0	0.0190459008788433	0	0.00121469784391133	0.00133111480865225	0	0.0165289256198347
"human_pathogens_diarrhea"	0	0.000102632524246934	0	0.000224190113216007	0	0	0	0	0	0	0	0.000223713646532439	0	0.0044359464627151	0	0	0	0.00203621869855298	0	0.000101750101750102	0.000392178833548098	0	0	0	0	0	0	0.000206611570247934
"cellulolysis"	0.000310993624630695	0.000102632524246934	0	0.000224190113216007	0	0.000650348823459856	0.000520833333333333	6.88989940746865e-05	0	0.000801389074395619	0.000169491525423729	6.39181847235539e-05	8.05607024893257e-05	0.000688336520076482	0	0.000120148984741079	5.50130656030807e-05	0.000173295208387488	0	0.000356125356125356	0.000224102190598913	0.000329334274288403	0.000231952784722043	0.000644511581067472	0.00066808381415123	0.000166389351081531	0.000221018897115703	0.000671487603305785
"reductive_acetogenesis"	0	0.000102632524246934	0.000107353730542136	0.000392332698128013	7.03432751828925e-05	0.000413858342201726	0.000967261904761905	6.88989940746865e-05	7.03086549954299e-05	0.000445216152442011	0	0.000223713646532439	0.00028196245871264	0.000152963671128107	0.000552995391705069	0.000540670431334855	5.50130656030807e-05	8.66476041937441e-05	9.22253988748501e-05	0.000203500203500203	0.000392178833548098	0.000329334274288403	0.000180407721450478	0.000443101711983887	0.000425144245368964	0.000166389351081531	0	0.000568181818181818
"plant_pathogen"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00240297969482158	0	0	0	0	0.000224102190598913	0	0.00126285405015335	0.000161127895266868	0.00121469784391133	0	0	0
