"Taxa"	"Hera_2"	"JarJarBinks_2"	"Lambchop_2"	"Goose_4"	"Buddy_16"	"Marshmallow_41"	"JarJarBinks_44"	"Hamlet_67"	"Grogu_70"
"chemoheterotrophy"	0.334724928100937	0.286264073694985	0.328713308320459	0.150529419853626	0.30837318866443	0.241055569652372	0.30709426627794	0.260310347688988	0.211187795132583
"fermentation"	0.160961128119492	0.238894575230297	0.300242772015008	0.149841861602164	0.213576986223142	0.18167977670642	0.220545361001543	0.186540536055099	0.136360334180894
"anaerobic_chemoheterotrophy"	0.160961128119492	0.238976458546571	0.300242772015008	0.149322373145503	0.213576986223142	0.18167977670642	0.220545361001543	0.186540536055099	0.136215038140211
"animal_parasites_or_symbionts"	0.131737637999814	0.0505629477993859	0.0274553078790554	0.119054531008877	0.11849525305161	0.26448447940455	0.10432744526382	0.153514231184134	0.105702869596803
"aerobic_chemoheterotrophy"	0.173763799981445	0.0472876151484135	0.0284705363054513	0.00119176763586915	0.0947962024412877	0.0593757929459528	0.086491739552964	0.0736868309683844	0.074972756992372
"human_associated"	0.0115966230633639	0.0433162743091095	0.00419333480467888	0.116854344604196	0.0167749304018845	0.0236826524570752	0.0193220145200938	0.0448095593726662	0.0860879041046131
"human_gut"	0.0113183041098432	0.0430706243602866	0.00339880821010814	0.031551284206023	0.0166321650367621	0.023428909752178	0.0167495569656434	0.0433159073935773	0.0310933527061388
"mammal_gut"	0.0113183041098432	0.0430706243602866	0.00339880821010814	0.031551284206023	0.0166321650367621	0.023428909752178	0.0167495569656434	0.0433159073935773	0.0310933527061388
"human_pathogens_all"	0.000278318953520735	0.000327533265097236	0.00167733392187155	0.112958181179239	0.000142765365122421	0.000253742704897234	0.00314411478877265	0.00273836196166293	0.0791863421721758
"nitrate_reduction"	0.000742183876055293	0.000614124872057318	0.000971088060030898	0.0699781509266757	0.000214148047683632	0.000253742704897234	0.00257245755445035	0.00165961331009875	0.0550671994188158
"human_pathogens_gastroenteritis"	0.000185545969013823	8.18833162743091e-05	0.000441403663650408	0.0659291967791716	0.000142765365122421	0.000253742704897234	0.00200080032012805	0.00124470998257406	0.0506356701779876
"xylanolysis"	0.00120604879858985	0.00724667349027636	8.82807327300817e-05	0	0.000499678777928475	0.000253742704897234	0.00011433144686446	0.00182557464110862	0.000944424264438794
"reductive_acetogenesis"	0.000742183876055293	8.18833162743091e-05	0	0	0	0	0	0.000165961331009875	0.000145296040682891
"cellulolysis"	0.000463864922534558	0.000122824974411464	0	0	0.000142765365122421	0.000169161803264823	0	0.000165961331009875	0
"nitrate_respiration"	0	0	8.82807327300817e-05	0.000336139589604119	0	0	0	0	0.000145296040682891
"nitrogen_respiration"	0	0	8.82807327300817e-05	0.000336139589604119	0	0	0	0	0.000145296040682891
"fumarate_respiration"	0	0	0	0.000351418661858852	0	0	0	0	0.000145296040682891
"respiration_of_sulfur_compounds"	0	0	8.82807327300817e-05	3.05581445094654e-05	0	0	0.00011433144686446	0	0.000145296040682891
"sulfite_respiration"	0	0	8.82807327300817e-05	3.05581445094654e-05	0	0	0.00011433144686446	0	0.000145296040682891
"thiosulfate_respiration"	0	0	8.82807327300817e-05	3.05581445094654e-05	0	0	0.00011433144686446	0	0.000145296040682891
"dark_hydrogen_oxidation"	0	8.18833162743091e-05	0	0	0	0	0	0.000165961331009875	0
"nitrite_ammonification"	0	0	8.82807327300817e-05	0	0	0	0	0	0.000145296040682891
"nitrite_respiration"	0	0	8.82807327300817e-05	0	0	0	0	0	0.000145296040682891
"human_pathogens_diarrhea"	0	0	0	0	0	0	0	0	0.000145296040682891
"nitrate_ammonification"	0	0	8.82807327300817e-05	0	0	0	0	0	0
"chitinolysis"	0	0	0	7.63953612736635e-05	0	0	0	0	0
"plastic_degradation"	0	0	0	4.58372167641981e-05	0	0	0	0	0
