"ID"	"Function"
"njc1"	"[R,R]-2,3-Butanediol ([R,R]-Butanediol, [S,S]-2,3-Butanediol, [S,S]-Butanediol) -- Consumption"
"njc2"	"[R,R]-2,3-Butanediol ([R,R]-Butanediol, [S,S]-2,3-Butanediol, [S,S]-Butanediol) -- Production"
"njc3"	"1,2-Ethanediol (Ethylene glycol) -- Production"
"njc4"	"1,2-propanediol (Propene diol, Propylene glycol, [R]-1,2-propanediol, [R]-propane-1,2-diol, [S]-1,2-propanediol, [S]-propane-1,2-diol) -- Consumption"
"njc5"	"1,2-propanediol (Propene diol, Propylene glycol, [R]-1,2-propanediol, [R]-propane-1,2-diol, [S]-1,2-propanediol, [S]-propane-1,2-diol) -- Production"
"njc6"	"1,3-Propanediol -- Production"
"njc7"	"2-Oxobutyrate (Alpha-ketobutyrate, 2-Oxobutanoate) -- Consumption"
"njc8"	"4-Aminobutyrate (GABA) -- Production"
"njc9"	"5-Aminovalerate -- Production"
"njc10"	"7-Oxodeoxycholic acid -- Production"
"njc11"	"7-Oxolithocholic acid -- Production"
"njc12"	"Acetate -- Consumption"
"njc13"	"Acetate -- Production"
"njc14"	"Acetoin (3-hydroxybutanone, acetyl methyl carbinol, [R]-Acetoin) -- Production"
"njc15"	"Acetone -- Production"
"njc16"	"Adenine -- Consumption"
"njc17"	"Adenosylcobalamin (Vitamin B12, Cobamide coenzyme, Cob[II]alamin, Vitamin B12r, Cob[I]alamin, Vitamin B12s, Aquacobalamin, Cobalamin [III]) -- Consumption"
"njc18"	"Adenosylcobalamin (Vitamin B12, Cobamide coenzyme, Cob[II]alamin, Vitamin B12r, Cob[I]alamin, Vitamin B12s, Aquacobalamin, Cobalamin [III]) -- Production"
"njc19"	"alpha-Linolenic acid (Omega-3 fatty acid, eicosapentaenoic acid) -- Consumption"
"njc20"	"Arabinan -- Macromolecule"
"njc21"	"Arabinogalactan -- Macromolecule"
"njc22"	"Benzoate -- Consumption"
"njc23"	"beta-Muricholic acid -- Production"
"njc24"	"Biotin (Vitamin B7) -- Consumption"
"njc25"	"Biotin (Vitamin B7) -- Production"
"njc26"	"Butylamine -- Production"
"njc27"	"Butyrate -- Production"
"njc28"	"Cadaverine -- Production"
"njc29"	"Cellobiose -- Consumption"
"njc30"	"Cellulose (Beta-D-glucan) -- Macromolecule"
"njc31"	"Chenodeoxycholic acid (Chenodeoxycholate) -- Consumption"
"njc32"	"Chenodeoxycholic acid (Chenodeoxycholate) -- Production"
"njc33"	"Cholic acid (Cholate) -- Consumption"
"njc34"	"Cholic acid (Cholate) -- Production"
"njc35"	"Choline -- Consumption"
"njc36"	"Chondroitin 4-sulfate (Chondroitin 6-sulfate) -- Macromolecule"
"njc37"	"Citrate -- Consumption"
"njc38"	"CO2 -- Consumption"
"njc39"	"CO2 -- Production"
"njc40"	"D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose) -- Consumption"
"njc41"	"D-Fructose (Fructose) -- Consumption"
"njc42"	"D-Fructuronate -- Consumption"
"njc43"	"D-Galactose -- Consumption"
"njc44"	"D-Galacturonate -- Consumption"
"njc45"	"D-Gluconate (D-Gluconic acid, Gluconate) -- Consumption"
"njc46"	"D-Glucosamine (Glucosamine) -- Consumption"
"njc47"	"D-Glucose (Glucose) -- Consumption"
"njc48"	"D-Glucuronic acid (D-Glucuronate) -- Consumption"
"njc49"	"D-Lyxose (L-Lyxose) -- Consumption"
"njc50"	"D-Mannitol (Mannitol) -- Consumption"
"njc51"	"D-Mannose (Mannose) -- Consumption"
"njc52"	"D-Psicose -- Consumption"
"njc53"	"D-Ribose (Ribose) -- Consumption"
"njc54"	"D-Sorbitol (D-Glucitol, Sorbitol, Glucitol, L-Sorbitol, Sorbitol) -- Consumption"
"njc55"	"D-Tagatose -- Consumption"
"njc56"	"D-Tagaturonate -- Consumption"
"njc57"	"D-Turanose -- Consumption"
"njc58"	"D-Xylose (Xylose) -- Consumption"
"njc59"	"Deoxycholic acid -- Production"
"njc60"	"Dextrin (Maltotriose, Maltodextrin, Maltohexaose, Maltotetraose, Maltooligosaccharide) -- Consumption"
"njc61"	"Dimethylamine -- Production"
"njc62"	"Ethanol -- Production"
"njc63"	"Ethanolamine (Phosphatidylethanolamine) -- Consumption"
"njc64"	"Folic acid (Folate, Vitamin B9) -- Consumption"
"njc65"	"Folic acid (Folate, Vitamin B9) -- Production"
"njc66"	"Formaldehyde -- Production"
"njc67"	"Formate -- Consumption"
"njc68"	"Formate -- Production"
"njc69"	"FOS (Fructooligosaccharide) -- Consumption"
"njc70"	"Fructan (Inulin, Levan) -- Macromolecule"
"njc71"	"Fumarate -- Consumption"
"njc72"	"Fumarate -- Production"
"njc73"	"Galactan -- Macromolecule"
"njc74"	"Glycerol -- Consumption"
"njc75"	"Glycochenodeoxycholate -- Consumption"
"njc76"	"Glycocholate -- Consumption"
"njc77"	"Glycodeoxycholate -- Consumption"
"njc78"	"Glycolithocholate -- Consumption"
"njc79"	"H2 (Hydrogen) -- Production"
"njc80"	"H2O2 -- Production"
"njc81"	"H2S (HS-) -- Production"
"njc82"	"Hemicellulose, not specified -- Macromolecule"
"njc83"	"Hippurate -- Consumption"
"njc84"	"Histamine -- Production"
"njc85"	"Hyaluronan (Hyaluronate, Hyaluronic acid) -- Macromolecule"
"njc86"	"Indole-3-acetate (Indoleacetate) -- Production"
"njc87"	"Indole -- Production"
"njc88"	"Inosine -- Consumption"
