"ID"	"Function"
"fpt1"	"sulfite_respiration"
"fpt2"	"thiosulfate_respiration"
"fpt3"	"respiration_of_sulfur_compounds"
"fpt4"	"chitinolysis"
"fpt5"	"dark_hydrogen_oxidation"
"fpt6"	"nitrate_ammonification"
"fpt7"	"nitrite_ammonification"
"fpt8"	"nitrite_respiration"
"fpt9"	"cellulolysis"
"fpt10"	"xylanolysis"
"fpt11"	"fermentation"
"fpt12"	"aerobic_chemoheterotrophy"
"fpt13"	"human_pathogens_septicemia"
"fpt14"	"human_pathogens_pneumonia"
"fpt15"	"human_pathogens_nosocomia"
"fpt16"	"human_pathogens_gastroenteritis"
"fpt17"	"human_pathogens_diarrhea"
"fpt18"	"human_pathogens_all"
"fpt19"	"human_gut"
"fpt20"	"human_associated"
"fpt21"	"mammal_gut"
"fpt22"	"animal_parasites_or_symbionts"
"fpt23"	"plant_pathogen"
"fpt24"	"nitrate_respiration"
"fpt25"	"nitrate_reduction"
"fpt26"	"nitrogen_respiration"
"fpt27"	"fumarate_respiration"
"fpt28"	"plastic_degradation"
"fpt29"	"ureolysis"
"fpt30"	"reductive_acetogenesis"
"fpt31"	"chemoheterotrophy"
"fpt32"	"anaerobic_chemoheterotrophy"
