"ID"	"Function"
"njc1"	"[R,R]-2,3-Butanediol ([R,R]-Butanediol, [S,S]-2,3-Butanediol, [S,S]-Butanediol) -- Consumption"
"njc2"	"[R,R]-2,3-Butanediol ([R,R]-Butanediol, [S,S]-2,3-Butanediol, [S,S]-Butanediol) -- Production"
"njc3"	"1,2-Ethanediol (Ethylene glycol) -- Production"
"njc4"	"1,2-propanediol (Propene diol, Propylene glycol, [R]-1,2-propanediol, [R]-propane-1,2-diol, [S]-1,2-propanediol, [S]-propane-1,2-diol) -- Consumption"
"njc5"	"1,2-propanediol (Propene diol, Propylene glycol, [R]-1,2-propanediol, [R]-propane-1,2-diol, [S]-1,2-propanediol, [S]-propane-1,2-diol) -- Production"
"njc6"	"1,3-Propanediol -- Production"
"njc7"	"4-Aminobutyrate (GABA) -- Production"
"njc8"	"5-Aminovalerate -- Production"
"njc9"	"7-Oxodeoxycholic acid -- Production"
"njc10"	"7-Oxolithocholic acid -- Production"
"njc11"	"Acetate -- Consumption"
"njc12"	"Acetate -- Production"
"njc13"	"Acetoin (3-hydroxybutanone, acetyl methyl carbinol, [R]-Acetoin) -- Production"
"njc14"	"Acetone -- Production"
"njc15"	"Adenine -- Consumption"
"njc16"	"Adenosylcobalamin (Vitamin B12, Cobamide coenzyme, Cob[II]alamin, Vitamin B12r, Cob[I]alamin, Vitamin B12s, Aquacobalamin, Cobalamin [III]) -- Consumption"
"njc17"	"Adenosylcobalamin (Vitamin B12, Cobamide coenzyme, Cob[II]alamin, Vitamin B12r, Cob[I]alamin, Vitamin B12s, Aquacobalamin, Cobalamin [III]) -- Production"
"njc18"	"alpha-Linolenic acid (Omega-3 fatty acid, eicosapentaenoic acid) -- Consumption"
"njc19"	"Arabinan -- Macromolecule"
"njc20"	"Arabinogalactan -- Macromolecule"
"njc21"	"Benzoate -- Consumption"
"njc22"	"beta-Muricholic acid -- Production"
"njc23"	"Biotin (Vitamin B7) -- Consumption"
"njc24"	"Biotin (Vitamin B7) -- Production"
"njc25"	"Butylamine -- Production"
"njc26"	"Butyrate -- Production"
"njc27"	"Cadaverine -- Production"
"njc28"	"Cellobiose -- Consumption"
"njc29"	"Cellulose (Beta-D-glucan) -- Macromolecule"
"njc30"	"Chenodeoxycholic acid (Chenodeoxycholate) -- Consumption"
"njc31"	"Chenodeoxycholic acid (Chenodeoxycholate) -- Production"
"njc32"	"Cholic acid (Cholate) -- Consumption"
"njc33"	"Cholic acid (Cholate) -- Production"
"njc34"	"Choline -- Consumption"
"njc35"	"Chondroitin 4-sulfate (Chondroitin 6-sulfate) -- Macromolecule"
"njc36"	"Citrate -- Consumption"
"njc37"	"CO2 -- Consumption"
"njc38"	"CO2 -- Production"
"njc39"	"D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose) -- Consumption"
"njc40"	"D-Fructose (Fructose) -- Consumption"
"njc41"	"D-Fructuronate -- Consumption"
"njc42"	"D-Galactosamine (Galactosamine) -- Consumption"
"njc43"	"D-Galactose -- Consumption"
"njc44"	"D-Galacturonate -- Consumption"
"njc45"	"D-Gluconate (D-Gluconic acid, Gluconate) -- Consumption"
"njc46"	"D-Glucosamine (Glucosamine) -- Consumption"
"njc47"	"D-Glucose (Glucose) -- Consumption"
"njc48"	"D-Glucuronic acid (D-Glucuronate) -- Consumption"
"njc49"	"D-Lyxose (L-Lyxose) -- Consumption"
"njc50"	"D-Mannitol (Mannitol) -- Consumption"
"njc51"	"D-Mannose (Mannose) -- Consumption"
"njc52"	"D-Psicose -- Consumption"
"njc53"	"D-Ribose (Ribose) -- Consumption"
"njc54"	"D-Sorbitol (D-Glucitol, Sorbitol, Glucitol, L-Sorbitol, Sorbitol) -- Consumption"
"njc55"	"D-Tagatose -- Consumption"
"njc56"	"D-Tagaturonate -- Consumption"
"njc57"	"D-Xylose (Xylose) -- Consumption"
"njc58"	"Deoxycholic acid -- Production"
"njc59"	"Dextrin (Maltotriose, Maltodextrin, Maltohexaose, Maltotetraose, Maltooligosaccharide) -- Consumption"
"njc60"	"Dimethylamine -- Production"
"njc61"	"Ethanol -- Production"
"njc62"	"Ethanolamine (Phosphatidylethanolamine) -- Consumption"
"njc63"	"Folic acid (Folate, Vitamin B9) -- Consumption"
"njc64"	"Folic acid (Folate, Vitamin B9) -- Production"
"njc65"	"Formaldehyde -- Production"
"njc66"	"Formate -- Consumption"
"njc67"	"Formate -- Production"
"njc68"	"FOS (Fructooligosaccharide) -- Consumption"
"njc69"	"Fructan (Inulin, Levan) -- Macromolecule"
"njc70"	"Fumarate -- Consumption"
"njc71"	"Fumarate -- Production"
"njc72"	"Galactan -- Macromolecule"
"njc73"	"Glycerol -- Consumption"
"njc74"	"Glycochenodeoxycholate -- Consumption"
"njc75"	"Glycocholate -- Consumption"
"njc76"	"Glycodeoxycholate -- Consumption"
"njc77"	"Glycolithocholate -- Consumption"
"njc78"	"H2 (Hydrogen) -- Consumption"
"njc79"	"H2 (Hydrogen) -- Production"
"njc80"	"H2O2 -- Production"
"njc81"	"H2S (HS-) -- Production"
"njc82"	"Hemicellulose, not specified -- Macromolecule"
"njc83"	"Hippurate -- Consumption"
"njc84"	"Histamine -- Production"
"njc85"	"Hyaluronan (Hyaluronate, Hyaluronic acid) -- Macromolecule"
"njc86"	"Indole-3-acetate (Indoleacetate) -- Production"
"njc87"	"Indole -- Production"
"njc88"	"Inositol (myo-Inositol, Inositol 1-phosphate, Myo-inositol phosphate) -- Consumption"
