"Taxa"	"ivy_17"	"korra_20"	"ophelia_20"	"kubo_21"	"franc_22"	"grogu_22"	"hamlet_23"	"franc_24"	"hera_24"	"ivy_24"	"kubo_24"	"ophelia_24"	"henry_25"	"kubo_25"	"ginger_44"	"iris_44"	"henry_45"	"korra_45"	"hamlet_46"	"joans_46"	"ginger_47"	"marshmallow_47"	"charles_48"	"grogu_48"	"hera_48"	"kubo_48"	"kubo_49"	"franc_50"	"kubo_52"	"kubo_53"	"marshmallow_53"	"ginger_55"	"ophelia_55"	"buddy_56"
"chemoheterotrophy"	0.230530995554223	0.211535283424227	0.178568319647158	0.269664115646259	0.310045376310437	0.332049112447341	0.308781698238819	0.270721970363353	0.316995544239338	0.308013127307535	0.210501901846182	0.265586530061155	0.178543638957334	0.316032245548993	0.313162024323264	0.27200287580133	0.321509648127128	0.217164807408967	0.293678334339167	0.325261247731681	0.23469843633656	0.235044902586747	0.230892054287995	0.331486093086879	0.28912676056338	0.315130487252979	0.32252885864995	0.316105610561056	0.179849508235573	0.310058027079304	0.332272616008672	0.320555188367482	0.176293548975497	0.192268136388808
"fermentation"	0.220440581447625	0.200561890596596	0.174883208078229	0.266953656462585	0.28829604130809	0.331653044323624	0.301277007807299	0.245889437715678	0.308649833793055	0.292834677970737	0.205353001206049	0.257247240092129	0.165413046297497	0.312066215458896	0.298156139662613	0.258103169372716	0.306186152099886	0.198589770574616	0.259278817139409	0.309805393905262	0.219285182427401	0.230062356416147	0.228959199966385	0.330398793448143	0.282366197183099	0.303514858953085	0.300053512728385	0.298349834983498	0.174132006161868	0.304319793681496	0.332062803790607	0.303618638466623	0.17249346385359	0.189340998391393
"anaerobic_chemoheterotrophy"	0.220190818722214	0.200429681044455	0.174883208078229	0.266953656462585	0.28829604130809	0.331653044323624	0.301277007807299	0.245889437715678	0.308649833793055	0.292834677970737	0.205121068744782	0.256929552855214	0.165056412916613	0.312066215458896	0.298156139662613	0.258103169372716	0.306186152099886	0.198431909071774	0.259278817139409	0.309805393905262	0.219136262099777	0.230002685204523	0.179713433337535	0.330398793448143	0.282253521126761	0.303514858953085	0.300053512728385	0.298349834983498	0.173983884346487	0.304319793681496	0.332062803790607	0.303618638466623	0.17249346385359	0.189288257166214
"animal_parasites_or_symbionts"	0.0615415355412358	0.0839200132209552	0.121608681774657	0.0496386054421769	0.0186199342825849	0.0020163468116516	0.030684500393391	0.0418160903985385	0.0308366928354198	0.0212635033501983	0.0834029130717135	0.0691763958382972	0.111528984567501	0.0293141354485494	0.0187328364064339	0.0488287100832784	0.0128641695043511	0.120974531677542	0.102821363910682	0.0158312996683562	0.065897244973939	0.0655786615747233	0.0820622715240136	0.00364771491704956	0.0430985915492958	0.0152360838738875	0.0134546288510053	0.00732673267326733	0.104603626022041	0.0180528691166989	0.00153862293247543	0.0128883013879709	0.0983462029549462	0.105060520555893
"human_associated"	0.0596433388281133	0.0777392166584036	0.112323361286017	0.0412414965986395	0.0147864184008762	0.000720123861304144	0.014948859166011	0.0398538466743352	0.00848716316571186	0.0211267605633803	0.078671490861861	0.046620602017314	0.0976202827130074	0.008621804543691	0.0187328364064339	0.0348091785992451	0.0125804010594022	0.0676173437171122	0.0149366324683162	0.0027532695075402	0.0654504839910648	0.0613718411552347	0.0723979999159629	0.000947002911157097	0.0277746478873239	0.0150852315583044	0.0134546288510053	0.00264026402640264	0.095508946557649	0.0180528691166989	0.000559499248172885	0.0124752148050231	0.0937557001276829	0.10123678173044
"human_pathogens_all"	0.0577950946600729	0.0683192860684184	0.10184835910977	0.0265731292517007	0.0111093725551557	7.20123861304144e-05	0.00714156024934939	0.027809730022329	0.00063653723742839	0.000615342540680979	0.0666110028759625	0.00317687236915257	0.076741019323045	0.000560417295339915	0	0.000239650110838176	0.000189178963299281	0.047621553357188	0.00331925165962583	0	0.0521965748324646	0.0553450487812155	0.00100844573301399	0	0.011887323943662	0	0.000152893509670514	0	0.0842516885886953	0.0072856221792392	0	0.000165234633179114	0.0427433574512069	0.10041929274017
"human_gut"	0.0385633648034367	0.0339778549000165	0.012128949888286	0.0223214285714286	0.00907526208731028	0.000720123861304144	0.0111965139502512	0.0302456187834089	0.00785062592828347	0.0206481608095173	0.0323777715929121	0.043602573266619	0.0564777590455194	0.0082338233392249	0.0187328364064339	0.0345695284884069	0.0123912220961029	0.036729109661124	0.0141068195534098	0.0027532695075402	0.0364110201042442	0.0254796073634275	0.0715576284717845	0.000947002911157097	0.0246760563380282	0.0150852315583044	0.0132252885864995	0.00264026402640264	0.0391041592605759	0.010896196002579	0.000559499248172885	0.012309980171844	0.0643886423055876	0.00693547111099391
"mammal_gut"	0.0385633648034367	0.0339778549000165	0.012128949888286	0.0223214285714286	0.00907526208731028	0.000720123861304144	0.0111965139502512	0.0302456187834089	0.00785062592828347	0.0206481608095173	0.0323777715929121	0.043602573266619	0.0564777590455194	0.0082338233392249	0.0187328364064339	0.0345695284884069	0.0123912220961029	0.036729109661124	0.0141068195534098	0.0027532695075402	0.0364110201042442	0.0254796073634275	0.0715576284717845	0.000947002911157097	0.0246760563380282	0.0150852315583044	0.0132252885864995	0.00264026402640264	0.0391041592605759	0.010896196002579	0.000559499248172885	0.012309980171844	0.0643886423055876	0.00693547111099391
"nitrate_reduction"	0.0213297367500874	0.0445546190712279	0.10010736151815	0.0195046768707483	0.00571115631356595	0	0.00308660654844762	0.00994654577440964	0.000495084517999859	0.000136742786817995	0.0465720382224696	0.00285918513223731	0.0414343146154844	0.000474199249903005	0.000196155355041193	0.000239650110838176	0	0.0306777520521995	0.00248943874471937	0	0.0288160833953835	0.036041411820867	0.000294130005462414	0	0.00326760563380282	0.000527983104540655	0	0.000132013201320132	0.0564936603863017	0.0072856221792392	0	0.000165234633179114	0.0675199124460388	0.0944331636823924
"aerobic_chemoheterotrophy"	0.0103401768320096	0.0111056023797719	0.003685111568929	0.00271045918367347	0.021749335002347	0.000396068123717279	0.00756521212854808	0.0248325326476758	0.00834571044628333	0.0151784493367975	0.00538083310140087	0.00865697720594075	0.013487226040721	0.0039229210673794	0.0150058846606512	0.0138997064286142	0.0153234960272418	0.0187328983371922	0.0343995171997586	0.0154558538264189	0.0155621742367833	0.00504221738222395	0.0511786209504601	0.00108729963873593	0.00687323943661972	0.0115402021421029	0.0223988991667304	0.0177557755775578	0.00586562388908638	0.00573823339780787	0.000244780921075637	0.0169365499008592	0.00380008512190673	0.00300624983518367
"human_pathogens_gastroenteritis"	0.0209800689345122	0.0302429350520575	0.00670284072773699	0.0117984693877551	0.00524174620560163	0	0.00145252072868123	0.00947290073753299	0.000282905438857062	0.000136742786817995	0.0316355877168569	0	0.0350149137595643	0.000301763159029185	0	0	0	0.0250473584508525	0.000150875075437538	0	0.0241995532390171	0.029805770206164	0.000294130005462414	0	0.00174647887323944	0	0	0	0.0450882806019671	0.000257898130238556	0	0	0.0248373563567824	0.00928245563144432
"xylanolysis"	0.0187821569508966	0.00125599074533135	0.000580332530539999	0.000106292517006803	0.0166640588327335	0	0.000423651879198693	0.0227349617700792	0.00063653723742839	0.00546971147271982	0.000834956860562204	0.00190612342149154	0.000226948515108287	0.00017243609087382	0.000196155355041193	0.0433766700617099	0.000189178963299281	0.000473584508524521	0.000829812914906457	0.015017833677492	0.000297840655249442	5.9671211623952e-05	0.00937014160258834	7.01483637894146e-05	0.00152112676056338	0.00399758636295067	0.000993807812858344	0.0528052805280528	0.000859106529209622	0.00128949065119278	0.000139874812043221	0.00223066754791804	0.000608013619505077	0.00110756572875188
"cellulolysis"	9.99050901643439e-05	0.00109072880515617	0.000116066506108	0	0.000860585197934595	0	0	0.000270654306786657	0	0.000615342540680979	0.000417478430281102	0.000158843618457628	0	0	0.000196155355041193	0.000778862860224073	0.000189178963299281	0.000105241001894338	0.000150875075437538	0.0001251486139791	0.000148920327624721	5.9671211623952e-05	0	0	0.000112676056338028	0.000980540051289787	0.000152893509670514	0.000264026402640264	5.92487261523877e-05	0.000709219858156028	0	0.00223066754791804	0.000121602723901015	5.27412251786609e-05
"reductive_acetogenesis"	0	0.000429681044455462	0.000203116385689	0.000212585034013605	0.000312940071976217	0	0	0.000270654306786657	0.000282905438857062	0.000478599753862984	0.000185545969013823	0.000317687236915257	0.000226948515108287	0	0	0.000239650110838176	0	0.000684066512313197	0.000150875075437538	0.000438020148926851	0	0.000268520452307784	0.000168074288835665	7.01483637894146e-05	0.000619718309859155	0.000301704631166088	0.000152893509670514	0.000594059405940594	0.000118497452304775	0.000709219858156028	0	0.000330469266358229	0.000121602723901015	0.000105482450357322
"nitrate_respiration"	0.000199810180328688	0.000132209552140142	0	0	0	0	0	0	0	0	9.27729845069116e-05	0	0.000291790947996369	0	0	0	0	0	0	0	0.000148920327624721	5.9671211623952e-05	0	0	0	0	0	0.000132013201320132	0.000118497452304775	0	0	0	0.00331367422630267	0.000105482450357322
