"Taxa"	"Ginger_2"	"Padme_5"	"Padme_6"	"Ginger_7"	"Padme_7"	"Charles_9"	"Franc_9"	"Grogu_9"	"Henry_9"	"Ivy_9"	"Buddy_11"	"Joans_11"	"Padme_11"	"Ginger_14"	"Buddy_17"	"Ivy_17"	"Padme_17"	"Buddy_18"	"Ginger_18"	"Ivy_18"	"Franc_19"	"Ivy_19"	"Ginger_20"	"Buddy_21"	"Joans_21"	"Franc_22"	"Grogu_22"	"Henry_22"	"Joans_22"	"Marshmallow_22"	"Franc_24"	"Ginger_24"	"Henry_24"	"Ivy_24"	"Marshmallow_24"	"Henry_25"	"Ginger_29"	"Henry_29"	"Joans_29"	"Ginger_36"	"Grogu_36"	"Henry_36"	"Franc_37"	"Grogu_37"	"Grogu_41"	"Joans_41"	"Ginger_42"	"Grogu_42"	"Henry_42"	"Ivy_42"	"Buddy_44"	"Franc_44"	"Ginger_44"	"Ivy_44"	"Joans_44"	"Marshmallow_44"	"Buddy_45"	"Franc_45"	"Grogu_45"	"Henry_45"	"Ivy_45"	"Joans_45"	"Marshmallow_45"	"Buddy_46"	"Charles_46"	"Ivy_46"	"Joans_46"	"Marshmallow_46"	"Franc_47"	"Ginger_47"	"Ivy_47"	"Marshmallow_47"	"Buddy_48"	"Charles_48"	"Franc_48"	"Grogu_48"	"Ivy_48"	"Joans_48"	"Marshmallow_48"	"Charles_49"	"Franc_49"	"Ginger_49"	"Henry_49"	"Ivy_49"	"Joans_49"	"Marshmallow_49"	"Buddy_50"	"Charles_50"	"Franc_50"	"Ginger_50"	"Grogu_50"	"Ivy_50"	"Joans_50"	"Charles_51"	"Franc_51"	"Joans_51"	"Buddy_52"	"Charles_52"	"Ginger_52"	"Grogu_52"	"Marshmallow_52"	"Franc_53"	"Marshmallow_53"	"Charles_55"	"Ginger_55"	"Ivy_55"	"Buddy_56"	"Franc_56"	"Grogu_56"	"Joans_56"	"Buddy_57"	"Joans_57"	"Ginger_58"	"Henry_59"	"Joans_60"	"Marshmallow_60"	"Joans_62"	"Henry_66"	"Ivy_67"	"Franc_68"
"chemoheterotrophy"	0.160198168550579	0.156616553774988	0.15128569865412	0.141714263735841	0.145508406411237	0.149421057796095	0.135766423357664	0.301590776415645	0.178635778635779	0.215349840747971	0.195028368504837	0.25995604866806	0.23649368437072	0.330122214234364	0.282361696849417	0.230753859219663	0.0842502943593132	0.291729263857041	0.339418631983076	0.295531355613969	0.251139616240857	0.303931742188401	0.314014106102423	0.326597962019453	0.32544507164568	0.309940606439512	0.332049112447341	0.248679277436946	0.213042788385254	0.325505885081463	0.271065989847716	0.332223340819329	0.232511507086542	0.307480642477763	0.329762265293761	0.178490370274301	0.320012439744985	0.236317004360092	0.329414291082837	0.274801031274521	0.331316826111424	0.303229240596168	0.30899502339746	0.331439198264283	0.332559938128384	0.266939720416704	0.18622408229769	0.326431966486748	0.310423825887743	0.272425861116228	0.320041773473844	0.232564986960545	0.313217544892552	0.310279066810756	0.322182308037719	0.323894321996789	0.319204965828579	0.290971786833856	0.305959205439275	0.321509648127128	0.186152409122752	0.319622856419667	0.331098738779684	0.312999579301641	0.322152065245988	0.330588980367321	0.3252002002002	0.328389830508475	0.322242760320394	0.234558714094359	0.349400871459695	0.234945146673026	0.330487549696589	0.230963187090267	0.315637509022902	0.331486093086879	0.316851893853481	0.306924516531503	0.237789727424439	0.172366370220959	0.319530322903004	0.327312221333028	0.311835783956908	0.300065606035755	0.315354007452788	0.299714298671262	0.221758127009425	0.249189364461738	0.316112430720507	0.325807020638561	0.331704689724157	0.322411831626849	0.315159987573781	0.273160725176027	0.31225171826723	0.302947910704064	0.320904947559167	0.295010245334219	0.326721883173496	0.330093140153755	0.242993229412691	0.306384628163243	0.332272616008672	0.312991592080282	0.323033960904423	0.316202712348323	0.192183956542376	0.31333088505325	0.329922899842876	0.322319040634975	0.326070151705479	0.221367723615712	0.325193122352355	0.317621899059025	0.274451689389449	0.183711933339946	0.320887282946904	0.295019157088123	0.221527246546371	0.261453263970465
"fermentation"	0.1564959221634	0.155005782256732	0.149534960061276	0.139214215657993	0.143507347026857	0.148096359532921	0.134569015008612	0.290572095738471	0.173316173316173	0.205897462241858	0.186864769990612	0.251112183094817	0.231623801552275	0.289288281811646	0.261374348796825	0.220412649248139	0.0842502943593132	0.281964102158615	0.273760087753663	0.255243817391771	0.244301918795717	0.282601176063646	0.30788101809261	0.313223714682723	0.304675061513967	0.288215067208503	0.331653044323624	0.240158486707566	0.209287565451949	0.317388531338784	0.246226734348562	0.320684581429567	0.219660028255024	0.296858002175722	0.329497274379164	0.16535892613968	0.307183952728969	0.219543472685304	0.322596231277178	0.247393789933864	0.330472706809229	0.292405961674947	0.29978459481542	0.330612666597789	0.331470153975954	0.246861365862345	0.170825213251973	0.323330379440909	0.272241313478427	0.251673113526125	0.316956232792177	0.194456128543787	0.298106172112648	0.293687623164452	0.309721598563089	0.31839634116674	0.304031600727318	0.265830721003135	0.300559925343288	0.306186152099886	0.172335953919203	0.298424349806999	0.330606370488202	0.303113167858645	0.31557484872402	0.314439518682711	0.309747247247247	0.323691967575534	0.308379544054221	0.219377883613633	0.264705882352941	0.229966611018364	0.322745344214271	0.228988065221046	0.297066736662511	0.330398793448143	0.296363498903757	0.285090455396132	0.23571296124606	0.171862106903823	0.30004371994254	0.321253001028924	0.300189256078032	0.257339675250123	0.303543232489105	0.295587501700603	0.218817839575719	0.241137051448335	0.298363684349433	0.31442935261951	0.330935251798561	0.305877891543421	0.292559801180491	0.255363974053335	0.290812787691532	0.295148826559817	0.315907967711823	0.271584427091986	0.307178145887823	0.328614725014784	0.226460399937018	0.296915665319231	0.332062803790607	0.308001084892867	0.309521664714891	0.29452988125365	0.189256895733347	0.291443261109071	0.329338254101655	0.30299370201018	0.317566914677747	0.218676053005206	0.314727136805383	0.288708297690334	0.265236837850946	0.181604007538935	0.288969185988156	0.26455624646693	0.19929802456914	0.246573809923365
"anaerobic_chemoheterotrophy"	0.156424381170411	0.154861225838427	0.149250465039939	0.138868055154907	0.143370019422047	0.147998233735649	0.134355777905356	0.290572095738471	0.173030173030173	0.205828966745436	0.186864769990612	0.251112183094817	0.231522345660224	0.289288281811646	0.261275117836765	0.220162861567668	0.0819293029402048	0.281964102158615	0.27344668181462	0.254170913577598	0.244301918795717	0.280929320880895	0.307758356332413	0.313223714682723	0.304675061513967	0.288215067208503	0.331653044323624	0.240073278800273	0.209287565451949	0.317388531338784	0.246226734348562	0.320684581429567	0.219249874675295	0.296858002175722	0.329497274379164	0.165067116270021	0.307183952728969	0.21933829186971	0.322596231277178	0.247281694877256	0.330472706809229	0.292405961674947	0.29978459481542	0.330612666597789	0.331470153975954	0.246861365862345	0.170601578224338	0.323330379440909	0.272241313478427	0.251673113526125	0.316956232792177	0.194456128543787	0.298106172112648	0.293687623164452	0.309833857207005	0.31839634116674	0.304031600727318	0.265830721003135	0.300559925343288	0.306186152099886	0.172413793103448	0.298424349806999	0.330606370488202	0.303113167858645	0.315245987897922	0.314439518682711	0.309747247247247	0.323691967575534	0.308379544054221	0.219154636106563	0.264433551198257	0.229906987836871	0.322745344214271	0.179820137838292	0.297066736662511	0.330398793448143	0.294851440235881	0.284296489536664	0.235638791025403	0.0549647015678005	0.300168634064081	0.321253001028924	0.300189256078032	0.257175660160735	0.303543232489105	0.295587501700603	0.218817839575719	0.187797233030696	0.298363684349433	0.31442935261951	0.330935251798561	0.305877891543421	0.292559801180491	0.231302323002717	0.290812787691532	0.295148826559817	0.315907967711823	0.269646120618043	0.307178145887823	0.328614725014784	0.225869941741458	0.296915665319231	0.332062803790607	0.307404393816111	0.309521664714891	0.294140548958536	0.189125046147355	0.291590157914065	0.329338254101655	0.30299370201018	0.317566914677747	0.218676053005206	0.314727136805383	0.288708297690334	0.265236837850946	0.181554409284793	0.288768443239988	0.26455624646693	0.198893038743644	0.246797561112043
"animal_parasites_or_symbionts"	0.109171555301188	0.122005617049397	0.117977896925265	0.119867689763265	0.120789437545367	0.116573447159258	0.123201837119659	0.0226941039112668	0.0973544973544973	0.0786328298914346	0.0940038368913017	0.0521520072894892	0.0644752193983666	0.0104960460100647	0.0394939221036964	0.0612978967877304	0.082496844637578	0.0288210642840199	0.0278931285747865	0.0375516334960571	0.049242022686314	0.033610054191168	0.0309720944495553	0.012389995368226	0.0123751628310899	0.01844326351985	0.0020163468116516	0.0688479890933879	0.08954355529698	0.0144372934423378	0.0415566835871404	0.00363974289475722	0.080709109966732	0.0205413707045498	0.00420199878861296	0.111568640166007	0.0129839838283315	0.085047448063606	0.00536855102807752	0.0437170720771214	0.00376336522228475	0.0364324580080435	0.0181237465646587	0.00406378069359782	0.00196864233987204	0.0474134093135073	0.108590779847289	0.00841859341013454	0.0230622374952272	0.0431018603794437	0.0178486660970284	0.0503911836459998	0.0187420272789716	0.0172271311423304	0.0198136506511001	0.0128934948669294	0.0282776349614396	0.0307210031347962	0.0259298760165311	0.0128641695043511	0.0672919747801043	0.0253116496867683	0.0037874483960156	0.0350757257046698	0.0146014206787687	0.00538315389487017	0.016016016016016	0.00861274871039057	0.00700862600123229	0.0660812620925733	0.0088961510530138	0.0656153112330074	0.00652856246076585	0.0819885695074802	0.0164708970404882	0.00364771491704956	0.0181447040145158	0.0378835138660466	0.0621175597997404	0.122581828183735	0.0130535257010805	0.00503029610152052	0.033047022856311	0.0291946859111038	0.0198319964630834	0.0271189515214729	0.0836745349124784	0.0787937743190661	0.00732383214568488	0.00820250485094373	0.0027315046358635	0.0074326886613576	0.0344827586206897	0.0746243832122859	0.0133047480925657	0.0460074413279908	0.0145516446104003	0.0693359915822119	0.00966288869514676	0.00532229450029568	0.0719571720988821	0.0108533141369954	0.00153862293247543	0.0329264985082723	0.0104495090532384	0.0186230614496139	0.105189599704657	0.0197576202717591	0.00445792377681149	0.023552756448969	0.01555705865301	0.0841221012778041	0.00847246449040618	0.0491017964071856	0.043595408740637	0.0976093641503819	0.0176653618388036	0.0635010363670624	0.0751023714170004	0.0492252615092018
"human_associated"	0.107508227214194	0.107405418800595	0.113601050443156	0.119502298121118	0.116218390128107	0.11407123932882	0.123119822849176	0.0225481611208406	0.0972114972114972	0.0779478749272235	0.0861259643250745	0.0446481213485555	0.0615329985288896	0.00992092020129403	0.0377573803026544	0.0595493830244292	0.0820987183722565	0.0276745473234759	0.00611141581132963	0.0329917922858216	0.0480759037421817	0.0199469618355817	0.0110395584176633	0.00642658638258453	0.00275003618468664	0.0149265395436074	0.000720123861304144	0.0527436946148603	0.0803406145871899	0.00539224212906592	0.0395939086294416	0.00363974289475722	0.0630725060383721	0.0203493952774045	0.0018549364021805	0.0976590363789638	0.0129839838283315	0.060425750192357	0.00332850163740806	0.0437170720771214	0.00101997749015194	0.0185119470073338	0.0175295253658174	0.000688776388745394	0.000457006257470295	0.0447422313240139	0.0928404843295741	0.00410859582695561	0.0227567773959527	0.0427334684103887	0.00664577992974461	0.0500967443425591	0.0187420272789716	0.0138579874133876	0.00263807813201617	0.00574125431810441	0.00332309235688758	0.026269592476489	0.0195973870150647	0.0125804010594022	0.067214135595859	0.00253116496867683	0.00102261106692421	0.00830879259570888	0.00611681136543015	0.00517204982056154	0.00275275275275275	0.00317796610169492	0.00646950092421442	0.0654115195713648	0.00871459694989107	0.0614416885284999	0.00242728604310525	0.0723651033787191	0.0101056499770326	0.000947002911157097	0.0131549104105239	0.0163897238133046	0.0590024105321713	0.119922985238837	0.0080569608394229	0.00503029610152052	0.0132479254622216	0.0289486632770215	0.00309480199583149	0.0203618883497347	0.0814761891676513	0.0598249027237354	0.00263921879123779	0.00802610689715999	0.000923325510714423	0.00333712552142586	0.00621310966138552	0.0405832455508122	0.00731445866700296	0.00508013737836291	0.00587556971061446	0.0223182145428366	0.00966288869514676	0.0018110585452395	0.0566052590143285	0.00825073370618528	0.000559499248172885	0.0107404393816111	0.0100891811548509	0.0162870676789306	0.101207742207689	0.0194638266617701	0.00211934081192677	0.00284703649383142	0.00386510773987825	0.0813121154756271	0.00797408422626464	0.00684345594525235	0.03987713531282	0.0957990278742188	0.0089330522934859	0.0265058727466868	0.074967376141835	0.0473793142026067
"human_pathogens_all"	0.101695521533839	0.0974929786882538	0.0991574570521939	0.110444431623685	0.10203441037412	0.101731920321853	0.114262281637005	0.0148861646234676	0.0893750893750894	0.0532894962156238	0.0775950038777093	0.0420217612692287	0.0460609749911226	0.00230050323508267	0.0219796576531878	0.0577509117250337	0.0651995290250989	0.0256582588756227	0.00101856930188827	0.000965613432755753	0.0444185306901304	0.00178715554018217	0.00202391904323827	0.000115794349235757	0.00224345057171805	0.0110972178805877	7.20123861304144e-05	0.0370228357191547	0.071296345268948	0	0.0278172588832487	0	0.0445700223305838	0.00185576246240481	7.57116898849182e-05	0.0767459957201219	0.000310993624630695	0.0431905616824827	0	0.0285281919067369	0	0.00751123728412586	0.000297110599420634	0	0	0.0424717300329445	0.0720104788984377	0.00269878353339241	0.00473463153875525	0.000245594646036716	0	0.0464372844283671	0	0.0106159811836501	0.000112258643915582	0.00272466306621904	0.000125399711580663	0.020564263322884	0.00193307558992134	0.000189178963299281	0.0621545886199113	0	0	0	0.000131544330439358	0.000422208148617268	0	0.00133566691230656	0.000539125077017868	0.0521655008185742	0.000363108206245461	0.0553005008347245	0.00092069470600544	0.00100857286938981	0	0	0.000680426400544341	0.00986786139624568	0.0524754311144076	0.000297973778307509	0	0.000228649822796387	0.00160139758334547	0.0214859767098573	0.00044211457083307	0.0176409233141354	0.0789480915611003	0.000864677907479464	0	0.000352795907567472	0	0	0	0.0018295725453235	0	0	0.000494206798089067	0.000387661294788725	0.0001453065969195	0	0.0389702409069438	0	0	0.00146460537021969	0.000270245923790649	0.000259554863409253	0.100443014608934	0.000146896804994491	0	0.000345095332585627	0.000434824620736303	0.0805134879318504	0.000332253509427693	0.00171086398631309	0.038314382712723	0.071247892074199	0.0080297099267289	0.00169587337478802	0.061782837600684	0.0387648934384964
"human_gut"	0.0414401201888682	0.0407649099620023	0.0464821096400044	0.0443085443950845	0.0504973221117062	0.0489402413894613	0.0438612318543427	0.0139375364856976	0.0359502359502359	0.0404808383848762	0.0352259275888812	0.0172053384788551	0.0289149292345153	0.00862688713156003	0.0225254279335153	0.038417345256532	0.0764148306269218	0.00992330196884637	0.00524954947896263	0.0320261788530658	0.0326513304357044	0.0181598062953995	0.00944495553511193	0.00642658638258453	0.00209871182515559	0.00922163175992498	0.000720123861304144	0.0325920245398773	0.0269212460993283	0.00539224212906592	0.0299830795262267	0.00363974289475722	0.0422458187121178	0.018685608242145	0.00177922471229558	0.0564814214382984	0.0127507386098585	0.038984354962811	0.00332850163740806	0.0290326196614729	0.00101997749015194	0.01449018216229	0.017306692416252	0.000688776388745394	0.000457006257470295	0.0190544029917194	0.0559726526309064	0.00233626037219045	0.0183276059564719	0.0425492724258611	0.00664577992974461	0.00651972743333053	0.0187420272789716	0.00858178119636387	0.00246969016614279	0.00398968520410646	0.00319769264530692	0.0177429467084639	0.0182642314358086	0.0123912220961029	0.00607145637113723	0.00253116496867683	0.00102261106692421	0.00830879259570888	0.00598526703499079	0.0049609457462529	0.00275275275275275	0.00216470154753132	0.00600739371534196	0.0363893436523292	0.00826071169208424	0.0255783448604818	0.00242728604310525	0.0715246259875609	0.0101056499770326	0.000947002911157097	0.0127768957435548	0.0099812850904554	0.0236603003893937	0.119716695700009	0.0080569608394229	0.00480164627872413	0.0125928082690348	0.0213219616204691	0.00265268742499842	0.00906988345199764	0.00533098843120552	0.0591223519239083	0.00263921879123779	0.00784970894337626	0.000923325510714423	0.00333712552142586	0.00621310966138552	0.0395852968897267	0.00731445866700296	0.00508013737836291	0.00549118664543408	0.0220413136179875	0.00966288869514676	0.0018110585452395	0.0309793733270351	0.00825073370618528	0.000559499248172885	0.00976403580146461	0.00981893523106027	0.016157290247226	0.0068561784715996	0.0192434814542784	0.00211934081192677	0.00250194116124579	0.00386510773987825	0.00263251301467108	0.00755876733948002	0.00590248075278015	0.00889152341434499	0.0717438746156135	0.00381411221519623	0.0251240499968595	0.0336138235161769	0.020641047155563
"mammal_gut"	0.0414401201888682	0.0407649099620023	0.0464821096400044	0.0443085443950845	0.0504973221117062	0.0489402413894613	0.0438612318543427	0.0139375364856976	0.0359502359502359	0.0404808383848762	0.0352259275888812	0.0172053384788551	0.0289149292345153	0.00862688713156003	0.0225254279335153	0.038417345256532	0.0764148306269218	0.00992330196884637	0.00524954947896263	0.0320261788530658	0.0326513304357044	0.0181598062953995	0.00944495553511193	0.00642658638258453	0.00209871182515559	0.00922163175992498	0.000720123861304144	0.0325920245398773	0.0269212460993283	0.00539224212906592	0.0299830795262267	0.00363974289475722	0.0422458187121178	0.018685608242145	0.00177922471229558	0.0564814214382984	0.0127507386098585	0.038984354962811	0.00332850163740806	0.0290326196614729	0.00101997749015194	0.01449018216229	0.017306692416252	0.000688776388745394	0.000457006257470295	0.0190544029917194	0.0559726526309064	0.00233626037219045	0.0183276059564719	0.0425492724258611	0.00664577992974461	0.00651972743333053	0.0187420272789716	0.00858178119636387	0.00246969016614279	0.00398968520410646	0.00319769264530692	0.0177429467084639	0.0182642314358086	0.0123912220961029	0.00607145637113723	0.00253116496867683	0.00102261106692421	0.00830879259570888	0.00598526703499079	0.0049609457462529	0.00275275275275275	0.00216470154753132	0.00600739371534196	0.0363893436523292	0.00826071169208424	0.0255783448604818	0.00242728604310525	0.0715246259875609	0.0101056499770326	0.000947002911157097	0.0127768957435548	0.0099812850904554	0.0236603003893937	0.119716695700009	0.0080569608394229	0.00480164627872413	0.0125928082690348	0.0213219616204691	0.00265268742499842	0.00906988345199764	0.00533098843120552	0.0591223519239083	0.00263921879123779	0.00784970894337626	0.000923325510714423	0.00333712552142586	0.00621310966138552	0.0395852968897267	0.00731445866700296	0.00508013737836291	0.00549118664543408	0.0220413136179875	0.00966288869514676	0.0018110585452395	0.0309793733270351	0.00825073370618528	0.000559499248172885	0.00976403580146461	0.00981893523106027	0.016157290247226	0.0068561784715996	0.0192434814542784	0.00211934081192677	0.00250194116124579	0.00386510773987825	0.00263251301467108	0.00755876733948002	0.00590248075278015	0.00889152341434499	0.0717438746156135	0.00381411221519623	0.0251240499968595	0.0336138235161769	0.020641047155563
"aerobic_chemoheterotrophy"	0.00377378738016884	0.00173467701965967	0.00205711784659153	0.00284620858093425	0.00213838698919036	0.00142282406044549	0.00142704830640531	0.0110186806771745	0.00560560560560561	0.00952087400253433	0.00816359851422507	0.00884386557324329	0.00497133871049561	0.0409777138749101	0.021086579012652	0.0105410401159015	0.00232099141910837	0.00976516169842651	0.0659719501684557	0.0413604420363714	0.0068376974451394	0.0230600714862216	0.0062557497700092	0.0134321445113478	0.0207700101317123	0.0217255392310097	0.000396068123717279	0.00860599863667348	0.00375522293330512	0.00811735374267989	0.024839255499154	0.0115387593897623	0.0132616324112473	0.0106226403020413	0.000264990914597214	0.0134232540042799	0.0127507386098585	0.0169787124903822	0.00681805980565845	0.0275193363972649	0.00084411930219471	0.0107641353205583	0.00921042858203966	0.000826531666494472	0.00108978415242916	0.0200783545543585	0.0156225040733523	0.0031418673970837	0.0381825124093165	0.0207527475901025	0.00308554068166714	0.0381088584167578	0.0150132469826317	0.0165914436463035	0.012348450830714	0.00549798083004914	0.0151733651012603	0.025141065830721	0.0053326223170244	0.0153234960272418	0.0136996964271814	0.0212617857368854	0.000492368291482028	0.00993899873790492	0.0069060773480663	0.0162550137217648	0.015452952952953	0.00469786293294031	0.0138632162661738	0.0154040779877958	0.0849673202614379	0.0050381588361555	0.00774220548231848	0.0511430492519751	0.0185707723603911	0.00108729963873593	0.0220004536176004	0.0225713151477344	0.00215093639903579	0.117424589713028	0.0192992317781525	0.00605922030410426	0.0116465278788761	0.0428079383303264	0.0118107749636834	0.00412679697065893	0.00294028743370614	0.0613921314310419	0.0177487463710742	0.011377668019051	0.000769437925595353	0.0165339400834281	0.0226001863932898	0.0418029605810279	0.0214389305756983	0.00779908414424728	0.00499697984734501	0.0253641247161766	0.0195437372856728	0.00147841513897102	0.0171232876712329	0.0094689628440113	0.000244780921075637	0.00553295362082994	0.0135122961895325	0.0220621633897865	0.00305891039502136	0.0217407271391847	0.000584645741221179	0.0193253386247951	0.00850323702773215	0.00269167061050639	0.0105490489243293	0.0289136013686912	0.00921485153850299	0.00215752405515326	0.0321188397069156	0.0304629106211921	0.0226342078027269	0.0146557028584214
"nitrate_reduction"	0.066175418514809	0.0666405088385924	0.0672502461976146	0.0755206830900594	0.0658387773919526	0.0638798940241389	0.0795210366603789	0.00875656742556918	0.0615758615758616	0.0376725230316107	0.0509000367361933	0.0273355844991156	0.0305889514533557	0.001294033069734	0.0154304142892582	0.0215316980566518	0.0792864222001982	0.0178303154898395	0.000313405939042545	0.00203851724692881	0.0156896003392346	0.00709097198201314	0.000429316160686906	0.000231588698471515	0.00028947749312491	0.00593935604876524	0	0.0203646898432175	0.053895382662506	0.000115962196323998	0.0099492385786802	0	0.0209634051861642	0.000127983618096884	7.57116898849182e-05	0.0414694248103236	0.000310993624630695	0.0215439856373429	0	0.0145723573590405	0	0.00408090844570617	0.000297110599420634	0	0	0.0259549461312439	0.0370914667263027	0.00189317650849915	0.000305460099274532	0.000245594646036716	0	0.000294439303440734	0.000196251594544206	0.00489479371940754	0.000224517287831163	0.00194618790444217	0.000250799423161327	0.00909090909090909	0.0013331555792561	0	0.00303572818556862	0	0	0.0001051745898191	0	0.000949968334388854	0	0.00082903463522476	0.000693160813308688	0.0289477600833457	0.000363108206245461	0.0359825900310041	0	0.000294167086905362	0.00026248441498786	0	0.00302411733575263	0.00782623490047071	0.0355646208047469	0.000160447419088659	0.00012491412154144	0.000800274379787356	0.000946280390158684	0.00787272429063474	0.000126318448809449	0.0112013060632171	0.0761452007364458	0.000378296584522266	0.00013196093956189	0.000617392838243076	0	0.000303375047402351	0	0.000110883184565061	0	0	0.000384383065180385	0.000110760369939636	0	7.39207569485512e-05	0.0342072114627618	0	0	0.00021697857336588	9.00819745968832e-05	0.00259554863409253	0.0944570434048837	0.000146896804994491	0	0	0	0.078679602460956	0.000332253509427693	0.00325064157399487	0.031039499919168	0.0259398869159806	0.00531968282645789	0.000565291124929339	0.0419385321513747	0.0267382670470437
