"Taxa"	"ivy_17"	"korra_20"	"ophelia_20"	"kubo_21"	"franc_22"	"grogu_22"	"hamlet_23"	"franc_24"	"hera_24"	"ivy_24"	"kubo_24"	"ophelia_24"	"henry_25"	"kubo_25"	"ginger_44"	"iris_44"	"henry_45"	"korra_45"	"hamlet_46"	"joans_46"	"ginger_47"	"marshmallow_47"	"charles_48"	"grogu_48"	"henry_48"	"hera_48"	"kubo_48"	"kubo_49"	"franc_50"	"kubo_52"	"kubo_53"	"marshmallow_53"	"ginger_55"	"ophelia_55"	"buddy_56"
"chemoheterotrophy"	0.230807602134983	0.211530841368379	0.178548621190131	0.269775364633237	0.310809751508975	0.33206106870229	0.308174962292609	0.270502332499493	0.316817667044168	0.307944531730309	0.210350429333952	0.265912530869115	0.178375749716324	0.315993621514459	0.313406507252058	0.271645539344654	0.321421800947867	0.217423481524555	0.293355431670936	0.325167177051434	0.234499738864433	0.234885523491534	0.230736930505984	0.33140350877193	0.3159513490843	0.289069099510052	0.316225039860299	0.323323861454573	0.316488307570353	0.179963278843876	0.310020607934055	0.332401062788421	0.320536157537647	0.176151926471483	0.192218412028489
"fermentation"	0.220681398713024	0.20053493593977	0.174833091436865	0.267113808155009	0.289096182488046	0.331628978827596	0.300754147812971	0.245487120546278	0.3085362400906	0.292916182799372	0.205476908795544	0.257468334262726	0.165310423083158	0.312114812739732	0.297922383379067	0.257892848600813	0.306255924170616	0.198657292382513	0.259077896640048	0.309793137928879	0.219204655674103	0.229966611018364	0.228847365106026	0.330350877192982	0.310149587585628	0.282423832854649	0.304456761065978	0.300821749481607	0.29852028008984	0.174218194740583	0.304031427099433	0.332016501188645	0.303574383584312	0.172347677886664	0.189264046425745
"anaerobic_chemoheterotrophy"	0.220581633162069	0.200369832254656	0.174833091436865	0.267113808155009	0.289096182488046	0.331628978827596	0.300754147812971	0.245284294503414	0.3085362400906	0.292916182799372	0.205244836388953	0.257070023102047	0.164888960933701	0.312114812739732	0.297922383379067	0.257892848600813	0.306255924170616	0.198498704868637	0.259077896640048	0.309793137928879	0.218980825188391	0.229906987836871	0.179592693680453	0.330350877192982	0.310149587585628	0.282311201216422	0.304456761065978	0.300821749481607	0.29852028008984	0.174129353233831	0.304031427099433	0.332016501188645	0.303574383584312	0.172347677886664	0.189184911632815
"animal_parasites_or_symbionts"	0.0613059310620043	0.083839651301017	0.121625544267054	0.0495581816246141	0.0178725405659638	0.00198041192568054	0.0310708898944193	0.0415793387871003	0.0307899207248018	0.0211763098572307	0.0833604084474356	0.0691468174938262	0.111622629275409	0.0293065551868293	0.0186201489611917	0.048971537909591	0.0127962085308057	0.121002273087699	0.102907940334488	0.0158115117805137	0.0657315526374692	0.0656749344145004	0.0820491287003989	0.00368421052631579	0.0255137704459667	0.0430816016218956	0.0148052539670488	0.0129022348513939	0.00693618707887436	0.104625681118218	0.0180319422977846	0.00146832610823661	0.0130729769981797	0.0985148213524865	0.10501187021894
"human_associated"	0.0594602683693321	0.077664773477744	0.112307692307692	0.0411476631534121	0.0141099004468135	0.000720149791156561	0.0153846153846154	0.0397539044013251	0.00849377123442809	0.0210396885033131	0.078579716871664	0.046443081335139	0.0976495380126439	0.00861957505494979	0.0186201489611917	0.0349198756278402	0.01260663507109	0.0674525559020986	0.0150670483652253	0.00281232422973564	0.065358501827949	0.0614416885284999	0.072475330673945	0.000982456140350877	0.0106948133650217	0.0277636988229994	0.0144256320704578	0.0129022348513939	0.00264235698242833	0.0955046197583511	0.0180319422977846	0.000524402181513075	0.0126592751944398	0.0938584210846674	0.10126615668689
"human_pathogens_all"	0.0577143712276151	0.0683199049002774	0.101799709724238	0.0265091025231555	0.0112095320216352	0.000108022468673484	0.00742081447963801	0.0280576025961734	0.000707814269535674	0.000683106769588087	0.0666511951728939	0.00302716482115829	0.0768033716971957	0.000560272378571736	0	0	0.00028436018957346	0.0476291166675477	0.00361609160765406	0	0.05230172349474	0.0553005008347245	0.000965777871089649	0	0.00174751852369635	0.0118263220138537	0	0	0	0.0841625207296849	0.00708397733127254	0	0.000248221082243919	0.04279018808205	0.100395673964653
"human_gut"	0.0383598543422956	0.0339122969224673	0.0121915820029028	0.02225061215799	0.00846594026808811	0.000720149791156561	0.0114630467571644	0.0300858630248124	0.00778595696489241	0.0204932030876426	0.032258064516129	0.043654903210388	0.0565407683579186	0.00831788992802655	0.0186201489611917	0.0349198756278402	0.0123222748815166	0.0366337157054501	0.0141630254633117	0.00281232422973564	0.036409759009177	0.0254889100882423	0.0717614948561831	0.000982456140350877	0.0094366000279603	0.024666328771752	0.0144256320704578	0.0129022348513939	0.00264235698242833	0.03909026297086	0.0109479649665121	0.000524402181513075	0.0124110541121959	0.0644896220098606	0.00699024004220522
"mammal_gut"	0.0383598543422956	0.0339122969224673	0.0121915820029028	0.02225061215799	0.00846594026808811	0.000720149791156561	0.0114630467571644	0.0300858630248124	0.00778595696489241	0.0204932030876426	0.032258064516129	0.043654903210388	0.0565407683579186	0.00831788992802655	0.0186201489611917	0.0349198756278402	0.0123222748815166	0.0366337157054501	0.0141630254633117	0.00281232422973564	0.036409759009177	0.0254889100882423	0.0717614948561831	0.000982456140350877	0.0094366000279603	0.024666328771752	0.0144256320704578	0.0129022348513939	0.00264235698242833	0.03909026297086	0.0109479649665121	0.000524402181513075	0.0124110541121959	0.0644896220098606	0.00699024004220522
"nitrate_reduction"	0.0213498279044246	0.0444789327697794	0.100058055152395	0.0194293622910678	0.00572234851454104	0	0.00319758672699849	0.0100060847812859	0.000353907134767837	0.000204932030876426	0.0465537247621258	0.00278817812475106	0.0414329713081537	0.000344783002197992	0.000294002352018816	0.000298971537909591	0	0.0306602526827721	0.00263673346391442	0	0.0289487428187719	0.0360720248032435	0.000209951711106446	0	0.000559205927582832	0.00326631750858816	0.000379621896590995	0	0	0.0564143567874911	0.00740597630087584	0	0	0.0674417189116806	0.0944078079662358
"aerobic_chemoheterotrophy"	0.0102259689729137	0.0111610091137234	0.0037155297532656	0.00266155647822847	0.0217919573567453	0.000432089874693936	0.00742081447963801	0.0252180379960787	0.00835220838052095	0.0150283489309379	0.00510559294499884	0.00876284553493189	0.0134543686172799	0.00387880877472741	0.0153861230889847	0.0137526907438412	0.0151658767772512	0.018924776655918	0.0342775350308874	0.0153115430285607	0.0155189136760427	0.00500834724540901	0.0511442368255301	0.00105263157894737	0.00580176149867189	0.00675789829363068	0.0117682787943209	0.0224253129559942	0.0180340864050733	0.005863539445629	0.00598918083462133	0.00034960145434205	0.0169617739533344	0.00380424858481953	0.00303350039567396
