"ID"	"Function"
"njc1"	"[R,R]-2,3-Butanediol ([R,R]-Butanediol, [S,S]-2,3-Butanediol, [S,S]-Butanediol) -- Consumption"
"njc2"	"[R,R]-2,3-Butanediol ([R,R]-Butanediol, [S,S]-2,3-Butanediol, [S,S]-Butanediol) -- Production"
"njc3"	"1,2-Ethanediol (Ethylene glycol) -- Production"
"njc4"	"1,2-propanediol (Propene diol, Propylene glycol, [R]-1,2-propanediol, [R]-propane-1,2-diol, [S]-1,2-propanediol, [S]-propane-1,2-diol) -- Production"
"njc5"	"1,3-Propanediol -- Production"
"njc6"	"4-Aminobutyrate (GABA) -- Production"
"njc7"	"5-Aminovalerate -- Production"
"njc8"	"7-Oxodeoxycholic acid -- Production"
"njc9"	"7-Oxolithocholic acid -- Production"
"njc10"	"Acetate -- Consumption"
"njc11"	"Acetate -- Production"
"njc12"	"Acetoin (3-hydroxybutanone, acetyl methyl carbinol, [R]-Acetoin) -- Production"
"njc13"	"Acetone -- Production"
"njc14"	"Adenine -- Consumption"
"njc15"	"Adenosylcobalamin (Vitamin B12, Cobamide coenzyme, Cob[II]alamin, Vitamin B12r, Cob[I]alamin, Vitamin B12s, Aquacobalamin, Cobalamin [III]) -- Consumption"
"njc16"	"Adenosylcobalamin (Vitamin B12, Cobamide coenzyme, Cob[II]alamin, Vitamin B12r, Cob[I]alamin, Vitamin B12s, Aquacobalamin, Cobalamin [III]) -- Production"
"njc17"	"alpha-Linolenic acid (Omega-3 fatty acid, eicosapentaenoic acid) -- Consumption"
"njc18"	"Arabinan -- Macromolecule"
"njc19"	"Arabinogalactan -- Macromolecule"
"njc20"	"Benzoate -- Consumption"
"njc21"	"beta-Muricholic acid -- Production"
"njc22"	"Biotin (Vitamin B7) -- Consumption"
"njc23"	"Biotin (Vitamin B7) -- Production"
"njc24"	"Butylamine -- Production"
"njc25"	"Butyrate -- Production"
"njc26"	"Cadaverine -- Production"
"njc27"	"Cellobiose -- Consumption"
"njc28"	"Cellulose (Beta-D-glucan) -- Macromolecule"
"njc29"	"Chenodeoxycholic acid (Chenodeoxycholate) -- Consumption"
"njc30"	"Chenodeoxycholic acid (Chenodeoxycholate) -- Production"
"njc31"	"Cholic acid (Cholate) -- Consumption"
"njc32"	"Cholic acid (Cholate) -- Production"
"njc33"	"Choline -- Consumption"
"njc34"	"Chondroitin 4-sulfate (Chondroitin 6-sulfate) -- Macromolecule"
"njc35"	"Citrate -- Consumption"
"njc36"	"CO2 -- Consumption"
"njc37"	"CO2 -- Production"
"njc38"	"D-Arabinose (L-Arabinose, Arabinose, L-Arabinopyranose, L-Arabinofuranose) -- Consumption"
"njc39"	"D-Fructose (Fructose) -- Consumption"
"njc40"	"D-Fructuronate -- Consumption"
"njc41"	"D-Galactose -- Consumption"
"njc42"	"D-Galacturonate -- Consumption"
"njc43"	"D-Gluconate (D-Gluconic acid, Gluconate) -- Consumption"
"njc44"	"D-Glucosamine (Glucosamine) -- Consumption"
"njc45"	"D-Glucose (Glucose) -- Consumption"
"njc46"	"D-Glucuronic acid (D-Glucuronate) -- Consumption"
"njc47"	"D-Lyxose (L-Lyxose) -- Consumption"
"njc48"	"D-Mannitol (Mannitol) -- Consumption"
"njc49"	"D-Mannose (Mannose) -- Consumption"
"njc50"	"D-Psicose -- Consumption"
"njc51"	"D-Ribose (Ribose) -- Consumption"
"njc52"	"D-Sorbitol (D-Glucitol, Sorbitol, Glucitol, L-Sorbitol, Sorbitol) -- Consumption"
"njc53"	"D-Tagatose -- Consumption"
"njc54"	"D-Tagaturonate -- Consumption"
"njc55"	"D-Xylose (Xylose) -- Consumption"
"njc56"	"Deoxycholic acid -- Production"
"njc57"	"Dextrin (Maltotriose, Maltodextrin, Maltohexaose, Maltotetraose, Maltooligosaccharide) -- Consumption"
"njc58"	"Dimethylamine -- Production"
"njc59"	"Ethanol -- Production"
"njc60"	"Ethanolamine (Phosphatidylethanolamine) -- Consumption"
"njc61"	"Folic acid (Folate, Vitamin B9) -- Consumption"
"njc62"	"Folic acid (Folate, Vitamin B9) -- Production"
"njc63"	"Formaldehyde -- Production"
"njc64"	"Formate -- Consumption"
"njc65"	"Formate -- Production"
"njc66"	"FOS (Fructooligosaccharide) -- Consumption"
"njc67"	"Fructan (Inulin, Levan) -- Macromolecule"
"njc68"	"Fumarate -- Consumption"
"njc69"	"Fumarate -- Production"
"njc70"	"Galactan -- Macromolecule"
"njc71"	"Glycerol -- Consumption"
"njc72"	"Glycochenodeoxycholate -- Consumption"
"njc73"	"Glycocholate -- Consumption"
"njc74"	"Glycodeoxycholate -- Consumption"
"njc75"	"Glycolithocholate -- Consumption"
"njc76"	"H2 (Hydrogen) -- Consumption"
"njc77"	"H2 (Hydrogen) -- Production"
"njc78"	"H2O2 -- Production"
"njc79"	"H2S (HS-) -- Production"
"njc80"	"Hemicellulose, not specified -- Macromolecule"
"njc81"	"Hippurate -- Consumption"
"njc82"	"Histamine -- Production"
"njc83"	"Hyaluronan (Hyaluronate, Hyaluronic acid) -- Macromolecule"
"njc84"	"Indole-3-acetate (Indoleacetate) -- Production"
"njc85"	"Indole -- Production"
"njc86"	"Inositol (myo-Inositol, Inositol 1-phosphate, Myo-inositol phosphate) -- Consumption"
"njc87"	"Isobutyrate (2-Methylpropanoic acid) -- Consumption"
"njc88"	"Isobutyrate (2-Methylpropanoic acid) -- Production"
"njc89"	"Isovalerate (3-Methylbutanoic acid) -- Consumption"
